GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL
1305102-06C,13,051,02-06C,81.7,356.7,7.5,75.6,344.4,13.8,90.1,313.3,26,84.5,320.6,19.9
1305102-07C,13,051,02-07C,220,1347,22,234,1299,38,219,1266,75,205,1264,65
1305102-09C,13,051,02-09C,256,1742,27,252,1696,50,249,1636,86,243,1631,76
1305102-11C,13,051,02-11C,163,839,12,164,816,17,155,784,42,150,775,30
1305102-12C,13,051,02-12C,123,823,26,121,797,36,122,750,66,115,755,59
1305103-01C,13,051,03-01C,122,176,4,126,165,7,131,157,6,126,158,7
1305103-02C,13,051,03-02C,410,709,13,437,655,19,435,607,49,425,613,45
1305103-03C,13,051,03-03C,60,500.4,7.5,64.7,481.8,12.1,63.7,475.3,14.9,56.3,479,12.2
1305103-04C,13,051,03-04C,62.8,795.9,10,67.8,773,15,59.8,761,20,62.8,756,17
1305103-05C,13,051,03-05C,304.7,923.3,21.6,277,908.8,47,286,871.3,62.2,272.4,868.6,57
1305103-08C,13,051,03-08C,217,565,10,218,557,15,225,516,26,211,530,20
1305103-09C,13,051,03-09C,296,222,12,285,224,12,270,214,35,266,215,27
1305103-10C,13,051,03-10C,220,1369,20,215,1351,29,228,1314,34,216,1301,41
1305103-11C,13,051,03-11C,162,707,12,158,693,19,157,680,29,153,679,29
1305103-12C,13,051,03-12C,579.9,658.1,19.1,558.4,653.8,31.4,571.7,601.3,49.1,549.9,597.2,52.6
1305103-13C,13,051,03-13C,493.9,793.5,13.2,491.9,770.1,27.3,500.4,708.2,51.7,495.6,724,36.8
1305103-14C,13,051,03-14C,354.4,1202.8,6.3,339.4,1183.3,25.6,352.6,1131,39.1,349.4,1134.3,34.8
1305103-15C,13,051,03-15C,255.8,317.9,7.3,266.7,298.5,11.7,274.6,282,14.9,264.9,286.3,14
1305104-02C,13,051,04-02C,857.1,531.2,21.4,822.6,535.3,28.7,831.6,481.9,55.8,816,482.7,53.4
1305104-04C,13,051,04-04C,1193,593.6,22.4,1192,564.3,38.1,1186.2,505.7,71.3,1183.2,511.6,53.7
1305104-05C,13,051,04-05C,1125,601,36,1111,577,54,1122,512,78,1114,509,69
1305104-06C,13,051,04-06C,1226,531,28,1228,523,29,1258,437,56,1244,446,57
1305104-07C,13,051,04-07C,1568,907,28,1569,853,56,1581,734,111,1578,743,80
1305104-08C,13,051,04-08C,1505.4,674.6,35.2,1528.7,639.2,29.3,1543.6,565.7,61.6,1550.5,551.8,53.5
1305104-10C,13,051,04-10C,660,461.2,16.6,679.6,426,20.6,669.8,392.7,48,665.9,393.6,40.1
1305104-11C,13,051,04-11C,779.1,494,10.2,779.3,481.6,13.2,786.2,410.2,42.5,782.2,421.2,25.4
1305104-12C,13,051,04-12C,1390.4,640,16.4,1438.2,572.5,17.4,1469.3,489.1,52,1448.3,500.4,41.9
1305104-13C,13,051,04-13C,1402.8,749.9,19.4,1495.6,654.5,11.6,1525.9,553.3,48.2,1491.5,578.5,38
1305104-14C,13,051,04-14C,909.2,531.4,8.6,951.5,470.9,8.6,979.3,412.4,25.9,956.2,420.1,23
1305104-15C,13,051,04-15C,989.5,563.8,12.1,1039.6,499.3,14.1,1054.6,437.7,32.9,1031.2,447.2,25.2
1305105-01C,13,051,05-01C,155,456,10,151,438,24,154,418,29,151,424,22
1305105-02C,13,051,05-02C,51,350,10,46,347,7,53,333,12,44,337,14
1305105-03C,13,051,05-03C,22,550,5,21,528,15,29,511,17,25,513,16
1305105-05C,13,051,05-05C,53.9,1590.4,9,60.9,1548.5,27,45.9,1530.5,33,42.9,1521.6,22
1305105-06C,13,051,05-06C,207.8,1105,23.6,194.6,1068.5,46.4,205.6,1048.5,54.8,190.6,1058,46.7
1305105-07C,13,051,05-07C,259.2,785.4,15.9,241.3,763.6,36.7,243.3,746.7,45.7,239.3,750.7,35.8
1305105-08C,13,051,05-08C,304,817,16,285,792,34,296,776,41,293,763,41
1305105-10C,13,051,05-10C,100.7,1885.5,25.7,104.6,1835.2,40.5,101.7,1806.6,58.2,98.7,1804.6,41.5
1305105-11C,13,051,05-11C,384.9,1288.1,21.3,370.4,1246.6,48.4,378.1,1218.5,57.1,371.4,1238.8,30
1305106-01C,13,051,06-01C,436.6,778.3,24.8,418,762.7,48.3,413.3,722.9,78.5,410.6,727.1,60.2
1305106-02C,13,051,06-02C,999.3,774.7,32.1,1009.2,751.7,38.1,1026.3,682.5,60.2,1029.2,672.5,53.2
1305106-03C,13,051,06-03C,772,1170,25,794,1131,35,789,1070,63,763,1079,54
1305106-05C,13,051,06-05C,437.3,793.9,32.1,424.2,788.8,33.2,431.2,764.7,42.2,420.2,768.7,34.2
1305106-06C,13,051,06-06C,442,474,18,424,459,41,426,431,47,416,443,30
1305106-08C,13,051,06-08C,332,906.7,15.9,315.1,867.9,37.8,327.1,849,47.7,305.2,849,46.7
1305106-09C,13,051,06-09C,979.5,1268,35.1,947.4,1252.7,63.3,976.4,1165.6,93.4,959.3,1162.6,82.3
1305106-10C,13,051,06-10C,1363.7,1553.3,59.9,1352.8,1525.3,55.9,1355.7,1463.5,98.8,1348.8,1458.5,90.8
1305106-11C,13,051,06-11C,994,2091,50,951,2081,83,964,1989,121,937,2003,100
1305107-01C,13,051,07-01C,498.1,409,10.1,476,402,29.1,459,387.9,35.1,448,384.9,34.1
1305107-03C,13,051,07-03C,504.5,251.9,14,494.5,245.9,22.1,487.8,235.5,28.4,482.8,233.7,27.2
1305107-04C,13,051,07-04C,530.2,1619.1,26.9,506.5,1602.7,54.1,511.5,1537.8,106,507.5,1554.2,77.7
1305107-05C,13,051,07-05C,311,433,9,297,435,12,302,412,25,296,416,16
1305107-06C,13,051,07-06C,983.1,1037,36.3,958.3,1023.7,53.4,961.2,976,74.4,941.1,983.6,63.9
1305107-07C,13,051,07-07C,2615.1,2332.2,77.4,2562.4,2275.1,128.6,2601.8,2119.6,190.7,2558.2,2154.9,169.6
1305107-08C,13,051,07-08C,1484.4,480.6,22.7,1437.2,474.1,50.2,1432.6,433.2,67.1,1403,428.5,61.6
1305107-09C,13,051,07-09C,713.7,986.4,26.2,708.6,967.1,33.4,717.8,919.5,62.7,689.7,934.6,54.6
1305107-10C,13,051,07-10C,900.1,1664,58.2,861,1645.5,83.5,881.1,1557.5,130.4,857,1563.6,119.3
1305107-11C,13,051,07-11C,1449.4,2354.4,78.5,1392.3,2319.8,125,1447.5,2174.6,193.2,1409.1,2204.8,165.5
1305107-12C,13,051,07-12C,2293.1,2531.8,84.9,2265.2,2450.9,122.3,2304.7,2299.1,206.6,2292.5,2320.4,167.5
1305107-13C,13,051,07-13C,1289,775,27,1288,750,32,1307,673,52,1276,689,55
1305107-14C,13,051,07-14C,1631.8,3376.2,70.1,1617.7,3271.1,119.1,1623.8,3151.9,195.2,1604.8,3158,153.2
1305107-15C,13,051,07-15C,455.3,812.1,25,441.1,804.6,36.7,451.1,768.8,52.5,446.1,786.3,35
1305108-01C,13,051,08-01C,64,273.9,6,66,258.8,7.1,67,250.7,11,67,244.5,10.2
1305108-02C,13,051,08-02C,172,827,19,171,800,32,191,742,48,184,749,38
1305108-03C,13,051,08-03C,310.3,176.5,5.4,303,171.4,10.6,306.1,166.8,9.9,293.9,168.8,7.8
1305108-05C,13,051,08-05C,36,639,12,38,620,21,24,621,30,26,617,25
1305108-06C,13,051,08-06C,32.2,525,7.5,30.2,506.8,17.3,28.4,494.6,19.8,25.2,488,21.6
1305108-07C,13,051,08-07C,16.6,306.1,1,14.7,301.3,5.8,15.7,295.5,3.9,17.6,287.9,8.6
1305108-08C,13,051,08-08C,36.4,874,7,29.3,852.9,14.1,32.4,831.8,19.1,28.4,826.6,12.2
1305108-09C,13,051,08-09C,23,672,11,20,658,17,24,651,9,19,645,14
1305108-10C,13,051,08-10C,14,989,7,23,957,17,23,954,16,23,941,18
1305108-11C,13,051,08-11C,17,938,6,26,914,8,19,902,14,15,895,13
1305108-12C,13,051,08-12C,106.6,504.5,11.4,104.6,505.7,13.5,106.4,482.1,22,102.6,484.7,20.2
1305108-13C,13,051,08-13C,266.2,139,8.9,252.3,130.1,19.9,250.3,124.1,29.8,242.3,125.1,24.8
1305108-15C,13,051,08-15C,78,745,0,73,735,8,77,704,28,78,698,17
130510XFTPU,13,051,0XFTPU,221.4,151.7,5.4,216.1,149.6,7.7,218.5,136.1,14.1,214.4,136.9,13.1
13053000001,13,053,000001,112.6,85.4,4.5,108.8,81.4,7.7,106.5,72.6,10.9,105.6,75.8,8.3
13053FTBEN1,13,053,FTBEN1,412,312.3,16.4,397.9,297.8,28.1,389.5,265.4,39.8,386.2,277.1,30.4
13053FTBEN2,13,053,FTBEN2,302,228.9,12,291.7,218.2,20.6,285.5,194.6,29.2,283.1,203.1,22.3
13053FTBEN3,13,053,FTBEN3,51.3,44.3,2.1,49.6,42.3,3.7,48.5,38.2,5.2,48.1,39.7,3.9
13055000870,13,055,000870,1995.2,365.8,37.8,1917.6,386.7,71.6,1880.8,354.9,61.6,1849,365.8,62.6
13055000925,13,055,000925,2643,845,49,2560,837,100,2489,784,129,2444,786,115
13055000940,13,055,000940,598,114,8,578,119,18,568,103,19,558,105,22
13055000961,13,055,000961,80.6,8.6,1.7,76.3,10.3,3.4,77.1,7.7,5.1,73.7,10.3,3.4
13055000962,13,055,000962,359.8,39.2,0.2,347.4,40.3,4.4,341.1,39.1,7.4,333,39.2,6.4
13055000968,13,055,000968,551,109,3,530,111,15,520,97,17,514,99,17
13055001083,13,055,001083,144.4,63.4,2.3,131.7,67.7,4.6,125.9,63.3,8.9,123.3,64.7,4.6
13055001216,13,055,001216,115.7,19.5,0.1,111.6,19.5,3.1,108.5,13.5,6.1,107.5,12.5,5.1
13055001382,13,055,001382,100,15,1,97,16,2,94,17,3,93,18,2
13055001484,13,055,001484,534.3,107.5,20.9,517.4,103.5,28.9,501.5,99.5,26.9,498.5,104.5,25.9
130550P-870,13,055,0P-870,305,51,3,292,52,7,290,43,9,278,46,10
13055XC-968,13,055,XC-968,637,116,5,618,123,17,600,118,16,584,116,23
13057000001,13,057,000001,1512,943,47,1523,881,74,1495,725,127,1488,736,111
13057000002,13,057,000002,2796,1099,72,2812,1023,107,2774,914,191,2758,927,176
13057000003,13,057,000003,2302,580,39,2305,523,75,2262,471,134,2255,484,114
13057000004,13,057,000004,2633.1,508.9,53.9,2579.2,481.9,99.9,2539.2,421,141.3,2521.7,429.4,128.4
13057000005,13,057,000005,2164.2,982.2,57.1,2129.1,954.2,87.2,2092,871,141.3,2054,886,137.3
13057000006,13,057,000006,2223.2,1781.5,86.3,2204.4,1712.9,136.4,2183.8,1587.2,226.7,2159.2,1602,196.3
13057000007,13,057,000007,2203.8,1089.4,61.5,2254.8,1003.3,80.7,2251.1,897.9,137.3,2235.2,902.1,129.8
13057000008,13,057,000008,2694.6,967.3,61.5,2718.7,884.6,86.9,2733.4,766.9,164.3,2704.2,790.9,140.2
13057000009,13,057,000009,2996,1123,52,2995,1037,102,2993,919,171,2974,938,153
13057000010,13,057,000010,3951.8,1913,72,3911.2,1789.5,145.8,3902.4,1644.2,237.3,3867.5,1675.6,198.1
13057000011,13,057,000011,1690.5,1290.9,51,1679.8,1213.4,101,1674.9,1129,144.2,1626.9,1159.3,138.3
13057000012,13,057,000012,2928.3,2104.8,97.1,2983.7,1937.3,166.5,2966.9,1796.6,251.8,2956.9,1793.6,234.9
13057000013,13,057,000013,2886.2,790.8,73.9,2853.9,748.8,115,2832.2,672.3,166.5,2817.5,687.2,132.3
13057000014,13,057,000014,865.8,129.4,12.3,854.2,123.2,19.3,837.6,108.1,34.6,829.1,111.3,31.5
13057000015,13,057,000015,1389.1,780.6,42,1409.6,723.6,62.5,1400.3,655.5,109.2,1394.7,654.5,91.5
13057000016,13,057,000016,2350.6,1635.7,89.1,2319.4,1549,156.2,2321.3,1436.1,221.2,2290.2,1462.8,195.1
13057000018,13,057,000018,3596,1016,78,3646,897,105,3580,816,195,3563,822,176
13057000019,13,057,000019,3991.4,1803.7,90.5,4018.3,1667.4,166.1,3952.6,1523.2,245.7,3927.8,1536.1,227.8
13057000020,13,057,000020,1981.2,360,34.5,1953.9,342.8,54.8,1925.7,297.4,94.1,1906,303,91.3
13057000021,13,057,000021,1805.9,737.7,31.1,1810,687.4,58.2,1802.9,618.2,102.4,1795.9,628.2,84.4
13057000022,13,057,000022,1760.4,663.9,64.5,1723.7,641.4,109.6,1700.9,571.6,157.2,1671.6,579.9,151.2
13057000023,13,057,000023,2380,1268,79,2332,1213,136,2311,1101,215,2298,1129,189
13057000024,13,057,000024,3864.6,1993.2,127.8,3876.6,1847.4,210.7,3822.6,1711.6,295.6,3799.7,1752.5,256.6
13057000026,13,057,000026,3584,2310,93,3655,2120,137,3606,1966,255,3576,2003,207
13057000027,13,057,000027,3006.7,886.3,47.9,3017.7,810.5,90.7,3025.7,734.7,125.6,3001.7,731.7,126.6
13057000028,13,057,000028,1755,653,46,1731,606,97,1736,537,125,1727,537,115
13057000029,13,057,000029,1963.2,811,46.1,1918.9,791.6,76,1908,721.2,136.1,1883.4,733.2,122.7
13057000030,13,057,000030,2237,332,47,2213,307,67,2180,279,90,2169,276,87
13057000031,13,057,000031,972,488.4,26.7,969.2,468.4,43.8,946.3,437,67.6,950.1,438.9,57.1
13057000032,13,057,000032,1936.5,905.9,59,1945.3,840,86.5,1961,741.8,120.8,1940.4,756.5,115.9
13057000033,13,057,000033,454,69,5,439,65,14,425,62,19,419,61,17
13057000034,13,057,000034,1760,697.3,37.4,1792.5,621.5,57.1,1764.9,553.5,107.3,1754.1,558.4,98.5
13057000035,13,057,000035,2042.8,495.8,33.5,2007.9,479.2,68.1,1990,421.3,106.7,1975.7,422.5,97.5
13057000036,13,057,000036,3876.1,1494,87.6,3828.9,1408,181.8,3795.5,1279,261.8,3782,1305.6,221.7
13057000037,13,057,000037,3250.1,1515.6,80.6,3253.9,1399.9,152.6,3222.6,1278.6,236,3198.9,1301.4,200.9
13057000038,13,057,000038,2702.3,714.7,48.1,2715.3,651.5,84.3,2684.4,584.3,133.4,2686.3,591.3,120.4
13057000039,13,057,000039,3138.3,855.2,57.5,3112.5,803.6,103.1,3074.9,714.5,153.6,3027.3,725.4,159.5
13057000040,13,057,000040,1552.1,554.4,40.7,1533.6,511.8,78.7,1521.6,453.5,133.3,1501.2,465.5,126.8
13057000041,13,057,000041,1716.3,525.4,20.1,1712.2,477.4,54.2,1680.1,437.2,86.3,1665.1,435.2,82.3
13057000042,13,057,000042,1756,613,40,1724,570,85,1695,502,142,1682,520,124
13057000043,13,057,000043,1553,1078,53,1561,1008,87,1566,906,138,1531,918,137
13057000044,13,057,000044,3317.3,2195,104.7,3312.7,2069.8,191.3,3291.6,1923.7,295.9,3265.5,1950.7,263.8
1305900001A,13,059,00001A,712.5,1199.5,27.9,707.5,1153.6,67.9,712.5,1098.7,82.8,707.5,1109.7,66.9
1305900001B,13,059,00001B,807,1689,38,822,1621,67,814,1561,117,800,1585,88
1305900001C,13,059,00001C,654.9,1286.1,33.8,690.4,1245.4,34.2,687.8,1182.3,86.3,691.6,1192.2,66.5
1305900001D,13,059,00001D,811,1464,33,849,1386,49,859,1341,75,859,1347,66
1305900002A,13,059,00002A,482.7,1938.2,32.9,489.2,1876.2,62.6,470.6,1821.6,99.8,457.9,1846.4,79.9
1305900002B,13,059,00002B,319.7,2282.1,35.2,336.4,2194.1,70.4,326.6,2145.2,96.8,309,2150.1,72.4
1305900003A,13,059,00003A,194.4,1360.5,24,207.9,1309,41.7,208.7,1267.1,64.9,214.5,1257.5,58.4
1305900003B,13,059,00003B,430,1842,36,465,1759,58,464,1683,99,459,1708,69
1305900004A,13,059,00004A,322.9,1008.5,29.5,342,968.9,48.1,334.9,939.1,80.4,343.4,956.1,49.1
1305900004B,13,059,00004B,701,1881.9,57.2,772.4,1791.4,69.8,792.2,1659.1,132.8,791.4,1683,101.1
1305900005A,13,059,00005A,665,1654,33,686,1587,61,705,1513,85,690,1536,67
1305900005B,13,059,00005B,600,1538,25,609,1466,68,606,1406,101,590,1438,79
1305900005C,13,059,00005C,157,1422,19,187,1386,21,190,1332,55,176,1353,40
1305900005D,13,059,00005D,407.3,1352.8,34.1,432.8,1298.8,46.4,405.4,1251.4,86.2,409.1,1266.6,53.1
1305900006A,13,059,00006A,1192.8,1431.2,39.4,1170.1,1378,81.8,1183.9,1319.8,98.5,1164.2,1326.7,94.6
1305900006B,13,059,00006B,939.2,1781.8,47.6,957.9,1712,70.2,981.1,1604.2,130.5,983.8,1631.3,96.4
1305900006C,13,059,00006C,882,1367,43,930,1286,52,957,1212,85,950,1204,86
1305900006D,13,059,00006D,294.6,927.5,18,304.1,901,31.3,300.3,848.9,52.1,297.5,855.5,42.6
1305900007A,13,059,00007A,670.1,1184,25.7,703.3,1127.1,38.2,715.9,1049.7,76.1,710.4,1061,66.2
1305900007B,13,059,00007B,773,1397,47,823,1310,60,850,1211,108,846,1222,92
1305900007C,13,059,00007C,772,1521.2,44.9,865.9,1419,53.4,877.1,1337,87.2,893.5,1322.9,81.2
1305900008A,13,059,00008A,601,1543,43,635,1476,56,620,1441,84,620,1440,69
1305900008B,13,059,00008B,431,1098,20,448,1067,35,446,1036,58,450,1032,51
1305900008C,13,059,00008C,719.5,1919.8,53.5,740.4,1867.9,83.2,754.5,1773.1,127.9,761.7,1778.2,102.2
13061000001,13,061,000001,164.5,95.6,3.8,166,88.9,7.8,157.6,93,7.8,162.1,90.3,5
13061000002,13,061,000002,78.1,155.1,1.8,75.7,150.6,5.2,72.7,144.9,6.3,73,145.3,5.3
13061000003,13,061,000003,45.1,148,0.3,48.1,140.7,1.6,46.4,135.9,4.2,46.4,134.3,3.4
13061000004,13,061,000004,119.4,200.2,0.8,124.3,185.9,4.3,116.7,184.2,7.1,119,182.5,2.9
13061000005,13,061,000005,229.9,191.2,0.2,232.8,182,2.1,223.8,172,4.6,220.5,168.7,5.5
13063000EW1,13,063,000EW1,287.2,4162.8,34.9,278.2,4068.1,84.8,273.2,4055.2,113.7,258.3,4071.1,96.7
13063000FP1,13,063,000FP1,311.9,1218.8,23.8,285.1,1194,57.6,291,1161.2,73.5,273.2,1163.2,62.6
13063000FP2,13,063,000FP2,271,1195,18,255,1175,33,242,1141,65,240,1139,49
13063000FP3,13,063,000FP3,272.8,1060.6,13.9,252,1026.9,38.7,248.1,998.2,50.6,234.2,1011,42.7
13063000FP4,13,063,000FP4,347,655,16,326,649,28,309,640,37,293,640,29
13063000FP5,13,063,000FP5,378.3,1488.4,12.8,351.6,1462.7,38.5,338.8,1410.3,72.1,322,1427.1,55.3
13063000FP6,13,063,000FP6,303,519,9,293,509,19,275,505,28,258,507,27
13063000LC1,13,063,000LC1,249.6,1454.3,13.1,220.3,1409.1,50.3,222.3,1390.9,54.5,213.3,1393.8,35.4
13063000LJ1,13,063,000LJ1,352,2249,24,334,2214,52,316,2186,79,311,2186,71
13063000LJ2,13,063,000LJ2,266,1771,19,242,1735,61,230,1706,84,224,1713,72
13063000LJ3,13,063,000LJ3,698.7,4319,37.9,663.4,4215.7,115,682.4,4154.5,151.8,647.1,4201.9,104.1
13063000LJ4,13,063,000LJ4,253,2429,28,248,2382,44,251,2358,61,242,2371,42
13063000LJ5,13,063,000LJ5,179,1800,11,162,1776,40,173,1731,61,171,1746,45
13063000MO1,13,063,000MO1,201.2,1476.8,17,170.5,1452.8,44.9,172.4,1421.9,59.9,169.4,1406.1,54.9
13063000MO2,13,063,000MO2,468,789,10,420,799,35,432,749,52,394,759,43
13063000MO3,13,063,000MO3,557,2243,26,520,2196,76,503,2137,113,474,2150,92
13063000MO4,13,063,000MO4,259.6,890.7,14,244.7,877.8,25,242.7,865.8,34,244.7,862.8,24
13063000MO5,13,063,000MO5,494.8,3102.1,35.2,467.7,3048.9,82.5,458.6,3002.7,117.6,464.5,3007.7,89.5
13063000MO6,13,063,000MO6,335,1597,15,322,1554,48,310,1524,71,303,1530,55
13063000MO7,13,063,000MO7,218,928,16,208,918,27,206,899,42,197,902,33
13063000MO8,13,063,000MO8,173,1888,24,165,1857,41,180,1817,65,161,1841,50
13063000MO9,13,063,000MO9,139,718,13,127,700,30,123,688,47,117,690,34
13063000PH1,13,063,000PH1,233.2,1834.9,17.2,213,1812.7,42.4,211.1,1802.4,48.6,204.9,1801.4,40.6
13063000PH2,13,063,000PH2,560.4,1869.5,20.3,537.4,1852.7,46.3,544.9,1816.8,64.8,525.7,1816.7,65.4
1306300JB01,13,063,00JB01,318.8,3181.6,43,286.4,3144.6,71.4,299.4,3062.7,132.2,280.8,3101.1,89.6
1306300JB02,13,063,00JB02,173,2498.4,26.2,183.7,2442.3,49.6,158.7,2414.7,87.1,156.5,2433.8,53.2
1306300JB03,13,063,00JB03,460.5,2180.2,16.1,432.6,2146.9,47.2,424.4,2102.9,75.2,401.5,2123,61.1
1306300JB04,13,063,00JB04,207.5,971.8,14.9,209.4,932.1,41.8,188.6,922,52.8,185.5,930,35.9
1306300JB05,13,063,00JB05,306,1023,13,282,1010,26,283,989,37,272,990,29
1306300JB06,13,063,00JB06,881.4,1144.4,23.4,889.1,1111.5,31.9,897.8,1058,40.4,875.6,1058,42.1
1306300JB07,13,063,00JB07,379.4,1619.3,17,376.4,1587.2,35,364.4,1568.2,54,357.4,1569.2,45
1306300JB08,13,063,00JB08,178,1761,14,164,1724,43,158,1689,77,154,1712,54
1306300JB09,13,063,00JB09,154,622,12,130,614,26,133,591,37,128,597,29
1306300JB10,13,063,00JB10,209,1397,24,184,1391,36,178,1341,66,163,1352,47
1306300JB11,13,063,00JB11,524.6,2059.8,21,503.6,2022.8,58,483.6,1985.7,97,469.6,2004.7,77
1306300JB12,13,063,00JB12,142,1575,14,119,1553,33,123,1521,50,122,1534,34
1306300JB13,13,063,00JB13,322.8,1403.3,13.9,302.9,1390.3,28.3,306.6,1364.6,51,296.2,1372.2,37.7
1306300JB14,13,063,00JB14,829,2149,29,818,2102,53,815,2050,78,790,2062,65
1306300JB15,13,063,00JB15,144,1154,16,134,1116,42,132,1105,46,144,1106,31
1306300JB16,13,063,00JB16,194.3,1084.6,20.1,172.3,1069.3,35.4,180.9,1046.3,50.7,173.3,1055,43.1
1306300JB17,13,063,00JB17,181.2,1849.4,18,166.6,1805.4,53.5,155.6,1776.3,81.8,149.2,1794,53.5
1306300JB18,13,063,00JB18,253,1621,12,237,1590,40,238,1568,59,221,1580,39
1306300OAK1,13,063,00OAK1,80.2,1348.5,14.2,61.9,1327.1,42.6,61.9,1314.6,43.9,62.7,1317.8,33.7
1306300OAK2,13,063,00OAK2,78,885,9,63,869,26,65,854,26,60,850,26
1306300OAK3,13,063,00OAK3,118,2021,17,109,1982,46,101,1966,62,97,1954,61
1306300OAK4,13,063,00OAK4,137,2031,16,116,1997,51,122,1958,82,120,1979,53
1306300RD01,13,063,00RD01,124,1440,9,111,1414,33,116,1385,39,104,1397,27
1306300RD02,13,063,00RD02,124,1772,20,111,1751,37,105,1736,53,106,1734,38
1306300RD03,13,063,00RD03,141.9,1989.9,18.6,130.2,1950.7,43.1,133.1,1926.2,63.6,136.1,1920.4,47
1306300RD04,13,063,00RD04,235.3,2112.4,22.8,228.5,2038.7,63.6,219.2,2002.1,95.8,211.3,2025,61.4
1306300RD05,13,063,00RD05,163,1552,16,156,1507,44,153,1474,68,150,1478,48
1306300RD06,13,063,00RD06,235,1357,22,220,1329,32,198,1309,75,197,1317,52
1306300RD07,13,063,00RD07,207.4,1086.2,16.3,190.9,1071.6,31.9,184.1,1040.5,55.1,185.8,1057.8,28.3
1306300RD08,13,063,00RD08,208.1,1765.1,12.4,183.8,1751.3,31.9,181.9,1726.8,51.4,177.9,1739.6,37
1306300RD09,13,063,00RD09,184.7,1290,6.7,178,1262.4,20.9,170.4,1250,36.2,154.2,1264.3,24.8
1306300RD10,13,063,00RD10,59,1321,14,61,1273,41,53,1273,48,48,1263,52
1306300RD11,13,063,00RD11,71,1101,10,69,1092,19,66,1066,29,70,1066,22
1306300RD12,13,063,00RD12,175,1694,21,147,1686,40,149,1652,51,129,1676,38
1306500000D,13,065,00000D,184,54,0,180,51,1,184,40,5,167,47,5
1306500000F,13,065,00000F,169,22,1,165,21,3,173,15,0,155,19,1
1306500000H,13,065,00000H,1464,620,10,1457,537,43,1495,469,34,1372,504,41
130650000AB,13,065,0000AB,68,12,1,69,9,3,69,8,2,65,8,3
130650000AG,13,065,0000AG,220,39,0,212,42,4,218,25,5,196,34,5
1306700AC1A,13,067,00AC1A,2035.4,1964.1,52.4,2029.4,1870,117.4,2029.2,1775,167.1,2030.7,1789.4,131.9
1306700AC1B,13,067,00AC1B,2418.4,2015.8,67.7,2371.9,1934.6,134.1,2385.1,1844.3,188.2,2356.5,1854.8,169
1306700AC1C,13,067,00AC1C,1220,2282.3,60.3,1201.2,2215,113.9,1186.3,2128.4,186.1,1183,2132,161.8
1306700AD01,13,067,00AD01,930,990,36,949,937,51,946,874,105,938,888,79
1306700AU1A,13,067,00AU1A,649.9,2693.5,17.6,605.1,2646.9,76.7,591,2579.8,134.8,579.7,2594.9,95.8
1306700BF02,13,067,00BF02,1127,1127,51,1139,1080,77,1154,980,121,1125,1006,109
1306700BF03,13,067,00BF03,2214,2051,109,2221,1959,162,2183,1842,273,2168,1866,242
1306700BG01,13,067,00BG01,858.2,808.5,32.9,852.7,780.5,55.1,872.6,710.7,92.7,864.7,725.5,77.1
1306700BG02,13,067,00BG02,1235.6,1234.3,38.3,1252.6,1178.2,54.4,1266.5,1079.8,104.7,1255.5,1093.9,89.5
1306700BK01,13,067,00BK01,1229.3,1849.4,60.4,1218.4,1796.8,97.8,1224,1695.2,157.4,1201.1,1725,139.4
1306700BR01,13,067,00BR01,641,1152,28,635,1098,66,626,1053,95,599,1081,75
1306700BR02,13,067,00BR02,929,1970,27,922,1926,68,939,1829,116,921,1833,106
1306700BT01,13,067,00BT01,101,1377,10,94,1342,29,92,1318,59,87,1329,40
1306700BT02,13,067,00BT02,240.8,2779.3,30.6,222.1,2725,75,217.1,2670.7,114.5,210.2,2679.6,89.8
1306700BW01,13,067,00BW01,908,1113,42,914,1069,68,901,997,125,900,1012,105
1306700CA01,13,067,00CA01,1052.6,3007.6,80.7,1054.1,2920.6,139.3,1091.8,2741.4,225.6,1092,2768.5,184.3
1306700CH02,13,067,00CH02,1205.2,909.3,38.5,1228.4,849.3,57.3,1255.8,773.9,87.4,1237,786.8,86.5
1306700CH03,13,067,00CH03,1447.2,1477.3,45.8,1494.4,1399.5,68,1516.5,1281.7,133.8,1506.4,1309.3,103.3
1306700CK01,13,067,00CK01,1349,2467,67,1336,2380,129,1340,2285,193,1322,2317,157
1306700CL01,13,067,00CL01,457.9,733.7,15.3,436.8,712.6,32.6,434.9,707.8,48.9,427.2,710.6,39.3
1306700CL02,13,067,00CL02,1033.8,2621.3,41.2,998.4,2574.1,88.7,991.1,2512.2,124.9,978.1,2518.7,101.1
1306700CO01,13,067,00CO01,680.6,2551.9,27.9,649.6,2504.2,72.8,653.2,2428.8,112.8,629.2,2461.3,74.1
1306700CR01,13,067,00CR01,1446,1215,40,1554,1088,48,1556,994,105,1545,994,93
1306700DC01,13,067,00DC01,1182.5,1123.8,33.2,1258.8,1021.1,50.9,1273.5,919.4,100.7,1250,934.1,92.9
1306700DI01,13,067,00DI01,896.7,2593.3,63.4,885.5,2501.4,124.6,889.9,2388.6,205.5,894.1,2416.6,144.3
1306700DL01,13,067,00DL01,1071,1385,54,1124,1315,56,1147,1235,100,1120,1247,99
