GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREICAS,G16PRENROC,G16PREONON,G16USSDCOR,G16USSRHEC,G16USSIJON,G16USSNSAW,G16USSNGUM,G16USSNWIL,G16USSONON
32003007681,32,003,007681,347,403,29,2,1,13,343,407,6,6,7,6,15
32003007682,32,003,007682,279,244,18,4,2,13,265,230,10,11,10,4,22
32003007683,32,003,007683,437,494,26,2,0,24,430,485,13,10,12,2,17
32003007684,32,003,007684,333,279,19,6,0,12,327,249,12,8,6,1,34
32003007685,32,003,007685,402,338,23,4,2,16,395,303,11,13,10,4,30
32003007691,32,003,007691,239,298,14,0,0,19,215,320,4,1,7,1,11
32003007692,32,003,007692,473,513,38,1,5,36,459,521,14,7,10,0,35
32003007693,32,003,007693,596,514,34,3,3,31,557,505,21,16,17,7,35
32003007694,32,003,007694,503,514,31,5,1,22,474,497,15,9,19,6,41
32003007695,32,003,007695,447,420,38,6,2,26,441,405,15,10,14,11,31
32003007701,32,003,007701,51.9,35,2,0,0,4.9,46.9,37.9,2,0,1,1,4
32003007702,32,003,007702,549.1,390,37,6,2,34.1,519.1,386.1,18,13,19,9,43
32003007703,32,003,007703,394,355,22,0,2,19,369,352,10,8,7,4,29
32003007704,32,003,007704,211.4,214.6,14,1,0,13,195.4,220.6,3,7,5,2,14
32003007705,32,003,007705,350.8,520.1,27.9,1,1,15.9,355.7,498.2,12.9,7,3,5,25.9
32003007706,32,003,007706,392,399,20,5,1,17,400,350,15,13,10,2,34
32003007707,32,003,007707,376,347,22,1,0,23,376,331,10,9,9,3,20
32003007712,32,003,007712,291.8,367.2,23.1,5,0,15,266.8,368.2,11,13,13,4,22.1
32003007713,32,003,007713,285,296,15,3,4,20,265,296,6,11,12,2,24
32003007714,32,003,007714,388,261,28,6,3,22,364,246,15,10,7,6,42
32003007715,32,003,007715,623,563,49,2,2,41,608,539,23,11,17,8,49
32003007720,32,003,007720,1.3,0.9,0.1,0,0,0.1,1.2,0.9,0,0,0,0,0.1
32003007722,32,003,007722,289,316,17,0,1,14,288,316,3,6,3,3,13
32003007723,32,003,007723,427.4,358.4,18.6,4,2.1,22.9,397.9,353.6,9.7,11.5,13.3,5.7,32.3
32003007724,32,003,007724,11,9,0,0,0,1,9,11,0,0,0,0,1
32003007726,32,003,007726,705,401,44.2,6.1,0.7,22.5,647.5,403.3,17.3,15.6,8.8,9.1,58.5
32003007730,32,003,007730,761.2,684.6,59.1,4,4,39,754.2,642.5,21,26,21,11,60.1
32003007731,32,003,007731,449,404,30,4,2,22,416,385,17,12,9,8,39
32003007732,32,003,007732,531,483,41,8,3,27,514,459,19,19,14,5,43
32003007733,32,003,007733,388,433,34,3,4,24,372,437,18,10,13,7,20
32003007734,32,003,007734,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007743,32,003,007743,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007745,32,003,007745,12,17.5,1.2,0.2,0,0.9,12.2,17,0.4,0.4,0.4,0.1,0.9
32003007906,32,003,007906,0.2,0.1,0,0,0,0,0.2,0.1,0,0,0,0,0
32003007908,32,003,007908,0.4,0.3,0,0,0,0,0.3,0.3,0,0,0,0,0
32003007910,32,003,007910,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007912,32,003,007912,0.1,0.3,0,0,0,0,0.1,0.3,0,0,0,0,0
32003007920,32,003,007920,0,0,0,0,0,0,0,0,0,0,0,0,0
32003007923,32,003,007923,12.5,12.2,0.7,0.1,0,0.6,11.6,11.9,0.5,0.4,0.2,0.1,0.9
32003007926,32,003,007926,0,0,0,0,0,0,0,0,0,0,0,0,0
32005000001,32,005,000001,154.7,466.1,9,1,2,23,153.7,470.1,5,1,1,0,22
32005000002,32,005,000002,293.1,764,35.5,5.9,4,42.4,296.1,773.9,13.8,8.9,4.9,5.9,29.6
32005000003,32,005,000003,331.5,535.1,34.9,3,5,35.9,326.4,524.5,14.9,11.9,9.9,4,37.7
32005000004,32,005,000004,207,434,25,0,2,19,199,435,8,10,2,3,25
32005000005,32,005,000005,184.7,494.2,32,0.1,0,26.7,180.6,520.9,7.9,3,6.9,1.1,14.2
32005000006,32,005,000006,371.6,616.1,53.2,5.9,0,26.6,357.8,637.8,7.9,8.9,6.9,6.9,36.5
32005000007,32,005,000007,256.5,400.9,21.1,2,1,22.1,246.6,422.5,8.1,6.1,3.1,1,9.3
32005000008,32,005,000008,288,638,50,8,4,33,319,616,15,12,8,8,32
32005000009,32,005,000009,247,502,37,2,2,20,255,483,9,16,6,1,32
32005000010,32,005,000010,206.2,567.3,31.6,9.9,0,25.6,224,532.8,26.6,9.9,7.9,4,32.6
32005000011,32,005,000011,245.7,699.3,25,1,2,30,269.7,694.3,10,5,1,0,18
32005000012,32,005,000012,112.4,111.8,11,1.1,0.2,20.1,108.2,116.2,3.5,6,1.7,3,18.4
32005000013,32,005,000013,363,523,38,4,2,39,352,523,8,24,8,8,41
32005000014,32,005,000014,166.9,571.6,25.2,3.4,2.2,20.9,173.6,573.5,7,8.5,6.3,1.2,15.7
32005000015,32,005,000015,92,248,10,1,1,12,94,248,6,6,1,0,5
32005000016,32,005,000016,185,431,21,0,1,23,177,462,5,1,2,1,11
32005000017,32,005,000017,282.6,825.8,35.1,3,4.9,29.4,290.3,825,11.7,8.8,3,3,29.2
32005000018,32,005,000018,141,300,29,4,0,14,149,295,9,9,4,6,12
32005000019,32,005,000019,203.2,406.1,30.1,4.9,0.8,21.9,206.4,407.7,10.6,13,7.3,0,18.7
32005000020,32,005,000020,317.4,496.1,49.9,5,2,21,316.4,494.1,12,18,7,4,32.9
32005000021,32,005,000021,237,671,15,2,0,30,235,660,17,3,3,2,25
32005000022,32,005,000022,296,728,42,4,3,23,279,767,7,11,4,1,19
32005000023,32,005,000023,242,392.4,18.3,5.5,0,16.5,235.6,401.5,5.5,7.3,0,2.8,19.2
32005000024,32,005,000024,86.4,287.3,7.2,0.1,0,10.1,85.6,271.2,5.1,8.9,4,0,14.1
32005000025,32,005,000025,345.3,775.9,35,5,1,30,352.3,758.9,17,7,5,5,34
32005000026,32,005,000026,140,336,15,3,3,34,125,359,13,7,3,3,18
32005000027,32,005,000027,221,398,24,3,0,27,221,415,7,3,2,3,14
32005000028,32,005,000028,104,349,12,4,0,25,101,367,5,2,3,2,9
32005000029,32,005,000029,166.7,441.7,12.8,1,1,8.7,163.6,445.4,5.2,6.1,0.2,0,5.4
32005000030,32,005,000030,2,1,0,0,0,0,2,1,0,0,0,0,0
32005000031,32,005,000031,212,371,15,4,1,13,217,362,4,5,3,0,20
32005000032,32,005,000032,121,316,7,0,1,16,130,307,8,1,2,3,9
32005000033,32,005,000033,113.3,314.7,18,0,1,15,120.3,302.7,7,4,1,3,18
32005000034,32,005,000034,156,272.6,24.7,2.5,0,11.5,152.4,279.5,6.5,5.7,3,3.2,13.8
32005000035,32,005,000035,119.7,263.8,15.8,0.1,0,10.8,104,290.1,3.2,1.3,1.1,0.2,6.3
32005000036,32,005,000036,113.1,224.5,11.9,0.9,0,10,102.2,243.6,2.7,3.6,0.9,1.8,4.6
32005000037,32,005,000037,173,229,12,2,0,14,164,245,8,1,1,2,6
32005000038,32,005,000038,220.5,249,28.6,1,0,11.8,203.8,264.8,7.9,4.9,3.9,2,13.8
32005000039,32,005,000039,106.5,93,11.4,1,0,2.2,104.2,91.2,4.1,3.1,2.1,1,6.2
32005000040,32,005,000040,211.2,266.6,23.6,2.1,0.7,15.9,210.5,275.6,5.5,2.8,2.8,0.7,14.5
32005000041,32,005,000041,418.8,405.4,51.5,1.9,2.3,24.1,408.5,425.4,12.5,7.2,10.2,4.3,24.5
32005ZZZZZZ,32,005,ZZZZZZ,2.1,4.8,0.3,0,0,0.2,1.9,5.3,0.1,0,0,0,0.1
32007000001,32,007,000001,125,283,40,4,8,15,107,278,13,20,9,9,29
32007000002,32,007,000002,112.7,253.2,18.8,4.5,1.8,8.2,112.7,228.2,13.4,11.7,2.7,1.8,20.7
32007000003,32,007,000003,115,315,31,9,4,26,110,333,11,9,6,1,26
32007000004,32,007,000004,122,308,31,3,2,19,116,307,12,14,3,6,19
32007000005,32,007,000005,108,331,25,6,1,12,93,343,10,7,5,4,19
32007000006,32,007,000006,82.2,338.7,33,6,2,15,81.2,344.7,8,8,7,1,25
32007000007,32,007,000007,71,307,28,11,0,15,66,325,10,10,2,0,13
32007000008,32,007,000008,141,426,33,6,3,23,150,430,11,7,7,4,21
32007000009,32,007,000009,104,246,35,4,1,17,93,267,11,10,3,2,17
32007000010,32,007,000010,179.1,553.1,36.7,6.3,1,32.2,147.9,577.3,10.2,11.4,9.1,3,37.3
32007000011,32,007,000011,137.7,253.1,30.1,11.6,1,12.6,126,264.7,9.7,15.5,4.8,1.9,16.5
32007000012,32,007,000012,160.3,702.5,31.5,10.1,2,32,146.4,683.9,21.3,21.2,5.1,8.9,47.3
32007000013,32,007,000013,82.3,367.1,14.4,0.4,2.1,10.5,75.4,349.3,11.9,8.8,7.1,1.1,18.5
32007000014,32,007,000014,208.7,742.7,42.3,6.1,3,34.4,177.6,785.5,13.2,12.2,4,3.1,33.5
32007000015,32,007,000015,55,315,19,9,5,12,60,290,20,10,6,3,22
32007000016,32,007,000016,37.8,306.2,9.9,1,2,5,28.9,275.4,16.9,13.9,2,4,19.9
32007000017,32,007,000017,3.4,12.1,0.1,0,0,1.1,3.4,12.8,0.1,0.1,0,0,0.1
32007000018,32,007,000018,28.8,128.1,7.5,1.4,1.4,4.8,25.3,126.7,2.8,6.8,0,0.7,4.8
32007000019,32,007,000019,53.2,221,12.5,6.6,0.6,10.2,54.7,219.4,4.3,12.2,1,0.3,10.2
32007000020,32,007,000020,239.5,238.5,24.5,2.9,4.9,20.6,214.9,227.7,14.7,17.7,4.9,4.9,36.3
32007000021,32,007,000021,77,55,14,2,0,4,63,56,11,3,2,2,10
32007000022,32,007,000022,147,963,58,14,0,24,143,964,25,20,4,5,36
32007000023,32,007,000023,154,966,44,9,1,40,161,953,17,16,9,2,45
32007000024,32,007,000024,81,610,30,8,2,12,74,591,17,16,7,5,23
32007000025,32,007,000025,92,561,27,4,0,8,101,526,13,11,6,4,26
32007000026,32,007,000026,76.9,426.4,15,4,2,10,83.8,415.4,8,8,1,2,11
32007000027,32,007,000027,34.9,260,7.2,5,1,7.1,40.8,254.7,6.1,3.1,2.1,0,6.2
32007000028,32,007,000028,12,72,0,1,0,2,9,74,1,1,0,1,0
32007000029,32,007,000029,76.1,25.2,1,0,0,6,69.1,23.2,4,2,0,1,5
32007000030,32,007,000030,0,35.1,0.8,0.8,0.8,2.4,0.8,36.7,0,1.6,0,0,0
32007000031,32,007,000031,8.9,35.7,0.2,1.2,0.2,0.6,9.1,37.1,0,0.4,0,0,1
32007000032,32,007,000032,58,592,19,12,3,8,55,563,16,12,7,5,24
32007000033,32,007,000033,14.4,87.2,2.1,2,0,3.1,13.4,89.3,2,1,0,0,2.1
32007000034,32,007,000034,14.6,104.8,1.9,1,0,3.9,13.6,107.7,0,1,0,0,2.9
32007000035,32,007,000035,5.1,90.4,2,1,1,7,5.1,96.4,1,1,0,0,2
32007000036,32,007,000036,17.9,83.5,5,0,0,5,19.9,87.4,2,1,0,0,1
32007000037,32,007,000037,15.1,82.8,2.6,2.1,1.1,1.6,16.4,66.7,6.4,5.4,2.1,0.1,4.9
32007000038,32,007,000038,77.5,73.6,3.8,1.9,1,3.8,72.7,74.6,3.8,2.9,0,1,5.7
32007000039,32,007,000039,12,88,5,0,0,4,13,79,4,4,0,1,7
32007000040,32,007,000040,126,861,31,2,3,23,121,853,13,12,2,2,30
32007000041,32,007,000041,134,831,55,7,2,27,125,845,19,11,4,3,44
32009000001,32,009,000001,30,135,8,0,0,6,31,122,13,2,3,0,6
32009000002,32,009,000002,3.1,42.4,0,2,0,1,2.1,42.4,0,1,1,0,1
32009000003,32,009,000003,25.9,135.6,6,1,0,4,24.9,133.6,8,0,0,0,6
32009000004,32,009,000004,5,10,1,0,0,0,6,9,1,0,0,0,0
32009000005,32,009,000005,1,6,0,0,0,0,2,5,0,0,0,0,0
32011000001,32,011,000001,26.8,270,7,3,0,10.9,26.8,268,3,6,2,0,11.9
32011000002,32,011,000002,26,223,3,3,0,12,34,216,4,2,1,1,5
32011000003,32,011,000003,7.2,116,5,0,0,3.1,12.2,105,4,7,0,0,2.1
32011000004,32,011,000004,14,114,4,2,1,3,15,103,5,1,2,2,10
32013000001,32,013,000001,150.2,383.7,22,9.9,1.1,13,156,361,11.2,18.1,3.1,3.3,21.8
32013000002,32,013,000002,161.1,308.5,30.9,7.3,1.8,20.9,167.5,305.8,14.6,10.9,2.7,5.5,16.4
32013000003,32,013,000003,183.2,380.8,37,7,2.4,27.4,179.1,365.7,16.1,10.6,13,6.4,39.4
32013000004,32,013,000004,161,323.8,14.5,6.4,2.7,12.7,157.4,287.7,12.7,10,8.1,1.8,33.4
32013000005,32,013,000005,199.9,605.4,54.1,8.6,2,22.7,191.2,655.2,6.6,13,3.2,1.2,20.1
32013000006,32,013,000006,175.8,668.6,30.8,8,0,20.9,179.8,624.9,24.8,24.8,10.9,3,29.8
32013000008,32,013,000008,6.3,75.3,0.9,0.9,0,2.7,7.2,73.5,0,0.9,0.9,0,3.6
32013000009,32,013,000009,14.9,110.2,3,1,0,3,15.9,97.3,4,3,3,1,5
32013000010,32,013,000010,43.6,51.4,2.4,0.1,1,14.9,42.8,55.6,1,2,0.1,0.1,11
32013000011,32,013,000011,18.1,176.2,7.7,1,0.9,1.4,20,179.8,0.9,1.1,1,0.9,1.4
32013000012,32,013,000012,11.6,122.2,2.5,1.1,0,1.1,16.7,117.1,1.1,2.1,0.1,0.1,1.2
32013000013,32,013,000013,27.4,147.1,16.6,5.8,1,2.9,32.4,143.1,4.9,4.9,4.9,2.9,5.8
32013000014,32,013,000014,68.4,393.3,17.7,1,0.9,6.6,77.7,372.8,12.1,6.6,1.9,1.9,13.1
32013000015,32,013,000015,39,182,13,3,1,6,39,183,3,5,3,1,10
320130007-2,32,013,0007-2,125.4,592.5,15.9,12.9,0,11.9,123.4,574.5,13.9,12.9,6,2,22.9
32015000001,32,015,000001,76.8,262.8,13.3,1.9,0.9,17.1,78.7,254.3,5.7,3.8,1.9,5.7,20.9
32015000002,32,015,000002,69.8,214,15,2,1.3,9.8,65.9,201.6,10.4,7.2,2,3.9,17
32015000003,32,015,000003,28.3,131.2,0.7,0.2,1,4.7,28.9,114.3,2.6,5.4,1.4,2.2,10.9
32015000004,32,015,000004,66.8,473,14,3.9,1,14.2,77.4,435.5,11.7,8.8,7.7,4.1,19.2
32015000005,32,015,000005,123.2,527,26,5,3.7,23.2,123.1,488.4,16.6,19.8,8,11.1,38
32015000006,32,015,000006,6,69.7,2,2,0,6,4,76.7,1,0,1,1,2
32015000007,32,015,000007,15,79,5,1,1,1,22,69,6,0,1,1,2
32015000008,32,015,000008,2,12.3,0,0,0,0,2,9.3,0,0,0,3,0
32015000009,32,015,000009,15,59,3,0,1,1,15,55,0,4,0,1,3
32017000001,32,017,000001,49,445,13,7,1,19,50,447,13,3,3,1,14
32017000003,32,017,000003,32,374,16,7,3,21,35,380,6,3,3,3,22
32017000004,32,017,000004,90,405,16,5,1,17,97,380,11,12,6,0,25
32017000005,32,017,000005,4,29,1,0,0,1,5,26,0,0,0,1,3
32017000233,32,017,000233,44.8,170.3,6.5,2.4,0,10.6,52.1,153.2,8.6,3.7,3.3,1.2,11
32017000236,32,017,000236,65.2,247.7,9.5,3.6,0,15.4,75.9,222.8,12.4,5.3,4.7,1.8,16
32019000001,32,019,000001,129,370.1,18,6,0,18,139,333.1,20,16,6,0,20
32019000002,32,019,000002,104.8,476.3,9,3,0,11,100.8,454.3,17,7,9,3,14
32019000003,32,019,000003,178,418,9,4,2,11,185,385,12,8,4,2,22
32019000004,32,019,000004,61,259,8,3,2,14,60,256,12,5,2,2,6
32019000005,32,019,000005,20.6,35.2,0.6,0.2,1,3.5,16.7,38,1.5,1.1,0.1,0,3.5
32019000006,32,019,000006,244.2,756.9,30,5,3,18,235.1,723.9,22.9,11,7,5,41
32019000007,32,019,000007,154,617,17,4,1,22,155,619,5,5,2,1,21
32019000008,32,019,000008,57.1,250.4,6.1,0,0,2.2,53.1,245.1,0.1,4.1,3,0,7.2
32019000009,32,019,000009,270.2,624.9,25.4,7.7,4.9,25.8,268.2,604.6,19.1,15,4.3,7.2,34.7
32019000010,32,019,000010,58,138,8,5,0,3,61,137,3,1,1,1,6
32019000011,32,019,000011,236,616,19,1,2,22,246,603,9,8,5,6,15
32019000012,32,019,000012,109.2,252.6,16.5,4.9,0,13.2,115,255.1,8.2,1.7,2.5,1.6,7.4
32019000013,32,019,000013,327.8,827.2,46.9,9.6,5.2,33.7,331.1,796.7,26.9,30.7,9.1,6.5,41.8
32019000014,32,019,000014,309.4,805.2,45.4,5.5,1.9,33.2,322.9,772.8,26.4,14.3,9.6,4.9,44
32019000015,32,019,000015,295.9,594.1,46.2,2.6,1.3,26.6,313.1,568.2,20.5,13,9.5,8.9,29.5
32019000016,32,019,000016,291,536,38,7,1,19,293,503,26,19,6,2,31
32019000017,32,019,000017,108.2,296.2,11.9,1.4,0.7,7,114.2,278,7.7,4.5,3,1.9,12.5
32019000018,32,019,000018,85,209,6,1,0,10,85,200,7,1,4,0,8
32019000019,32,019,000019,118,224,16,1,2,2,119,203,9,7,5,2,14
32019000020,32,019,000020,68,47,6,1,1,3,77,42,1,0,1,0,4
32019000021,32,019,000021,181.9,647.4,17.9,4.7,0.9,8.5,189.4,589.9,20.7,19.8,13.2,3.8,19.8
32019000022,32,019,000022,65.9,230.8,10.5,2.2,1,6.2,68.2,213.5,11.6,5.8,2.6,0.2,12.5
32019000023,32,019,000023,164.3,463.9,16.6,6.1,3,16.6,167.4,421.7,16.4,11.2,6.1,5.1,33.5
32019000024,32,019,000024,94,309.1,17.9,5,5,8.1,101.1,271.3,15,15.9,9.9,5.9,14.9
32019000025,32,019,000025,158.8,396.9,14.2,3,3,13,175.6,368.7,14.2,11,3,1,11.3
32019000026,32,019,000026,98.3,304.2,13.2,5.1,6.1,13.1,104.4,271.7,17.2,17.2,3.1,4.1,15.2
32019000027,32,019,000027,242.6,739,34.6,5.2,1,25.4,247,707,22,15.5,9.2,6.2,32.4
32019000028,32,019,000028,95,283.5,12.6,3,1,14.5,98,281.5,9.7,3,2,1.9,9.7
32019000029,32,019,000029,86,223,13,1,1,10,81,215,7,8,4,5,11
32019000030,32,019,000030,166,376,27,4,1,18,173,343,24,12,8,4,24
32019000031,32,019,000031,116,343,25,6,2,8,115,337,8,8,6,0,23
32019000032,32,019,000032,200.4,350.2,37.4,4.1,1,16.2,213.5,334.7,13.2,12.2,5.1,5.1,23.3
32019000033,32,019,000033,258,513,54,11,3,23,270,489,27,14,8,1,45
32019000034,32,019,000034,45,155.2,2.8,2.8,0,2.8,45.9,157.9,0,0,3.7,0,0.9
32019000035,32,019,000035,78,159,11,1,1,6,92,143,8,3,3,0,7
32019000036,32,019,000036,68,196,9,2,0,12,78,184,4,5,2,3,10
32019000037,32,019,000037,161,369,20,7,2,20,158,367,7,6,8,3,29
32019000038,32,019,000038,228.1,568.2,38,4.2,2,17.5,231.2,546.7,20.6,13.5,12.4,4.2,25
32019000039,32,019,000039,244,665.3,30.9,3.2,0.9,27.3,251.7,644.2,19.9,9.3,4.4,5.1,28
32019000040,32,019,000040,171.2,370.7,24.4,5.6,0,11,174,336.9,14.3,12.5,9.3,5.4,22.4
32021000001,32,021,000001,76,211,17,3,3,9,80,218,6,4,1,0,7
32021000002,32,021,000002,70,193,8,1,1,4,80,184,3,2,0,1,7
32021000003,32,021,000003,50,106,8,2,1,5,54,99,7,3,1,1,6
32021000004,32,021,000004,40,101,11,0,0,6,38,87,5,8,2,3,14
32021000005,32,021,000005,59,98,6,4,2,7,61,98,3,1,2,3,7
32021000006,32,021,000006,70,146,15,6,0,4,72,122,11,11,6,4,14
32021000007,32,021,000007,18.9,50.8,3,0,0,3,16.9,49.8,0,3,0,0,6
32021000008,32,021,000008,4,14,2,0,0,2,5,15,0,0,0,0,2
32021000009,32,021,000009,21,72,1,0,1,1,12,67,2,3,2,4,4
32021000010,32,021,000010,1,2,0,0,0,0,1,2,0,0,0,0,0
32021000011,32,021,000011,192.2,76.4,11,1,7,15,176.2,87.4,7,9,2,2,18
32021000012,32,021,000012,35,109,6,2,0,3,31,112,3,1,4,1,4
32023000001,32,023,000001,79,259.1,10,4,0,17,87,231.1,13,11,3,2,18
32023000002,32,023,000002,1.4,41.1,0,0,0,1,1.4,38.1,0,0,0,2,2
32023000003,32,023,000003,19.6,12.9,0,3,2,1,20.6,13.9,1,1,1,0,1
32023000004,32,023,000004,20,57,2,1,0,5,27,47,5,3,0,0,2
32023000005,32,023,000005,11,3,0,1,0,1,5,5,0,0,0,2,4
32023000006,32,023,000006,100,240,6,6,1,7,94,206,21,5,3,4,23
32023000007,32,023,000007,10.2,45.3,3.2,0,0,1,11.3,40.1,5.1,3,0,0,0.1
32023000008,32,023,000008,1,4.5,0.1,0.1,0,0.1,1.1,4.1,0.2,0.1,0,0,0.2
32023000009,32,023,000009,351,881.5,23.7,14.8,2,21.7,357.9,766.1,54.2,27.6,11.8,9.9,53.2
32023000010,32,023,000010,166,364,26,6,0,18,171,313,22,14,9,1,42
32023000011,32,023,000011,304,591,25,6,2,17,282,503,48,22,17,10,51
32023000012,32,023,000012,39,232,19,1,0,7,39,223,8,6,8,2,10
32023000013,32,023,000013,2,8,1,0,0,0,2,8,0,0,0,0,1
32023000014,32,023,000014,151,660,44,8,8,37,172,608,26,20,11,8,55
32023000015,32,023,000015,7,21,2,0,0,7,12,18,1,0,1,1,3
32023000016,32,023,000016,265.1,533.7,15.2,4.1,3,12.2,271,440.1,22.3,17.1,14.1,12.1,43.4
32023000017,32,023,000017,208.2,571.2,16.2,3.3,1,19,227.8,497.5,21.2,16.5,7.4,6.5,35.8
32023000018,32,023,000018,15,24.4,0.9,0.9,0,1.9,15.9,18.8,2.8,0.9,0,0,2.8
32023000019,32,023,000019,455.5,1259.2,49.7,12.2,2.1,38.5,478.8,1146.3,48.7,23.9,16.1,19.7,71.4
32023000020,32,023,000020,147.4,342.7,13.7,2.9,1,5.9,148.4,301.7,18.6,5.9,5.9,4.9,22.4
32023000021,32,023,000021,303,770.5,21.3,10.2,4,21.3,313.1,631.9,62.8,29.4,13.2,10.1,57.8
32023000022,32,023,000022,147.4,381.5,24.4,2.5,0.8,12.6,162.5,319.2,18.5,17.7,12.6,5.9,25.3
32023000023,32,023,000023,113.2,248.9,12.7,6.1,1.1,5.3,117.5,212.9,23.8,5.3,3.4,3.2,17
32023000024,32,023,000024,192,546,22,2,1,17,219,462,32,9,9,11,30
32023000025,32,023,000025,89,264,5,1,0,2,89,234,9,7,1,1,16
32023000026,32,023,000026,140,398,18,3,4,13,148,349,32,11,6,3,23
32023000027,32,023,000027,200,516,25,10,4,15,206,441,37,22,8,7,37
32023000028,32,023,000028,303,757,30,7,3,24,296,641,43,37,25,14,50
32023000029,32,023,000029,321.4,713.8,31.9,14.9,2,23.9,304.6,625.3,42.8,21.9,18.9,8,62.7
32023000030,32,023,000030,246,653,24,12,0,26,252,582,42,19,7,11,37
32023000031,32,023,000031,263,791,20,15,1,16,273,676,36,14,13,11,63
32023000032,32,023,000032,398.8,885.1,41.3,4.9,3.9,18.7,417.5,774.1,43.2,17.7,20.6,9.8,55
32023000035,32,023,000035,23.8,247.7,18.8,1,0,1,29.7,233.9,6.9,2,2,2,13.9
32027000001,32,027,000001,139,483,18,9,2,20,146,450,24,9,2,6,29
32027000003,32,027,000003,97,227,10,6,1,12,110,209,8,11,4,1,10
32027000004,32,027,000004,81,151,13,5,3,14,87,137,11,5,8,3,13
32027000005,32,027,000005,22,98,7,1,0,1,26,82,8,6,0,0,5
32027000006,32,027,000006,64,305,8,5,0,5,69,279,12,9,3,2,12
32027000007,32,027,000007,27,139,2,3,0,4,28,129,4,5,2,0,8
32029000001,32,029,000001,86.5,176,17.1,0,2,12.1,93.5,171,8.1,5,4,1,10.1
32029000002,32,029,000002,100.5,192,12.9,0,0,11.9,96.5,193,8.9,3,3,1,11.9
32029000003,32,029,000003,1,14,0,0,0,0,1,13,0,0,0,0,1
32029000004,32,029,000004,100.4,268.7,9.4,3.8,0.9,10.9,115.7,235.5,10.7,12.4,2,1,12.8
32029000005,32,029,000005,240.3,593.4,36.3,2,0,18.8,250.4,591.7,12.9,3.2,4.9,2,20.8
32029000006,32,029,000006,50.8,77.2,5.6,0.7,0.7,4.4,53.1,71.6,3.9,2.3,1.2,0.2,6
32029000007,32,029,000007,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000008,32,029,000008,3.5,9,0.3,0.1,0,0.4,4,7.8,0.4,0.4,0.1,0,0.4
32029000009,32,029,000009,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000010,32,029,000010,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000011,32,029,000011,0,11,0,0,0,0,0,10,0,0,0,1,0
32029000012,32,029,000012,0.9,1.6,0,0,0,0,0.8,1.6,0,0,0,0,0.1
32029000013,32,029,000013,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000014,32,029,000014,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000015,32,029,000015,0.9,12.7,0,0,0,1.4,0.9,13.4,0,0,0,0,0
32031001000,32,031,001000,328,151,11,1,2,27,323,180,2,1,2,2,10
32031001002,32,031,001002,400,252.5,37.1,3,2,30.4,380.8,248,10.6,17.4,5.2,7.2,43.6
32031001003,32,031,001003,712,296.5,48.9,1,1,33.6,707.2,308,14.4,8.6,3.8,3.8,37.4
32031001005,32,031,001005,0,0,0,0,0,0,0,0,0,0,0,0,0
32031001006,32,031,001006,188,102,10,2,0,20,189,114,1,4,1,1,5
32031001007,32,031,001007,559,504.9,41.5,2.1,2,41.1,529.1,567.4,7.1,6.1,3.1,1,28.6
32031001008,32,031,001008,177,117,5,1,1,2,180,102,1,3,2,0,11
32031001010,32,031,001010,564,425,49,6,0,60,565,461,11,10,4,3,45
32031001011,32,031,001011,489,168,28,5,5,18,471,163,15,13,5,5,28
32031001012,32,031,001012,89.9,96.7,14.3,0.8,0.8,6,89.2,91.4,4.5,3.8,0.8,4.5,12.1
32031001014,32,031,001014,586,391,44,5,0,42,588,436,4,14,3,5,17
32031001015,32,031,001015,14,14,2,0,0,1,12,15,1,0,0,0,2
32031001016,32,031,001016,487.1,316.3,42.6,2.2,2.2,31,466.9,321.6,15.5,17.2,6.2,5.5,39.9
32031001018,32,031,001018,588,196,44,3,1,42,584,206,10,11,4,8,40
32031001020,32,031,001020,517,392,25,4,0,44,508,437,6,5,4,0,15
32031001022,32,031,001022,400.5,347.3,22.2,2.9,1,26.1,374.4,389.9,3.9,2.9,4.8,1,16.4
32031001023,32,031,001023,310.3,306.2,16,0.1,1,20.3,288.7,347.1,0.2,1.1,0,1,10.7
32031001024,32,031,001024,592,562,57,3,3,53,577,621,5,10,5,2,31
32031001026,32,031,001026,321,308,25,4,1,24,327,323,3,5,2,2,18
32031001027,32,031,001027,185,139,6,0,2,10,167,157,3,2,2,2,5
32031001029,32,031,001029,549,569,31,0,2,47,538,592,10,11,4,3,30
32031001031,32,031,001031,296,289,16,0,0,25,278,314,5,3,1,1,19
32031001032,32,031,001032,262,222,12,3,0,18,262,234,4,6,0,0,8
32031001033,32,031,001033,493,307,39,1,0,37,497,337,7,5,6,6,17
32031001035,32,031,001035,275,100,12,2,7,34,280,98,9,5,4,4,26
32031001036,32,031,001036,380,147,23,1,1,20,384,153,6,6,3,7,11
32031001038,32,031,001038,248,166,13,1,0,16,242,184,4,2,3,0,5
