GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHUT,G18GOVDHEN,G18GOVLWES,G18LTGRGRI,G18LTGDBLA,G18LTGLGIL,G18ATGRRUT,G18ATGDLEE,G18ATGLHIC,G18SOSRTHU,G18SOSDINM,G18SOSLOLS,G18TRERMIL,G18TRELEWA,G18AUDRLEA,G18AUDLDIN,G18LNDRLAN,G18LNDDWIL,G18LNDLCAM
05059000LON,05,059,000LON,188.4,41.38,7.06,186.44,43.35,7.04,185.4,46.38,5.05,185.37,47.42,4.04,194.49,40.34,199.52,37.3,177.3,54.48,5.05
05059000MA2,05,059,000MA2,429,198,17,421,206,15,398,229,16,394,232,14,447,182,458,173,356,263,23
05059000MA3,05,059,000MA3,302.38,140.23,12.72,288.97,150.76,14.54,280.08,156.53,17.61,272.62,167.06,13.54,320.25,133.81,320.42,132.59,247.3,188.31,16.54
05059000MA4,05,059,000MA4,255.75,277.24,12.42,240.38,299.32,6.56,225.55,312.35,8.33,222.76,314.8,11.42,289.47,234.3,295.06,225.69,203.91,327.87,13.4
05059000MAG,05,059,000MAG,749.39,155.33,24.99,755.31,153.39,18,723.34,180.37,25.97,719.32,182.41,23.96,774.29,150.37,779.35,140.32,679.29,224.36,25.03
05059000MON,05,059,000MON,289.43,77.53,16.08,286.4,81.6,14.04,284.28,86.68,12.08,274.13,92.84,14.07,299.58,77.29,299.67,79.2,265.08,101.87,15.08
05059000OUA,05,059,000OUA,63.57,11.39,4.74,66.42,13.28,0,61.67,16.13,1.9,66.42,13.28,0,70.21,8.54,68.31,11.39,61.67,17.08,0.95
05059000PER,05,059,000PER,15.34,45.64,1.31,11.78,49.23,1.48,11.46,48.7,2.11,10.08,52.13,0.11,18.93,41.83,20.29,40.49,9.16,53.22,0.12
05059000PRA,05,059,000PRA,122.21,27.38,0.99,125.02,24.58,0.98,118.41,30.27,0.96,120.2,25.53,3.91,126.97,21.7,126.21,23.42,119.23,29.39,1.97
05059000RP1,05,059,000RP1,78.49,22.19,2.67,78.34,21.91,2.72,78.69,22.48,1.74,75.12,23.89,3.05,82.02,19.87,79.98,21.47,69.52,30.4,2.62
05059000RP2,05,059,000RP2,107.88,27.88,3.62,107.88,27.57,3.58,107.81,28.45,2.78,102.78,31.6,3.64,112.55,25.3,110.6,26.77,95.98,38.95,3.63
05059000VAL,05,059,000VAL,198.23,31.52,8.32,198.96,38.39,3.53,195.35,41.45,3.8,188.64,40.72,8.25,205.55,31.98,201.83,34.97,185.65,46.44,7.52
0505900FENA,05,059,00FENA,239.13,79.46,11.15,248.6,71.87,8.37,234.76,83.78,9.37,227.51,92.1,8.39,252.81,72.98,255.49,69.44,222.69,95.95,8.41
0505900FENB,05,059,00FENB,217.11,62.86,5.01,213.05,67.04,3.95,207.03,73.02,3.99,205.08,75.92,3.08,217.67,64.09,222.55,58.2,192.31,83.82,7.89
0505900FENC,05,059,00FENC,8.95,40.9,0.75,7.45,42.4,1.49,6.71,43.87,0.01,5.22,45.37,0,14.88,34.23,16.36,32.74,5.96,45.37,0
0505900MA1A,05,059,00MA1A,157.98,166.91,9.68,142.72,184.4,7.43,133.73,189.71,10.37,133.63,194.93,8.18,161.18,162.31,159.78,165.15,124.02,202.32,8.91
0505900MA1B,05,059,00MA1B,49.65,53.18,3.06,44.71,58.83,2.35,41.88,60.47,3.29,41.88,62.12,2.59,50.59,51.77,50.12,52.71,38.83,64.47,2.82
0505900MID1,05,059,00MID1,56.19,6.73,1.24,58,4.97,0.6,58.52,4.43,1.21,56.8,6.75,0.6,58.05,6.09,60.4,3.76,53.19,10.36,0.61
0505900MID2,05,059,00MID2,37.56,4.44,0.81,38.78,3.23,0.4,39.18,2.83,0.81,37.97,4.44,0.4,38.78,4.04,40.39,2.42,35.54,6.87,0.4
0505900RP14,05,059,00RP14,3.08,0.74,0.1,3.08,0.72,0.1,3.1,0.74,0.07,2.96,0.79,0.12,3.2,0.67,3.12,0.74,2.74,1.05,0.1
05061000001,05,061,000001,54.57,2.54,0.85,53.03,4.14,0.79,52.24,4.94,0.79,51.51,5.67,0.78,52.31,5.65,52.31,5.65,51.48,4.92,0.78
05061000002,05,061,000002,12.66,0.56,0.19,12.29,0.93,0.19,12.1,1.12,0.19,11.91,1.3,0.19,12.1,1.3,12.1,1.3,11.91,1.12,0.19
05061000003,05,061,000003,7.6,0.8,0,7.6,0.4,0.4,7.2,1.2,0,7.2,1.2,0,7.6,0.8,7.6,0.8,6.8,1.6,0
05061000004,05,061,000004,11.17,1.18,0,11.17,0.59,0.59,10.58,1.76,0,10.58,1.76,0,11.17,1.18,11.17,1.18,9.99,2.35,0
05061000005,05,061,000005,51.72,3.98,2.98,55.69,2.98,0,55.69,1.99,0.99,55.69,2.98,0,57.68,1,57.68,1,53.7,4.97,0
05061000006,05,061,000006,19.7,2.98,0.6,19.1,2.39,1.19,19.7,2.98,0.6,17.91,4.18,1.19,19.7,2.98,19.7,2.39,17.91,4.18,0.6
05061000007,05,061,000007,13.3,2.02,0.4,12.9,1.61,0.81,13.3,2.02,0.4,12.09,2.82,0.81,13.3,2.02,13.3,1.61,12.09,2.82,0.4
05061000008,05,061,000008,42,6.85,0.01,39.12,10.7,0.98,40.06,9.77,0.97,39.11,11.67,0.02,44.95,5.85,43,7.79,38.13,12.65,0.02
05061000009,05,061,000009,111.66,5.76,0.94,111.63,6.72,0,111.56,6.78,0,111.58,6.74,0.03,113.5,4.84,113.54,4.81,111.6,6.72,0.04
05061000010,05,061,000010,66.41,5.53,0,63.64,6.46,0.92,65.49,5.53,0,64.56,6.46,0,65.49,5.53,64.56,4.61,62.72,6.46,1.84
05061000011,05,061,000011,4.07,0.34,0,3.9,0.4,0.06,4.01,0.34,0,3.96,0.4,0,4.01,0.34,3.96,0.28,3.84,0.4,0.11
05061000012,05,061,000012,29.07,2.13,0,29.78,0.71,0.71,29.07,2.13,0,28.36,2.84,0,29.07,1.42,30.49,0.71,28.36,2.13,0.71
05061000013,05,061,000013,13.45,1,0,13.68,0.44,0.31,13.43,1,0,13.12,1.31,0,13.43,0.71,13.99,0.4,13.07,1.02,0.33
05061000014,05,061,000014,108,18,3,108,19,1,102,24,3,108,19,2,113,15,111,15,103,20,5
05061000016,05,061,000016,78,26,0,76,27,1,75,25,3,74,30,0,80,24,84,20,74,30,0
05061000018,05,061,000018,53,5,0,49,8,0,50,8,0,46,10,1,52,4,52,4,49,8,0
05061000019,05,061,000019,37,16,1,39,14,1,40,14,0,39,14,1,40,12,42,10,37,16,1
05061000020,05,061,000020,28.62,4.77,0.95,29.57,4.77,0,27.66,5.72,0,28.62,5.72,0,30.53,2.86,29.57,2.86,27.66,6.68,0
05061000021,05,061,000021,154,19,6,154,22,2,155,22,2,151,24,2,158,19,162,17,154,22,2
05061000022,05,061,000022,10.56,0.78,0.45,10.7,0.93,0.15,10.55,0.94,0.3,10.4,1.23,0.15,10.86,0.78,10.86,0.93,10.25,1.23,0.3
05061000023,05,061,000023,60.27,4.24,2.55,61.12,5.09,0.85,60.27,5.09,1.7,59.42,6.79,0.85,61.97,4.24,61.97,5.09,58.57,6.79,1.7
05061000024,05,061,000024,208.35,54.41,5.62,204.51,57.38,5.29,192.51,76.43,0.33,190.1,71.77,5.32,218.8,46.19,223.27,40.93,184.34,74.58,8.15
05061000025,05,061,000025,54.83,49.5,1.04,50.97,53.41,1,50.9,50.51,2.98,49.91,52.46,2.04,58.95,43.48,60.86,40.58,47.93,55.48,1.96
05061000026,05,061,000026,76.47,110.95,5.37,73.94,111.58,6.28,67.58,121.54,2.69,70.19,120.2,1.78,91.6,95.27,89.54,94.36,66.87,120.99,4.94
05061000028,05,061,000028,58.01,46.02,0,56.01,47.02,1,54.01,47.02,3,52.01,50.02,2,62.01,38.02,67.01,34.02,51.01,48.02,5
05061000030,05,061,000030,144.2,64.95,2.15,138.35,69.91,4.04,133.2,75.02,5.07,137.17,68.99,5.18,154.64,48.66,160.53,41.77,128.13,79.17,4
05061000032,05,061,000032,153.59,71.88,3.35,152.97,69.8,4.06,142.67,80.99,5.15,144.56,77.92,5.43,164.63,56.25,159.39,63.47,139.51,83.35,3.97
05061000034,05,061,000034,57.79,14.88,2.02,59.62,14.48,0.58,57.6,16,1.06,57.13,15.54,2.49,63.87,10.7,62.42,12.09,56.56,18.03,0.1
05061000035,05,061,000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05061000038,05,061,000038,281.54,48.29,5.43,282.4,48.29,2.75,273.3,58.35,2.72,269.72,60.97,2.76,302.26,29.34,306.73,26.67,271.43,59.24,1.88
05061000039,05,061,000039,35.93,53.48,1.97,36.94,52.46,2,36.92,52.49,2,33,53.45,3.97,47.79,41.65,44.83,43.62,32.92,54.49,4
05061000040,05,061,000040,16.07,9.52,0.03,17.06,8.54,1,16.08,9.51,1,17,8.55,1.03,17.21,9.35,17.17,9.38,14.08,10.51,2
05061000041,05,061,000041,14.19,52.01,3.01,9.19,55.02,4,11.19,50.02,6.01,10.19,56.02,2,14.19,54.01,19.19,47.02,9.18,57.02,3.01
05061000042,05,061,000042,70,42,0,67,43,2,60,52,0,59,51,2,69,41,71,39,54,54,4
05061000043,05,061,000043,26.15,22.28,0.56,26.7,21.73,0,25.03,23.95,0.56,26.15,22.84,0.56,29.49,18.94,32.27,15.6,25.03,23.95,0
05061000044,05,061,000044,20.86,17.76,0.44,21.31,17.31,0,19.98,19.09,0.44,20.86,18.2,0.44,23.53,15.09,25.75,12.43,19.98,19.09,0
05061000045,05,061,000045,4.36,1.71,0,4.05,2.18,0,4.05,1.87,0.31,3.89,2.18,0,4.05,2.18,4.36,1.87,3.74,2.49,0.16
05061000046,05,061,000046,23.64,9.29,0,21.95,11.82,0,21.95,10.13,1.69,21.11,11.82,0,21.95,11.82,23.64,10.13,20.26,13.51,0.84
05061000047,05,061,000047,22.13,36.05,1,21.13,38.05,1,20.13,39.06,0,21.14,38.05,1,25.14,32.04,25.14,32.04,21.13,37.05,1
05061000048,05,061,000048,19,28,0,19,26,1,16,29,2,16,31,0,23,21,22,22,17,30,0
05061000050,05,061,000050,52,12,1,52,13,0,49,16,0,49,16,0,53,10,55,9,46,19,0
05061000051,05,061,000051,40.34,2.99,0.01,40.34,3,0,38.39,4.95,0,39.37,3,0.97,39.39,3.95,40.36,2.98,39.37,3,0.97
05061000052,05,061,000052,111.63,6.98,0,104.66,10.96,1,102.67,11.95,1,99.69,15.93,0,108.65,6.97,110.64,5.98,103.67,11.95,1.99
05061000053,05,061,000053,0.41,11.73,0.27,0.14,12.41,0.14,0.14,12,0.27,0.27,12.41,0.14,1.5,9.14,1.91,8.86,0.27,12.55,0
05061000054,05,061,000054,2.59,74.27,1.73,0.86,78.59,0.86,0.86,76,1.73,1.73,78.59,0.86,9.5,57.86,12.09,56.14,1.73,79.45,0
05061000055,05,061,000055,20.34,2.95,0.98,20.27,3.97,0.03,20.24,4,0.03,21.15,3.09,0.03,21.19,3.09,21.19,3.09,21.15,3.05,0.03
05061000056,05,061,000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05063000009,05,063,000009,215.51,63,15.92,225.3,61.03,7.4,231.61,52.71,8.71,208.08,76.86,10.18,240,50.09,239.36,49.25,206.72,75.41,11.56
05063000010,05,063,000010,263,42,19,267,42,14,270,44,9,258,47,11,269,52,275,45,253,56,11
05063000011,05,063,000011,391.38,77.48,19.12,392.46,82.46,14.06,390.41,82.49,16.06,383.32,92.55,11.09,403.54,81.39,409.57,76.38,381.33,92.56,12.08
