GEOID,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ai_an_nh,place,mcd,DISTRICT.x,DISTRICT.y,school,ssd,cd_1990,cd_2000,ndv,nrv
3114500002P,NE,145,2P,452,4,442,0,0,2,0,0,4,331,3,327,0,0,0,0,0,1,NA,23830,92715,13230,NA,76060,44,1,2,65,79
3114500003P,NE,145,3P,701,10,680,0,6,3,0,0,2,521,8,505,0,5,2,0,0,1,NA,23830,91520,NA,NA,76060,44,1,2,70,300
3114500004P,NE,145,4P,512,15,489,3,0,0,0,1,4,360,6,348,1,0,0,0,1,4,NA,03180,90825,NA,NA,00113,44,1,2,106,190
3114500005P,NE,145,5P,481,7,473,0,1,0,0,0,0,362,3,358,0,1,0,0,0,0,NA,NA,91110,13230,NA,73470,44,1,2,48,106
3114500006P,NE,145,6P,277,2,272,0,0,0,0,3,0,204,2,202,0,0,0,0,0,0,NA,12105,90160,NA,NA,00113,44,1,2,34,56
3114500007P,NE,145,7P,161,0,161,0,0,0,0,0,0,123,0,123,0,0,0,0,0,0,NA,26455,91705,NA,NA,00113,44,1,2,0,0
3114500008P,NE,145,8P,974,32,927,1,6,2,0,0,6,734,16,713,0,3,0,0,0,2,NA,29925,91882,39120,NA,73470,44,1,2,149.72790659964326,247.80087562834441
3114500009P,NE,145,9P,716,4,711,0,0,1,0,0,0,544,2,541,0,0,1,0,0,0,NA,29925,91882,NA,NA,73470,44,1,2,110.97000162153398,183.65623479811902
3114500010P,NE,145,10P,1166,34,1109,3,1,1,0,4,14,876,17,843,3,1,1,0,2,9,NA,29925,91882,NA,NA,73470,44,1,2,178.69434084644072,295.74055456461815
3114500011P,NE,145,11P,874,17,852,4,0,0,0,0,1,667,14,649,4,0,0,0,0,0,NA,29925,91882,NA,NA,73470,44,1,2,136.06064537052052,225.1814496513702
3114500012P,NE,145,12P,857,22,818,1,8,3,0,0,5,646,10,628,0,5,3,0,0,0,NA,29925,91882,NA,NA,73470,44,1,2,131.7768769255716,218.09177882276634
3114500013P,NE,145,13P,677,7,664,0,2,2,0,0,2,544,6,535,0,2,0,0,0,1,NA,29925,91882,NA,NA,73470,44,1,2,110.97000162153398,183.65623479811902
3114500014P,NE,145,14P,465,25,434,0,0,0,0,0,6,359,13,342,0,0,0,0,0,4,NA,29925,91882,NA,NA,73470,44,1,2,73.23204151126966,121.19961083184693
3114500015P,NE,145,15P,456,22,425,1,3,0,0,0,5,351,17,330,0,3,0,0,0,1,NA,29925,93505,13230,NA,73470,44,1,2,71.6001297227177,118.49878384952166
3114500016P,NE,145,16P,1069,30,1016,3,5,3,0,0,12,793,13,764,3,4,3,0,0,6,NA,29925,91882,NA,NA,73470,44,1,2,161.76325604021406,267.71947462299335
3114500017P,NE,145,17P,874,13,855,0,3,1,0,0,2,653,7,640,0,3,1,0,0,2,NA,29925,91882,NA,NA,73470,44,1,2,133.20479974055456,220.45500243230097
3114700001P,NE,147,1P,443,7,428,0,4,0,0,0,4,331,2,324,0,2,0,0,0,3,NA,23445,91025,NA,NA,72130,1,2,3,40,57
3114700002P,NE,147,2P,453,5,443,0,2,0,0,0,3,350,5,341,0,1,0,0,0,3,NA,47115,92455,NA,NA,77160,1,2,3,37,32
3114700003P,NE,147,3P,443,1,440,0,1,0,0,0,1,307,1,304,0,1,0,0,0,1,NA,03040,90120,NA,NA,70530,1,2,3,58,111
3114700004P,NE,147,4P,342,7,333,0,0,0,0,0,2,234,5,227,0,0,0,0,0,2,NA,45225,90810,NA,NA,77160,1,2,3,60,74
3114700005P,NE,147,5P,477,6,459,4,2,0,0,0,6,337,2,327,1,2,0,0,0,5,NA,12420,91230,NA,NA,05820,1,2,3,93,85
3114700006P,NE,147,6P,390,2,378,0,0,0,0,0,10,283,1,276,0,0,0,0,0,6,NA,50510,91750,42330,NA,05820,1,2,3,82,120
3114700007P,NE,147,7P,250,2,234,1,2,3,0,0,8,195,2,186,1,2,1,0,0,3,NA,43370,92845,42330,NA,70530,1,2,3,54,65
3114700008P,NE,147,8P,540,0,531,1,3,0,0,0,5,381,0,377,0,3,0,0,0,1,3285,16655,92220,42330,NA,70530,1,2,3,56,84
3114700009P,NE,147,9P,581,12,493,0,70,0,0,0,6,423,7,376,0,38,0,0,0,2,3285,42670,92805,NA,NA,70530,1,2,3,78,54
3114700010P,NE,147,10P,447,3,435,2,5,0,0,0,2,361,3,350,1,5,0,0,0,2,NA,23445,91483,NA,NA,72130,1,2,3,79.3032345013477,133.79380053908355
3114700011P,NE,147,11P,494,14,461,2,10,1,0,0,6,381,9,362,2,5,1,0,0,2,NA,23445,91483,NA,NA,72130,1,2,3,83.6967654986523,141.20619946091645
3114700012P,NE,147,12P,635,2,619,0,2,1,0,0,11,506,2,495,0,2,1,0,0,6,NA,16655,90973,NA,NA,70530,1,2,3,122.97211155378486,166.60273192942515
3114700013P,NE,147,13P,707,7,680,1,5,0,0,0,14,532,2,520,0,3,0,0,0,7,NA,16655,90973,NA,NA,70530,1,2,3,129.29083665338646,175.16334661354583
3114700014P,NE,147,14P,582,3,548,4,22,0,0,0,5,440,2,413,3,18,0,0,0,4,NA,16655,90973,NA,NA,70530,1,2,3,106.93227091633466,144.8719408081958
3114700015P,NE,147,15P,585,9,544,0,26,0,0,0,6,430,3,413,0,11,0,0,0,3,NA,16655,90973,NA,NA,70530,1,2,3,104.50199203187252,141.57939669891863
3114700016P,NE,147,16P,429,0,406,1,8,2,0,0,12,325,0,315,1,5,2,0,0,2,NA,16655,90973,NA,NA,70530,1,2,3,78.98406374501992,107.00768355150825
3114700017P,NE,147,17P,758,3,745,0,3,1,0,0,6,567,3,557,0,1,1,0,0,5,NA,16655,90973,NA,NA,70530,1,2,3,137.79681274900398,186.68725099601593
3114700018P,NE,147,18P,379,4,350,0,12,2,0,0,11,291,4,273,0,8,1,0,0,5,NA,16655,90973,NA,NA,70530,1,2,3,70.7211155378486,95.81303357996585
3114700019P,NE,147,19P,596,13,535,0,26,4,0,0,18,423,9,392,0,10,4,0,0,8,NA,16655,90973,NA,NA,70530,1,2,3,102.80079681274901,139.2746158224246
3114900001P,NE,149,1P,138,0,138,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,NA,NA,90360,06180,76170,02790,43,1,2,15.631929046563194,43.01552106430155
3114900002P,NE,149,2P,687,1,683,0,2,1,0,0,0,541,1,538,0,1,1,0,0,0,NA,03215,90135,06180,76170,NA,43,1,2,84.56873614190687,232.71396895787137
3114900003P,NE,149,3P,357,3,351,0,3,0,0,0,0,259,2,255,0,2,0,0,0,0,NA,34265,92105,21250,76170,00082,43,1,2,48,133
3114900004P,NE,149,4P,131,0,131,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,NA,NA,92350,54450,76170,73120,43,1,2,24,53
3114900005P,NE,149,5P,127,0,127,0,0,0,0,0,0,95,0,95,0,0,0,0,0,0,NA,NA,90280,31220,76170,NA,43,1,2,10,74
3114900006P,NE,149,6P,316,5,305,0,1,1,0,0,4,261,3,254,0,0,1,0,0,3,NA,03215,90135,06180,76170,NA,43,1,2,40.79933481152994,112.27050997782706
3115100001P,NE,151,1P,804,6,791,0,2,0,0,0,5,552,3,547,0,2,0,0,0,0,NA,17775,93230,NA,NA,00096,32,2,2,41,110
3115100002P,NE,151,2P,718,4,709,0,1,0,0,0,4,563,3,557,0,1,0,0,0,2,NA,17775,91033,NA,NA,00096,32,2,2,55,71
3115100003P,NE,151,3P,917,25,889,1,0,0,0,0,2,680,15,664,1,0,0,0,0,0,NA,13435,90725,31920,NA,69840,32,2,2,216,153
3115100004P,NE,151,4P,351,8,341,1,0,0,0,0,1,259,5,253,0,0,0,0,0,1,NA,NA,92025,62920,NA,69840,32,2,2,135,189
3115100005P,NE,151,5P,842,1,818,0,0,20,0,0,3,585,1,567,0,0,14,0,0,3,NA,11370,90610,21270,NA,00095,32,2,2,35,94
3115100006P,NE,151,6P,430,1,423,1,2,1,0,0,2,312,1,309,0,1,0,0,0,1,NA,49005,92225,62920,NA,73660,32,2,2,106,118
3115100007P,NE,151,7P,530,2,517,0,2,1,0,0,8,410,1,406,0,0,0,0,0,3,NA,52295,92990,62920,NA,78720,32,2,2,147,120
3115100008P,NE,151,8P,163,3,160,0,0,0,0,0,0,119,1,118,0,0,0,0,0,0,NA,NA,90395,62920,NA,78720,32,2,2,59,23
3115100009P,NE,151,9P,228,1,227,0,0,0,0,0,0,167,0,167,0,0,0,0,0,0,NA,48060,93155,62920,NA,05970,32,2,2,91,28
3115100010P,NE,151,10P,956,15,921,0,1,14,0,0,5,693,10,671,0,1,10,0,0,1,NA,52960,93488,NA,NA,78720,32,2,2,242.5731462925852,116.19438877755512
3115100011P,NE,151,11P,1061,20,1038,0,0,1,0,0,2,804,12,790,0,0,1,0,0,1,NA,52960,93488,67380,NA,78720,32,2,2,281.4268537074148,134.8056112224449
3115100012P,NE,151,12P,752,6,736,1,0,2,0,0,7,576,3,568,0,0,0,0,0,5,NA,13015,90705,NA,NA,05970,30,2,2,172,195
3115100013P,NE,151,13P,2028,432,1476,10,19,60,1,2,28,1402,279,1062,6,9,40,1,0,5,NA,11370,90608,31920,NA,00095,32,2,2,449.60040295500335,341.79046339825385
3115100014P,NE,151,14P,2060,268,1671,10,8,84,0,5,14,1576,178,1323,7,4,60,0,0,4,NA,11370,90608,21270,NA,00095,32,2,2,505.39959704499665,384.20953660174615
3115100015P,NE,151,15P,2003,119,1779,19,4,53,1,7,21,1664,77,1515,17,2,36,1,3,13,NA,11370,90608,NA,NA,00095,32,2,2,93,77
3115300001P,NE,153,1P,2304,18,2243,3,5,3,0,1,31,1548,12,1511,3,3,2,0,0,17,NA,20260,91950,NA,NA,71220,3,3,3,88.54703832752614,180.68989547038328
3115300002P,NE,153,2P,645,4,638,0,2,1,0,0,0,491,2,486,0,2,1,0,0,0,NA,20260,91012,NA,NA,71220,3,3,3,75.65167865707434,123.04436450839329
3115300003P,NE,153,3P,1673,23,1631,1,7,7,0,0,4,1177,12,1155,1,5,4,0,0,0,NA,20260,91010,NA,NA,71220,3,3,3,181.3483213429257,294.95563549160676
3115300004P,NE,153,4P,795,7,779,0,0,7,0,0,2,585,4,578,0,0,2,0,0,1,NA,NA,92382,NA,NA,75630,3,3,3,124.42857142857143,212.64285714285714
3115300005P,NE,153,5P,888,11,870,0,3,2,0,0,2,675,5,666,0,3,1,0,0,0,NA,46520,92381,NA,NA,75630,3,3,3,143.57142857142856,245.35714285714286
3115300006P,NE,153,6P,1447,21,1412,3,0,3,0,0,8,1047,15,1025,1,0,1,0,0,5,NA,46520,93065,NA,NA,75630,3,3,3,171,230
3115300007P,NE,153,7P,2435,67,2301,8,9,25,1,1,23,1731,34,1662,4,7,15,1,0,8,NA,08640,92739,NA,NA,75630,3,3,3,110.54672897196262,175.93107476635515
3115300008P,NE,153,8P,2906,44,2793,13,1,33,0,0,22,1896,28,1826,7,1,23,0,0,11,NA,08640,92738,NA,NA,73740,39,3,3,108.45296167247388,221.31010452961672
3115300009P,NE,153,9P,1510,29,1433,12,0,15,0,1,20,1039,16,993,10,0,11,0,0,9,NA,08640,92737,NA,NA,73740,39,3,1,161.38878676470588,297.4710477941176
3115300010P,NE,153,10P,1564,40,1473,14,5,7,0,1,24,1043,18,994,10,3,7,0,1,10,NA,08640,92735,NA,NA,73740,39,3,1,30.483658076681333,72.43966059082338
3115300011P,NE,153,11P,1581,41,1480,21,5,14,1,0,19,1033,26,971,13,3,8,1,0,11,NA,08640,92736,NA,NA,73740,3,3,1,30.191389063482085,71.74512884978002
3115300012P,NE,153,12P,1649,57,1533,14,8,14,0,0,23,1137,28,1070,7,6,11,0,0,15,NA,08640,92733,NA,NA,73740,3,3,3,176.6112132352941,325.5289522058823
3115300013P,NE,153,13P,1688,65,1573,9,4,25,0,0,12,1106,32,1040,6,3,17,0,0,8,NA,08640,92734,NA,NA,73740,3,3,1,32.32495285983658,76.8152105593966
3115300014P,NE,153,14P,1240,30,1188,4,5,5,1,0,7,837,22,802,3,2,5,1,0,2,NA,08640,92732,NA,NA,75270,3,3,1,53.453271028037385,85.06892523364486
3115300015P,NE,153,15P,1087,29,997,25,3,17,0,2,14,733,17,674,15,3,16,0,2,6,NA,26385,92313,NA,NA,75270,3,3,1,72.85330352054014,126.03910736989785
3115300016P,NE,153,16P,1508,35,1417,13,10,21,1,0,11,1032,20,977,8,4,17,1,0,5,NA,38295,92313,NA,NA,75270,14,3,1,102.57109035906879,177.4520583980008
3115300017P,NE,153,17P,2092,61,1946,18,5,33,1,0,28,1522,33,1432,15,4,23,1,0,14,NA,26385,91685,NA,NA,75270,14,3,1,151.27248016133981,261.7073962032531
3115300018P,NE,153,18P,1518,54,1348,49,2,37,0,1,27,1199,39,1077,38,2,31,0,0,12,NA,26385,91685,NA,NA,75270,14,3,1,119.16931912841423,206.16765311938272
3115300019P,NE,153,19P,1552,52,1386,53,6,33,0,3,19,1110,30,1004,44,3,23,0,0,6,NA,38295,92310,NA,NA,75270,14,3,1,110.32355649085886,190.86413257924502
3115300020P,NE,153,20P,913,21,861,14,3,8,0,0,6,680,8,660,4,1,4,0,0,3,NA,38295,92310,NA,NA,75270,14,3,1,67.58560217458022,116.92577491341137
3115300021P,NE,153,21P,766,20,721,12,0,8,0,2,3,480,13,450,7,0,7,0,2,1,NA,38295,92310,NA,NA,75270,14,3,1,47.70748388793897,82.5358411153492
3115300022P,NE,153,22P,1310,43,1216,24,0,14,1,2,10,899,23,847,15,0,9,1,0,4,NA,38295,92310,NA,NA,75270,14,3,1,89.35214169845237,154.58275242228945
3115300023P,NE,153,23P,349,6,325,5,4,4,0,3,2,246,3,230,4,3,3,0,1,2,NA,38295,92310,NA,NA,75270,14,3,1,24.450085492568725,42.29961857161647
3115300024P,NE,153,24P,458,9,433,6,3,2,0,0,5,294,6,280,3,1,0,0,0,4,NA,38295,92310,NA,NA,75270,3,3,1,29.22083388136262,50.55320268315138
3115300025P,NE,153,25P,1786,93,1528,76,5,26,2,4,52,1384,67,1211,61,4,17,2,3,19,NA,38295,92310,NA,NA,75270,3,3,1,137.55657854355738,237.9783418825902
3115300026P,NE,153,26P,1725,78,1517,61,9,18,0,1,41,1175,46,1054,45,6,12,0,0,12,NA,38295,92310,NA,NA,75270,3,3,1,116.78394493401728,202.04086106361524
3115300027P,NE,153,27P,935,28,863,22,7,11,0,0,4,677,17,632,17,4,6,0,0,1,NA,38295,92310,NA,NA,75270,14,3,1,67.2874304002806,116.40992590644045
3115300028P,NE,153,28P,2574,66,2349,39,7,73,0,0,40,1605,35,1472,29,4,51,0,0,14,NA,38295,92314,NA,NA,75270,3,3,1,159.52189925029595,275.9792187294489
3115300029P,NE,153,29P,228,16,183,3,1,19,0,0,6,155,9,131,2,1,10,0,0,2,NA,38295,92314,NA,NA,75270,14,3,1,15.40554167214696,26.652198693498182
3115300030P,NE,153,30P,1056,17,989,17,0,17,0,0,16,704,8,669,13,0,8,0,0,6,NA,38295,92310,NA,NA,75270,14,3,1,69.97097636897716,121.05256696917883
3115300031P,NE,153,31P,734,6,700,17,2,5,0,0,4,504,2,486,12,0,3,0,0,1,NA,38295,92310,NA,NA,75270,14,3,1,50.09285808233592,86.66263317111667
3115300032P,NE,153,32P,1152,35,1069,21,5,7,1,1,13,796,24,751,8,2,5,1,1,4,NA,38295,92310,NA,NA,75270,14,3,1,79.11491078083212,136.87193651628743
3115300033P,NE,153,33P,508,9,460,21,1,15,0,1,1,311,4,279,14,1,13,0,0,0,NA,38295,92310,NA,NA,75270,14,3,1,30.910473935727126,53.47634705598667
3115300034P,NE,153,34P,1382,35,1276,19,5,31,0,3,13,869,20,810,10,3,20,0,2,4,NA,38295,92310,NA,NA,75270,14,3,1,86.37042395545619,149.42426235258014
3115300035P,NE,153,35P,1082,10,1028,17,0,11,0,1,15,698,5,663,13,0,9,0,0,8,NA,38295,92310,NA,NA,75270,14,3,1,69.37463282037791,120.02086895523696
3115300036P,NE,153,36P,670,16,619,9,0,19,0,0,7,381,9,352,7,0,11,0,0,2,NA,38295,92310,NA,NA,75270,14,3,1,37.86781533605156,65.51282388530844
3115300037P,NE,153,37P,1586,86,1348,71,3,40,1,3,34,1174,55,1016,53,3,33,1,0,13,NA,26385,91685,NA,NA,75270,14,3,1,116.68455434258408,201.86891139462494
3115300038P,NE,153,38P,1014,51,812,107,1,20,0,0,23,644,31,535,53,1,16,0,0,8,NA,26385,91685,NA,NA,75270,14,3,1,64.00754088298478,110.73558682976018
3115300039P,NE,153,39P,2204,95,1989,23,3,57,2,3,32,1460,47,1335,14,3,48,0,2,11,NA,26385,91685,NA,NA,75270,14,3,1,145.11026349248104,251.04651672585382
3115300040P,NE,153,40P,584,20,539,3,0,21,0,0,1,400,11,372,3,0,13,0,0,1,NA,03950,91145,NA,NA,75270,14,3,1,65.14253457521875,73.72283375670335
3115300041P,NE,153,41P,1042,24,942,26,14,19,5,0,12,703,14,655,8,8,13,2,0,3,NA,26385,91685,NA,NA,75270,14,3,1,69.87158577754394,120.88061730018852
3115300042P,NE,153,42P,864,44,763,8,7,17,3,4,18,581,28,523,7,5,9,3,2,4,NA,26385,91685,NA,NA,75270,14,3,1,57.745933622692796,99.9027576833706
3115300043P,NE,153,43P,1179,65,1008,37,6,34,0,0,29,793,31,709,20,5,21,0,0,7,NA,26385,91685,NA,NA,75270,14,3,1,78.81673900653252,136.3560875093165
3115300044P,NE,153,44P,1947,106,1762,41,2,11,2,4,19,1390,71,1276,27,2,7,2,0,5,NA,03950,90190,NA,NA,74820,14,3,1,226.3703076488851,256.18684730454413
3115300045P,NE,153,45P,1122,52,1044,9,1,5,0,0,11,824,31,777,6,1,4,0,0,5,NA,03950,90190,NA,NA,74820,14,3,1,134.19362122495062,151.86903753880893
3115300046P,NE,153,46P,1330,119,1105,61,5,17,4,2,17,929,74,790,36,5,11,3,0,10,NA,03950,90190,NA,NA,74820,14,3,1,151.29353655094553,171.22128139994354
3115300047P,NE,153,47P,812,58,732,17,0,2,0,0,3,558,37,508,10,0,2,0,0,1,NA,03950,90190,NA,NA,74820,14,3,1,167.17010005885814,190.81695114773396
3115300048P,NE,153,48P,700,34,642,14,2,3,0,0,5,519,23,479,10,2,1,0,0,4,NA,03950,90190,NA,NA,74820,14,3,1,155.4861683343143,177.4802825191289
3115300049P,NE,153,49P,1369,152,1152,19,12,11,1,2,20,1021,96,884,15,6,9,1,1,9,NA,03950,90190,NA,NA,74820,14,3,1,114.43746855820505,179.54047187845862
3115300050P,NE,153,50P,954,77,815,29,5,7,0,4,17,703,41,621,23,2,3,0,3,10,NA,03950,90190,NA,NA,74820,14,3,1,78.79484857631552,123.6209125666566
3115300051P,NE,153,51P,841,54,759,6,3,8,1,0,10,622,31,575,5,2,6,1,0,2,NA,03950,90190,NA,NA,74820,14,3,1,186.34373160682753,212.70276633313713
3115300052P,NE,153,52P,620,68,507,34,2,7,0,1,1,456,48,379,23,0,5,0,1,0,NA,03950,90190,NA,NA,74820,5,3,1,51.11017204950196,80.18653788107456
3115300053P,NE,153,53P,2084,253,1606,139,4,37,0,1,44,1500,147,1208,92,3,29,0,0,21,NA,03950,90190,NA,NA,74820,5,3,1,168.1255659523091,263.7715061877453
3115300054P,NE,153,54P,806,80,622,76,2,18,0,0,8,585,48,465,52,0,17,0,0,3,NA,03950,90190,NA,NA,74820,5,3,1,65.56897072140055,102.87088741322066
3115300055P,NE,153,55P,991,182,735,36,8,19,0,0,11,747,107,590,25,4,18,0,0,3,NA,03950,90190,NA,NA,74820,45,3,1,83.72653184424993,131.35821008149713
3115300056P,NE,153,56P,844,128,454,182,5,20,0,9,46,456,51,291,81,3,13,0,4,13,NA,03950,90190,NA,NA,03810,45,3,1,51.11017204950196,80.18653788107456
3115300057P,NE,153,57P,130,3,122,3,0,1,0,1,0,115,3,107,3,0,1,0,1,0,NA,03950,91433,NA,NA,03810,45,3,1,12.889626723010362,20.222482141060468
3115300058P,NE,153,58P,1435,84,1194,96,7,18,1,4,31,1076,54,908,72,6,12,1,3,20,NA,03950,90190,NA,NA,03810,45,3,1,120.60207264312305,189.21209377200927
3115300059P,NE,153,59P,1192,46,1016,69,4,20,0,1,36,876,29,768,47,2,16,0,0,14,NA,03950,90190,NA,NA,74820,14,3,1,155.20272572402044,163.41056218057923
3115300060P,NE,153,60P,414,16,328,23,0,35,0,0,12,298,9,243,15,0,24,0,0,7,NA,03950,91140,NA,NA,74820,14,3,1,52.797274275979554,55.58943781942078
3115300061P,NE,153,61P,976,65,711,116,1,51,1,5,26,668,37,503,70,1,41,1,1,14,NA,03950,90190,NA,NA,03810,45,3,1,74.87191870409498,117.46624408894255
3115300062P,NE,153,62P,1273,48,1110,56,1,27,0,2,29,940,34,839,36,1,23,0,0,7,NA,03950,90190,NA,NA,03810,45,3,1,105.35868799678036,165.29681054432035
3115300063P,NE,153,63P,1913,95,1446,217,6,91,7,0,51,1293,46,998,147,3,75,6,0,18,NA,03950,91433,NA,NA,03810,45,3,1,144.92423785089042,227.3710383338364
3115300064P,NE,153,64P,6799,473,5186,686,36,186,16,21,195,3745,233,2920,393,20,121,8,4,46,NA,03950,90197,NA,NA,03810,3,3,1,419.7534963275984,658.549527115404
3115300065P,NE,153,65P,1482,46,1228,115,15,36,11,2,29,1103,22,942,80,7,27,5,2,18,NA,03950,90190,NA,NA,03810,45,3,1,123.62833283026461,193.95998088338865
3115300066P,NE,153,66P,1560,56,1285,142,4,41,2,3,27,1109,33,918,105,2,35,1,1,14,NA,03950,90190,NA,NA,03810,45,3,1,124.30083509407386,195.01506690813966
3115300067P,NE,153,67P,2211,70,1953,83,4,58,2,8,33,1607,53,1431,60,4,44,1,4,10,NA,03950,90198,NA,NA,75270,3,3,1,180.11852299024048,282.5872069624711
3115300068P,NE,153,68P,2442,153,1912,215,15,79,7,3,58,1725,97,1365,157,8,58,6,2,32,NA,03950,90190,NA,NA,75270,3,3,1,193.34440084515543,303.337232115907
3115300069P,NE,153,69P,789,47,655,27,2,20,4,1,33,429,23,362,16,1,17,1,0,9,NA,35875,90202,NA,NA,03810,45,3,1,48.083911862360395,75.43865076969513
3115300070P,NE,153,70P,1778,92,1462,117,11,32,0,0,64,1294,55,1091,88,8,29,0,0,23,NA,03950,90190,NA,NA,03810,45,3,1,145.03632156152528,227.54688600462822
3115300071P,NE,153,71P,2091,74,1684,227,7,35,2,4,58,1410,45,1146,159,5,31,1,0,23,NA,03950,90190,NA,NA,03810,3,3,1,158.03803199517054,247.94521581648053
3115300072P,NE,153,72P,1460,56,1158,100,3,105,7,3,28,1131,33,903,70,3,98,6,3,15,NA,03950,90190,NA,NA,03810,45,3,1,126.76667672804105,198.88371566555992
3115300073P,NE,153,73P,2535,85,2227,88,5,65,4,1,60,1846,48,1643,62,4,51,3,1,34,NA,03950,90190,NA,NA,03810,45,3,1,206.90652983197504,324.6148002817185
3115300074P,NE,153,74P,2085,120,1773,82,21,38,0,2,49,1424,70,1239,52,12,30,0,0,21,NA,03950,90190,NA,NA,03810,45,3,1,159.60720394405874,250.40708320756613
3115300075P,NE,153,75P,1017,68,769,78,7,32,3,12,48,579,37,457,47,5,21,2,2,8,NA,03950,90190,NA,NA,03810,3,3,1,64.89646845759131,101.81580138846967
3115300077P,NE,153,77P,1592,46,1449,41,1,19,0,2,34,1180,29,1085,34,1,15,0,0,16,NA,03950,90190,NA,NA,03810,45,3,1,132.2587785491498,207.5002515343596
3115300078P,NE,153,78P,1063,27,941,56,8,12,0,4,15,825,19,743,39,2,12,0,0,10,NA,03950,90190,NA,NA,03810,45,3,1,92.46906127377,145.07432840325987
3115300079P,NE,153,79P,929,18,853,28,6,13,0,0,11,691,10,637,23,4,11,0,0,6,NA,03950,90190,NA,NA,03810,45,3,1,77.44984404869706,121.51074051715464
3115300080P,NE,153,80P,1415,83,1074,136,9,63,0,1,49,1139,62,881,107,8,59,0,1,21,NA,03950,90190,NA,NA,03810,45,3,1,127.66334641312004,200.29049703189457
3115300081P,NE,153,81P,1453,52,1239,87,8,26,3,1,37,1121,33,965,70,6,21,3,1,22,NA,03950,90190,NA,NA,03810,45,3,1,125.64583962169232,197.1252389576416
3115300082P,NE,153,82P,3181,128,2584,257,12,83,2,5,110,2093,76,1731,167,8,68,2,4,37,NA,03950,90199,NA,NA,03810,3,3,1,234.5912063587886,368.04917496730053
3115300083P,NE,153,83P,1301,69,1123,56,2,34,0,0,17,830,33,726,40,2,24,0,0,5,NA,03950,91682,NA,NA,03810,3,3,1,93.02947982694435,145.95356675721902
3115300084P,NE,153,84P,1505,56,1231,102,9,65,0,2,40,1140,39,948,76,7,54,0,0,16,NA,35875,90199,NA,NA,03810,45,3,1,127.77543012375492,200.4663447026864
3115300085P,NE,153,85P,1633,133,1191,210,10,37,4,5,43,1302,100,952,170,7,36,3,3,31,NA,35875,90202,NA,NA,03810,45,3,1,145.93299124660427,228.95366737096285
3115300086P,NE,153,86P,928,41,776,81,4,4,0,2,20,648,27,554,54,4,3,0,0,6,NA,35875,91681,30090,NA,03810,45,3,1,72.63024449139752,113.94929067310593
3115300087P,NE,153,87P,941,17,910,8,3,0,0,0,3,751,12,725,8,3,0,0,0,3,NA,NA,91681,30090,NA,75630,45,3,3,84.17486668678941,132.06160076466446
3115300088P,NE,153,88P,1167,13,1138,2,0,4,0,4,6,902,8,886,1,0,4,0,2,1,NA,08185,90970,NA,NA,75630,3,3,3,95,225
3115300089P,NE,153,89P,1302,34,1181,46,6,13,2,0,20,1074,25,979,40,5,10,1,0,14,NA,03950,90190,NA,NA,03810,45,3,1,120.3779052218533,188.8603984304256
3115500001P,NE,155,1P,159,0,159,0,0,0,0,0,0,120,0,120,0,0,0,0,0,0,NA,NA,05770,07530,76450,00114,23,2,3,39,34
3115500002P,NE,155,2P,343,5,329,2,1,0,0,0,6,263,3,255,1,1,0,0,0,3,NA,32865,32900,NA,NA,00114,23,2,3,85,64
3115500003P,NE,155,3P,1068,5,1056,1,3,1,0,0,2,771,4,763,0,2,1,0,0,1,NA,08150,45750,35280,NA,04870,21,2,3,47,54
3115500004P,NE,155,4P,1080,4,1070,1,1,2,1,0,1,826,1,821,1,1,1,0,0,1,NA,NA,39625,15210,NA,04870,21,2,3,125,202
3115500004W,NE,155,4W,1468,9,1454,1,0,2,0,0,2,1165,6,1155,1,0,2,0,0,1,NA,50965,50965,00038,NA,78210,23,2,3,229.46969696969697,330.96590909090907
3115500005P,NE,155,5P,549,9,529,1,3,1,0,1,5,430,8,417,0,3,0,0,1,1,NA,26630,26665,15210,NA,79080,21,2,3,112,106
3115500006P,NE,155,6P,818,11,801,0,0,1,0,0,5,579,7,570,0,0,0,0,0,2,NA,39975,14870,59530,76450,00040,23,2,3,166,161
3115500007P,NE,155,7P,543,1,537,0,0,2,0,0,3,391,1,388,0,0,0,0,0,2,NA,30380,30695,35280,NA,00040,23,2,3,76,117
3115500008P,NE,155,8P,575,11,554,1,0,5,0,0,4,391,5,381,1,0,2,0,0,2,NA,50965,08430,25300,NA,78210,23,2,3,82,128
3115500009P,NE,155,9P,886,16,866,0,1,1,0,0,2,625,9,613,0,1,0,0,0,2,NA,31395,30590,25300,NA,73590,21,2,3,115,192
311550000W1,NE,155,W1,1224,20,1186,3,5,6,0,0,4,920,18,891,2,4,2,0,0,3,NA,02305,02340,NA,NA,00034,21,2,3,192.87290559869226,227.83816918675927
311550000W2,NE,155,W2,1100,17,1079,0,2,1,0,0,1,802,9,791,0,2,0,0,0,0,NA,02305,02340,NA,NA,00034,21,2,3,168.13485901103394,198.61544748671844
