GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04013000297,04,013,000297,195.15,1590.62,59.02,3,381.18,1392.57,62.03,1,225.15,1572.61,5,255.17,1544.6,7,266.19,1517.57,3.01,206.16,1581.61,5,214.15,1545.61,4
04013000298,04,013,000298,2519.23,1380.27,69.54,4.12,2812.52,1094.11,48.27,5.04,2527.21,1349.54,3.08,2648.58,1214.79,2.08,2703.99,1100.6,1,2415.53,1385.18,2.02,2534.38,1172.07,5
04013000299,04,013,000299,0.02,25.01,1,0,2.02,22.01,1,0,1.02,21.01,2,1.02,23.01,1,1.02,23.01,1,1.02,23.01,1,1.02,23.01,1
04013000300,04,013,000300,347.02,1418.38,79.68,0.17,471.92,1302.76,56.29,4.12,374.66,1425.02,4.16,398.52,1411.65,1.35,422.13,1366.07,3.15,352.81,1431.53,1.43,364.75,1370.2,3.07
04013000301,04,013,000301,2045.68,1281.87,51.31,3.87,2259.33,1064.39,46.42,1.95,2073.75,1212.29,0.97,2113.42,1169.69,1.94,2199.4,1036.39,0.97,1942.26,1285.8,2.9,2060.21,1059.64,6.77
04013000302,04,013,000302,1945.06,1439.77,84.05,8.9,2215.01,1201.45,56.36,4.94,1960.88,1429.88,4.94,2066.68,1321.11,6.92,2079.54,1254.85,6.92,1862.98,1487.23,3.96,1959.89,1293.42,9.89
04013000303,04,013,000303,1103,825,22,1,1355,576,27,0,1159,789,0,1183,740,1,1203,708,0,1129,778,2,1171,708,2
04013000304,04,013,000304,1054.25,812.83,30.06,1,1229.49,652.57,20.05,1,1056.25,798.81,0.02,1114.34,725.72,2.01,1136.46,667.55,2,1009.11,789.87,1.01,1049.21,697.68,2
04013000305,04,013,000305,1261,1155,48,2,1477,936,38,0,1295,1110,0,1344,1043,2,1412,947,0,1223,1129,2,1309,976,3
04013000306,04,013,000306,82.93,354.56,11.7,0.02,104.38,326.5,14.5,0.01,87.83,349.8,1.93,97.48,343.94,1.94,110,323.72,2.88,88.72,347.87,0.02,86.87,346.73,0.98
04013000307,04,013,000307,675.33,908.33,64.32,12.12,813.14,800.43,43.17,3.03,711.19,913.8,3.09,742.44,875.13,6.06,782.01,816.93,2.06,673.29,917.68,4.09,718.98,846.83,8.06
04013000308,04,013,000308,95.83,463.43,28.53,0.04,157.06,397.15,22.46,0.03,115.24,460.25,0.04,128.54,435.81,5.04,122.67,440.57,3.04,110.99,459.27,1.04,107.19,451.85,0.05
04013000309,04,013,000309,335,1400,72,4,466,1289,51,9,370,1421,6,398,1393,7,433,1340,3,364,1409,5,382,1346,7
04013000310,04,013,000310,554,1223,60,3,681,1109,36,4,592,1213,1,626,1167,3,691,1078,1,553,1204,7,593,1128,0
04013000311,04,013,000311,170,672,19,2,247,584,25,1,192,651,0,218,625,0,236,597,0,187,648,1,199,614,1
04013000312,04,013,000312,192,946,46,1,296,855,32,3,221,947,3,232,929,4,253,899,1,204,955,3,205,924,3
04013000313,04,013,000313,245.5,1177.11,74.16,3.01,375.86,1068.8,55.09,0,299.59,1171.09,0.01,333.65,1123.05,2,346.67,1093.99,3,281.54,1164.13,3.01,298.6,1114,2.01
04013000314,04,013,000314,569.7,1110.29,80.66,3.32,761.19,949.33,51.31,2.12,596.03,1139.99,4.06,650.06,1069.81,8.16,692.67,1010.18,2.98,573.62,1131.67,4.42,601.04,1074.19,5.08
04013000315,04,013,000315,253,1431,53,8,392,1294,44,6,291,1397,9,316,1381,6,335,1335,5,285,1394,5,288,1347,5
04013000316,04,013,000316,955.21,774.1,54.19,2.95,1114.91,604.66,46.29,5.9,985.81,746.46,2.95,1020.27,699.14,0.99,1054.61,652.91,1,949.29,754.33,1.97,962.08,699.21,1.97
04013000317,04,013,000317,1064.29,937.96,15.91,0.99,1260.23,730.08,17.9,0,1055.33,929.01,0,1163.75,807.66,1.99,1187.62,748.98,0.99,1021.52,896.19,0,1077.22,789.76,0
04013000318,04,013,000318,1684.09,1511.49,35.11,3.9,1938.61,1240.4,42.91,1.95,1673.36,1473.46,0.98,1756.25,1389.59,1.95,1821.59,1271.6,0.98,1586.58,1501.74,1.95,1666.54,1334.01,1.95
04013000319,04,013,000319,1669.86,1345.49,41.43,5.03,1958.26,1053.83,26.4,1.1,1705.05,1287.82,4.03,1761.79,1212.9,2.02,1834.09,1112,2,1644.65,1293.22,1.03,1699.03,1165.54,3
04013000320,04,013,000320,506.43,762.89,20.51,3.06,628.08,635.97,18.55,5.04,517.75,746.48,4.07,565.68,694.45,3.05,602.52,640.18,1,494.19,743.44,2.03,534.12,671.68,6.11
04013000321,04,013,000321,320,1291,53,8,382,1159,51,2,315,1239,1,340,1212,5,401,1130,2,300,1225,6,336,1172,4
04013000322,04,013,000322,613,1169,73,6,790,1014,51,3,658,1163,4,692,1127,4,733,1073,0,629,1169,3,651,1099,2
04013000323,04,013,000323,718,960,62,6,872,799,60,0,753,965,1,785,906,2,827,848,0,731,946,1,763,877,2
04013000324,04,013,000324,521,1365,73,6,705,1191,58,1,583,1333,4,603,1308,1,671,1222,1,534,1340,10,578,1279,5
04013000325,04,013,000325,1324,803,54,2,1578,559,37,1,1332,788,2,1418,703,0,1429,678,1,1307,779,5,1355,701,0
04013000326,04,013,000326,82,488,16,3,106,456,21,5,91,476,4,93,476,5,97,461,4,92,478,6,87,476,4
04013000327,04,013,000327,1992.41,1853.89,77.17,7.01,2283.97,1548.33,83.12,5.01,2038.43,1775.84,5.01,2122.61,1681.63,3,2193.8,1565.34,4,1941.16,1840.98,4.01,2032.47,1650.46,3.02
04013000328,04,013,000328,1229,1216,33,4,1460,981,27,3,1274,1137,5,1344,1060,2,1405,965,1,1201,1146,5,1284,993,3
04013000329,04,013,000329,570.5,780.64,42.77,6.03,715.75,639.45,47.57,1.04,602.17,777.3,1.02,646.54,718.81,1.06,655.76,701.48,1.02,576.77,782.4,1.03,629.18,711.78,1.01
04013000330,04,013,000330,674,389,25,0,805,257,22,0,703,375,0,718,349,0,736,328,0,663,390,1,699,331,1
04013000331,04,013,000331,636,989,42,2,811,814,36,2,659,972,0,718,905,1,736,868,1,636,951,2,670,898,2
04013000332,04,013,000332,587,1349,49,6,707,1231,34,3,605,1323,1,649,1269,3,709,1187,0,560,1323,4,604,1244,0
04013000333,04,013,000333,1170.17,848.1,32.3,0.92,1339.98,663.53,35.99,4.61,1203.4,807.49,0.92,1223.7,779.81,1.85,1277.22,693.06,1.85,1153.56,802.88,3.69,1206.16,716.13,2.77
04013000334,04,013,000334,1222.89,1202.21,75.77,4.02,1436.94,984.82,68.86,5.11,1257.68,1164.25,3.02,1303.17,1105.59,2.04,1350.44,1037.52,2.04,1201.5,1183.14,1.09,1246.75,1093.07,1.07
04013000335,04,013,000335,572,376,25,1,660,295,18,0,597,363,1,610,330,1,670,292,0,564,378,0,590,329,0
04013000336,04,013,000336,966.23,1535.6,55.84,2.99,1247.43,1267.37,27.92,3.99,1041.02,1438.88,1.99,1093.87,1368.08,6.98,1158.68,1275.35,1.99,979.2,1440.88,3.99,1011.11,1334.18,2.99
04013000337,04,013,000337,1156.39,1078.24,26.28,2.02,1369.52,861.02,22.29,0.01,1180.66,1035.75,2.01,1238.3,964.06,6.01,1297,881.08,1.02,1073.19,1087.7,1.03,1171.98,922.41,3.02
04013000338,04,013,000338,794,1471,61,3,1028,1229,55,1,841,1427,2,944,1315,2,995,1231,4,801,1414,4,870,1276,2
04013000339,04,013,000339,890.82,762.57,19.27,0.95,1070.73,581.7,12.78,0,878.41,734.15,1.14,959.12,658.59,0.95,1011.77,581.52,0,837.97,741.2,3.05,896.92,629.21,8.59
04013000340,04,013,000340,902,1475,78,11,1174,1207,71,13,978,1433,5,1037,1359,6,1101,1267,5,940,1428,8,985,1308,8
04013000341,04,013,000341,493,1145,56,3,701,941,49,5,550,1102,7,589,1055,5,633,1003,5,533,1105,3,561,1031,5
04013000342,04,013,000342,1768,1253,50,2,2019,999,55,5,1784,1219,4,1848,1146,9,1897,1078,1,1728,1247,3,1780,1114,3
04013000343,04,013,000343,582,434,26,0,691,336,20,1,596,422,2,640,383,3,667,349,0,580,420,1,589,392,2
04013000344,04,013,000344,1010.77,961.66,66.56,6.75,1219.08,739.87,68.48,1.93,1063.83,929.85,1.93,1119.77,849.82,1.94,1201.71,768.84,3.86,1009.81,926.01,5.79,1070.56,821.86,3.86
04013000345,04,013,000345,537.77,382.64,4.06,1.08,605.01,309.12,5.06,1.19,537.26,368.76,0.13,564.36,335.46,1.16,585.1,307.66,0.18,521.6,368.22,1.16,545.6,323.05,0.21
04013000346,04,013,000346,692,1400,86,7,891,1211,77,7,761,1376,5,820,1307,7,853,1249,5,739,1350,11,805,1262,3
04013000347,04,013,000347,550.07,387.28,19.6,0.05,693.34,247.48,17.88,0.95,572.6,372.04,0.91,604.83,327.63,0.04,599.48,322.6,0.04,562.87,355.38,0.93,583.52,320.49,0.91
04013000348,04,013,000348,1079.15,1846.77,78.49,5.96,1411.19,1515.48,73.61,6.95,1166.32,1790.77,7.93,1260.34,1677.97,7.91,1312.77,1592.37,4.94,1125.95,1786.08,2.97,1185.58,1650.19,5.95
04013000349,04,013,000349,16.32,159.14,10.17,0.08,50.12,127.93,8.36,0,25.44,159.26,0.04,32.08,153.44,0,28.93,154.12,0.04,21.39,160.12,0.83,24.73,155.96,1.65
04013000350,04,013,000350,508.93,679.03,36,8.99,634.86,571.05,23.02,0.01,537.9,657.06,3,551.91,637.06,1,572.93,598.05,0,516.91,662.05,3,531.91,616.06,2
04013000351,04,013,000351,2249.79,1497.83,44.1,2,2713.63,1017.1,41.07,1.01,2324.04,1417.66,1.01,2403.25,1298.43,0.02,2446.34,1235.29,0.03,2252.79,1403.85,2,2330.9,1241.42,2.02
04013000352,04,013,000352,2206.81,1176.51,41.73,1.96,2457.73,920.79,41.69,0.98,2231.88,1120.42,0.98,2309.55,1031.15,1.94,2332.67,950.79,0,2125.29,1175.66,0.97,2203.88,998.18,3.89
04013000353,04,013,000353,613,450,21,3,772,287,30,1,658,423,1,689,368,2,699,366,3,623,426,2,635,393,2
04013000354,04,013,000354,1218.01,1693.08,44,5,1496.03,1416.07,38,4,1275,1606.1,2,1355,1516.08,3,1434.03,1383.07,5,1220,1590.1,2,1271.01,1443.08,6
04013000355,04,013,000355,504,711,12,2,628,585,15,3,510,679,2,577,621,3,601,572,3,498,659,2,517,600,1
04013000356,04,013,000356,1762,1791,42,2,2046,1503,30,5,1794,1679,2,1852,1614,7,1938,1481,1,1691,1729,13,1790,1527,5
04013000357,04,013,000357,1158.26,1187.46,60.35,2.92,1362.66,974.3,58.4,5.84,1170.91,1182.59,3.89,1233.21,1101.81,4.87,1273.11,1030.75,4.87,1111.54,1188.43,1.95,1148.53,1097.91,2.92
04013000358,04,013,000358,1440.51,986.35,54.69,3.87,1586.43,837.55,63.1,3.91,1452.09,976.61,2.93,1490.37,933.65,3.84,1530.08,852.62,2.86,1378.96,1025.98,1.08,1427.68,903.26,4.82
04013000359,04,013,000359,2232.71,1280.83,31,6,2450.68,1042.86,35,3,2234.71,1220.84,1,2339.69,1114.85,2,2374.69,1015.87,2,2136.72,1263.83,5,2207.71,1084.86,1
04013000360,04,013,000360,292.87,1199.54,71.46,2.99,446.92,1052.42,59.56,1.99,315.72,1209.41,3.97,363.41,1155.74,4.97,348.7,1152.57,0,305.78,1204.41,1.99,323.69,1147.71,4.96
04013000361,04,013,000361,677.47,571.63,20.04,2,793.99,453.06,18.06,0.01,695.49,547.5,0.01,718.59,522.36,0.01,757.76,465.14,0,682.34,539.52,1.01,701.52,488.21,0.01
04013000362,04,013,000362,250.67,992.52,39.7,4,349.8,897.74,34.88,2.14,284.59,971.76,5.14,289.37,964.35,3.03,310.16,922.82,2.1,250.87,992.97,1.03,262.25,947.92,3.1
04013000363,04,013,000363,720.22,2256.69,103.46,9.11,995.97,1992.86,94.27,12.1,787.57,2241.69,6.09,838.21,2182.08,4.07,912.69,2078.06,4.09,742.17,2253.53,5.12,769.89,2135.88,5.12
04013000364,04,013,000364,174.22,149.92,9.2,0.08,202.22,122.72,9.02,0.15,175.34,148.14,0.07,183.43,140.14,0.04,190.19,129.59,0.03,175.66,148.17,0.07,183.04,127.86,0.08
04013000365,04,013,000365,898.13,489.19,44.31,4.01,993.44,395.86,33.3,1.01,922.19,481.09,0.01,939.87,458.31,0.04,972.24,413.82,1.01,892.86,488.09,2.02,942.35,427.24,3.01
04013000366,04,013,000366,1140.15,766.84,32.46,2.24,1387.73,528.34,28.02,1.2,1201.73,717.87,1.12,1256.96,657.11,1.24,1264.31,638.51,2.04,1165.39,717.83,3.08,1215.24,635.91,2.12
04013000367,04,013,000367,131,576,31,5,205,504,27,3,149,576,3,168,546,2,153,559,3,145,568,6,143,547,5
04013000368,04,013,000368,722,561,41,2,843,435,43,2,750,546,2,772,513,4,811,465,1,709,547,2,746,497,4
04013000369,04,013,000369,732,484.82,27,1.05,836.68,387.07,25.01,1.09,749.59,469.47,1.1,767.18,446.83,2.1,775.55,421.26,1.05,710.94,480.63,5.08,710.35,456.74,1.04
04013000370,04,013,000370,1086.94,870.69,49.93,2.06,1257.08,690.66,46.15,4.28,1080.92,861.26,5.06,1136.13,796.61,6.11,1206.33,711.42,4.11,1042.94,863.98,3.22,1105.09,753.8,4.17
04013000371,04,013,000371,643.14,597.31,22.1,2.09,724.5,505.1,28.9,2.08,644.61,594.31,0.12,662.05,565.59,2.11,691.02,531.84,0.07,613.02,616.81,0.07,645.49,551.86,4.1
04013000372,04,013,000372,1036.59,741.6,29.58,4.02,1149.76,619.44,29.52,4.03,1024.03,732.02,6.02,1080.38,674.61,2.03,1114.8,621.71,5.03,981.44,757.04,1.02,1048.62,642.15,6.08
04013000373,04,013,000373,920.52,991.33,48.87,3.99,1149.9,752.97,45.88,1.99,950.44,968.39,2.99,1027.23,867.66,7.98,1091.06,796.85,6.98,918.52,945.45,1,972.38,850.7,6.98
04013000374,04,013,000374,516.03,1587.32,66.71,5.89,681.82,1410.73,66.71,5.89,585.68,1540.23,3.92,604.32,1500.99,7.85,667.11,1421.53,2.94,552.33,1525.52,4.91,592.55,1454.88,6.87
04013000375,04,013,000375,973.43,531.85,19.63,0.98,1096.08,415.08,10.79,0,982.26,514.19,0.98,1017.58,467.09,0,1041.13,441.57,0,944.97,515.17,0,971.46,459.24,0.98
04013000376,04,013,000376,1.77,6.95,0.03,0,2.94,5.78,0.02,0,0.83,7.88,0,0.88,6.84,0,2.88,5.79,0,0.78,7.88,0,1.8,6.8,0
04013000377,04,013,000377,3127.32,1815.72,54.65,5.97,3552.53,1394.39,56.67,1.02,3161.17,1729.13,2,3237.8,1611.75,7.94,3358.38,1460.32,1,2997.1,1792.59,1.98,3129.6,1547.66,7.94
04013000378,04,013,000378,249,971,45,4,308,905,38,4,258,967,2,270,952,4,297,914,1,252,961,4,263,928,2
04013000379,04,013,000379,1258.17,645.79,27.15,4,1404.44,500.51,21.11,3.01,1289.15,598.75,2,1312.32,564.6,3.01,1338.5,523.31,0.01,1231.85,621.93,1.01,1258.21,562.39,1.01
04013000380,04,013,000380,1472.08,1615.86,54.04,0.37,1726.65,1364.82,41.4,3.43,1508.29,1566.34,3.23,1583.65,1489.56,2.3,1635.86,1385.66,1.12,1412.76,1601.74,6.43,1487.07,1442.26,1.46
04013000381,04,013,000381,212.19,428.2,32.5,1.91,260.94,370.86,37.28,0,231.31,430.12,0.96,238,415.78,0,249.47,402.4,0,213.15,424.38,7.65,228.44,399.53,3.82
04013000382,04,013,000382,1090.33,1127.86,24,1.98,1331.25,865.94,24.02,1.98,1119.11,1064.57,1.98,1213.68,963.39,0.99,1278.31,864.2,0.02,1069.88,1080.57,2.97,1123.46,909.83,2
04013000383,04,013,000383,1300,615,39,3,1431,492,34,2,1315,602,2,1356,548,1,1392,484,1,1244,628,4,1323,508,0
04013000384,04,013,000384,1550.85,1157.4,33.03,3.77,1793.24,906.52,35.86,0,1580.08,1086.68,0,1657.39,1015.01,3.77,1707.39,906.55,0.94,1502.71,1113.1,4.71,1601.74,945.22,1.89
04013000385,04,013,000385,114,506,23,7,176,446,16,5,119,499,3,131,482,6,139,476,6,112,508,5,134,467,6
04013000386,04,013,000386,1933,1691,119,2,2239,1411,92,3,1950,1696,2,2034,1593,6,2053,1523,1,1874,1715,1,1928,1583,10
04013000387,04,013,000387,457,1246,53,4,626,1072,54,2,505,1207,4,535,1161,8,577,1114,3,505,1186,4,519,1125,7
04013000388,04,013,000388,521.91,601.82,34.96,2.5,617.64,507.76,34.13,4.16,541.06,596,0.83,549.38,579.35,0.83,566.86,549.38,0,522.75,591,1.66,540.23,555.21,0.83
04013000389,04,013,000389,111,941,52,2,194,868,46,1,139,927,2,154,905,2,157,891,2,117,926,3,131,896,3
04013000390,04,013,000390,661.05,796.02,14.21,0.95,783.38,659.49,10.73,0,683.34,751.38,0,728.97,701.89,0,794.43,616,0.03,654.74,744.27,2.82,689.99,654.68,1.84
04013000391,04,013,000391,541.97,1933.68,55.29,4.11,720.18,1746.27,54.29,5.11,562.32,1922.77,2.08,638.68,1836.01,2.15,685.89,1762.47,5.06,569.67,1863.48,9.09,619.45,1787.12,5.13
04013000392,04,013,000392,170,867,41,5,252,786,40,1,188,850,3,207,838,3,236,799,3,186,852,4,189,823,4
04013000393,04,013,000393,634,600,31,2,746,471,44,2,652,581,2,678,546,5,731,496,4,617,593,4,643,537,3
04013000394,04,013,000394,1427.3,2224.9,68.97,5,1735.15,1892.07,71.96,6,1463.28,2158.94,9,1556.23,2076.98,3,1649.19,1911.06,3,1360.33,2189.92,6,1477.27,1953.04,7
04013000395,04,013,000395,1420.9,879.09,34.95,1.16,1615.3,677.68,32.79,0.99,1421.95,857.78,1.05,1473.79,801.96,1.05,1504.44,733.66,0.05,1363.22,878.18,0.05,1408.55,764.4,5.02
04013000396,04,013,000396,814.25,810.26,57.88,5.99,973.9,650.6,57.88,1,864.14,795.29,1,909.04,741.4,5.99,955.94,689.52,2,817.24,802.27,5.99,862.14,723.44,3.99
04013000397,04,013,000397,387.64,824.83,45.08,4.19,487.38,718.77,47.41,3.1,400.33,832.25,2,434.49,792,5.1,486.93,741.17,1.19,414.57,809.64,3,406.24,785.81,2.1
04013000398,04,013,000398,423,542,26,4,510,451,29,0,429,541,1,457,501,1,476,479,0,430,521,1,431,502,3
04013000399,04,013,000399,767,1206,43,1,993,979,35,0,799,1159,3,861,1097,2,904,1021,1,783,1134,3,824,1052,5
04013000400,04,013,000400,482.94,657.32,37.43,3.05,605.06,537.11,28.55,1.04,506.17,656.22,1.05,538.46,608.9,4.05,581.02,556.3,1.04,493.19,634.13,2.02,526.34,579.75,1.02
04013000401,04,013,000401,475.06,785.44,44.59,1.05,575.33,673,47.81,3,507.11,764.55,1.11,517.54,756.11,0,539.95,707.71,0.05,478.84,777.76,3,495.44,747.3,2
04013000402,04,013,000402,283,1207,78,4,411,1120,44,3,325,1215,3,349,1192,3,369,1157,4,316,1206,4,320,1166,8
04013000403,04,013,000403,793,1706,64,5,1009,1467,66,12,841,1686,7,930,1590,8,992,1483,7,806,1652,14,879,1541,8
04013000404,04,013,000404,1022,894,48,1,1161,749,44,5,1044,871,1,1062,832,6,1127,754,4,999,879,2,1052,771,3
04013000405,04,013,000405,314.74,170.75,20.81,2.97,357.31,121.25,20.78,1.02,322.7,170.74,0.01,320.73,172.71,2.98,332.6,157.87,0,300.9,182.58,1.97,306.85,173.68,1.97
04013000406,04,013,000406,277,674,39,1,384,569,33,1,300,677,0,338,623,3,343,611,3,302,656,1,308,622,1
04013000407,04,013,000407,254.6,993.97,38.87,2,364.34,896.73,34.46,1,288.41,975.97,1.06,306.76,960.51,3.09,319.64,933.57,5.03,276.97,979.41,7,294.32,948.8,8.06
04013000408,04,013,000408,687,1526,53,5,947,1266,52,2,748,1460,5,808,1390,5,843,1325,6,701,1455,15,758,1350,5
04013000409,04,013,000409,276,396,34,2,338,346,21,1,298,387,2,311,377,1,323,356,2,284,403,3,306,370,2
04013000410,04,013,000410,2026.12,2149.89,37.93,2.99,2456.3,1699.75,42.92,1,2040.1,2068.04,0,2185.82,1921.32,2.99,2263.67,1784.59,1,1967.24,2054.07,1,2089,1810.54,7.98
04013000411,04,013,000411,184.42,229.46,7.28,0,223.56,192.51,5.99,0.04,183.78,230,0.6,197.61,212.12,0.62,210.06,199.7,0.02,180.16,226.51,0.67,185.38,210.24,0.64
04013000412,04,013,000412,143.77,1037.28,28.69,4.05,223.05,948.87,30.45,3.04,173.98,1011.99,3.04,179.35,998.69,4.05,223.74,948.01,2.07,164.85,1007.82,3.06,183.14,960.11,4.08
04013000413,04,013,000413,739.58,1220.35,52.76,5.97,916.76,1037.2,38.82,5.97,765.46,1177.55,1.99,809.26,1141.72,3.98,868.98,1046.16,1,705.74,1205.42,2.99,762.47,1085.98,7.96
04013000414,04,013,000414,889.82,1291.47,41.39,0.13,1083.89,1073.58,36.47,3.01,900.39,1248.11,2.01,979.72,1159.67,2.03,1046.1,1070.83,0.04,862.69,1243.5,2.99,923.24,1112.06,2.03
04013000415,04,013,000415,2836,2349,110,4,3362,1814,103,7,2936,2269,4,3090,2084,11,3099,2013,4,2860,2277,4,2910,2053,7
04013000416,04,013,000416,1956.64,1724.31,75.54,3.04,2208.4,1478.63,54.37,4.98,1965.79,1705,3.03,2047.17,1611.66,1.07,2129.51,1481.98,1.99,1845.46,1764.14,3.02,1985.42,1534.44,7.07
04013000417,04,013,000417,439.02,307.04,23.83,3.67,495.85,253.88,19.25,1.83,453.69,294.21,0,478.44,273.13,1.83,473.85,261.22,0.92,422.53,301.54,5.5,450.94,263.96,1.83
04013000418,04,013,000418,581,678,46,4,688,578,37,2,614,663,3,646,628,2,656,606,0,577,679,3,609,634,0
04013000419,04,013,000419,1072.54,1076.54,75.9,2,1268.27,897.78,43.94,3,1123.47,1052.57,4.99,1176.4,996.64,3.99,1207.36,935.73,3,1078.53,1059.56,3,1129.46,971.68,3
04013000420,04,013,000420,2289.49,1513.16,81.98,5.93,2510.74,1264.26,97.78,1.98,2308.26,1492.42,2.96,2375.42,1414.39,7.9,2420.86,1305.74,3.95,2230.23,1510.2,1.98,2318.14,1358.09,2.96
04013000421,04,013,000421,309.67,575.37,34.19,3.91,397.58,480.62,42.98,2.93,328.23,567.56,3.91,350.69,542.16,3.91,394.65,495.27,2.93,329.2,560.72,1.95,340.93,530.44,1.95
04013000422,04,013,000422,492,416,31,2,598,317,20,1,517,409,0,542,375,1,563,353,1,495,410,5,513,371,4
04013000423,04,013,000423,1583,1119,62,1,1993,686,66,6,1666,1065,1,1721,975,4,1781,897,2,1614,1051,2,1689,935,2
04013000424,04,013,000424,122.48,533.74,32.86,1,166.3,483.95,36.84,0,138.41,532.75,1.99,146.38,523.78,1.99,163.31,500.88,1.99,133.44,535.73,1,145.38,502.87,1.99
04013000425,04,013,000425,1447.23,1715.86,55.51,4.96,1738.66,1424.43,45.6,4.96,1459.13,1667.29,3.97,1531.49,1586.01,6.94,1594.93,1467.06,6.94,1407.58,1670.26,4.96,1486.88,1488.87,6.94
04013000426,04,013,000426,906,1273,83,5,1118,1064,80,2,969,1245,4,1036,1164,2,1081,1096,4,917,1261,7,970,1145,2
04013000427,04,013,000427,241,1187,32,3,315,1093,36,3,267,1145,3,282,1125,3,315,1082,2,260,1133,2,269,1099,7
04013000428,04,013,000428,22,10,0,0,25,7,1,0,23,9,0,22,10,0,22,8,0,21,10,0,20,10,0
04013000429,04,013,000429,1122,1309,46,2,1363,1051,50,3,1125,1278,0,1225,1173,4,1284,1069,3,1080,1258,2,1178,1088,7
04013000430,04,013,000430,685.29,531.46,32.54,0.99,818.4,399.34,31.55,0.99,729.65,501.88,0.99,748.39,473.28,2.96,752.34,452.58,0.99,691.2,508.78,0.99,714.87,464.41,0.99
04013000431,04,013,000431,297.57,1128.6,60.65,3,398.03,1035.84,40.71,3.98,325.73,1130.5,8.07,349.43,1097.85,11.09,396.81,1039.16,8.08,309.89,1118.35,7.96,338.76,1055.37,8
04013000432,04,013,000432,1574.45,1685.62,53.15,1.03,1844.83,1386.14,61.19,3.05,1600.54,1643.4,0.03,1701.17,1524.79,5.03,1796.63,1400.13,3.01,1506.3,1624.46,2.02,1594.92,1452.37,5.03
04013000433,04,013,000433,100,613,30,4,190,546,16,3,139,588,2,145,581,3,148,567,4,115,606,2,123,578,3
04013000434,04,013,000434,203,560,44,3,279,499,32,1,225,577,0,234,571,1,257,533,4,207,584,4,229,545,3
04013000435,04,013,000435,1731.46,1028.04,44.42,1.04,1945.38,798.02,34.45,1,1741.8,979.21,1,1809.72,897.34,1.05,1869.31,794.06,0.01,1680.83,992.56,2.05,1725,849.53,0.02
04013000436,04,013,000436,1173.86,986.08,22.68,0.26,1400.67,751.17,32.16,1.17,1203,944.39,4.21,1283.29,865.34,2.21,1376.79,753.58,4.21,1144.35,960.72,2.17,1209.25,815.28,4.17
04013000437,04,013,000437,392.02,150.01,13,3,441.02,112,5,1,409.02,133.01,3,406.02,127.01,5,408.02,123.01,2,387.02,146.01,2,407.02,121.01,2
04013000438,04,013,000438,1126.74,1347.99,57.88,5.6,1380.66,1091.27,46.68,3.73,1171.55,1312.51,4.67,1264.9,1224.76,4.67,1341.45,1121.14,4.67,1093.14,1319.05,3.73,1178.09,1179.02,3.73
04013000439,04,013,000439,1959.68,1009.39,59.91,5.99,2161.4,808.43,53.07,4.96,1985.72,981.75,3,2013.44,943.74,6.99,2085.94,832.04,4.94,1906.01,997.3,3.98,1949.22,860.56,5.01
04013000440,04,013,000440,1124,1394,52,5,1389,1132,38,5,1157,1368,5,1248,1259,8,1320,1167,1,1122,1361,4,1220,1195,5
04013000441,04,013,000441,1391.15,1805.89,58.27,5.77,1671.96,1537.22,46.02,6.72,1453.95,1720.84,2.9,1515.77,1657.16,3.85,1600.62,1510.93,1.01,1382.08,1731.48,6.7,1458.95,1561.41,6.71
04013000442,04,013,000442,1666.95,1478.49,32.41,1.03,1931.36,1193.85,34.44,1.03,1689.17,1428.99,4.03,1775.13,1325.04,2.03,1849.08,1220.73,1.06,1614.92,1417.69,3.05,1692.42,1235.63,3.02
04013000443,04,013,000443,1340.02,1394.75,64.39,5.35,1570.6,1176.33,53.31,1.35,1366.73,1351.76,5.07,1466.04,1253.92,3.11,1498.27,1160.11,2.12,1289.08,1382.51,2.14,1375.19,1216.31,2.07
04013000444,04,013,000444,1944.13,816.58,60.14,6.68,2139.89,613.17,59.19,3.82,1978.49,801.28,1.91,2005.22,757.34,4.78,2034.83,707.68,0.96,1923.09,810.83,0.96,1944.07,736.34,4.77
04013000445,04,013,000445,473.68,809.15,44.86,1.99,621.43,663.27,46.81,2.96,495.09,804.22,1.97,540.07,753.56,5.81,577.74,698.3,2.96,477.42,809.19,2.93,508.67,739.15,4.84
04013000446,04,013,000446,1037,995,30,3,1215,815,26,1,1053,971,0,1097,923,2,1168,818,1,1020,969,3,1086,829,2
04013000447,04,013,000447,2460.09,1930.25,59.09,6.97,2800.11,1590.14,45.14,4.01,2473.32,1854.55,4.01,2551.72,1772.18,6.02,2638.61,1609.58,4.01,2381.56,1857.64,2.99,2436.41,1690.17,4
04013000448,04,013,000448,362,1540,44,3,489,1408,49,4,389,1527,3,450,1459,9,494,1390,3,365,1516,7,404,1435,8
