GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26161161043,26,161,161043,109,1657,4,5,0,1,136,1610,10,0,4
26161161044,26,161,161044,44,876,1,5,0,0,49,857,8,1,4
26161161045,26,161,161045,87.87,1525.04,3,3,1,1,115.82,1482.13,7.99,0,1
26161161046,26,161,161046,134.46,1521.92,13.94,3.98,0,1.99,163.35,1485.07,17.93,0,3.98
26161161047,26,161,161047,136.07,1409.92,7,4,0,0,165.1,1380.86,10.01,0,2
26161161048,26,161,161048,113.59,907.72,8.89,2.96,0.99,0,127.42,879.08,15.8,0.99,5.93
26161161049,26,161,161049,183.49,960.92,7.81,4.66,0.1,0.99,215.17,925.11,6.44,1.39,2.74
26161161050,26,161,161050,165.94,1504.42,9,6,0,1,191.93,1459.44,19.99,2,1
26161161051,26,161,161051,240.29,1376.29,13.95,6.09,0.86,0.01,281.16,1313.12,8.73,2.6,6.9
26161161052,26,161,161052,67,1089,4,4,0,0,84,1071,3,2,0
26161161053,26,161,161053,116.06,839.01,0.98,3.93,0,0,131.8,811.47,6.89,0.98,3.93
26161161054,26,161,161054,475.05,1188.11,19.28,3.42,0.1,1.02,534.9,1127.63,8,1.04,2.28
26161161055,26,161,161055,294.84,1376.79,12.97,5.15,0.89,0.55,354.68,1312.09,10.79,2.05,2.7
26161161056,26,161,161056,805,817,15,3,0,1,797,795,10,6,13
26161161057,26,161,161057,564,588,13,5,0,2,549,578,12,5,16
26161161058,26,161,161058,929.83,674.43,14.01,1.01,0,2,876.77,676.44,11.01,1,29.01
26161161059,26,161,161059,750.57,450.6,19.45,1.07,0,1.1,748.72,449.05,6.26,3.03,3.45
26161161060,26,161,161060,536.15,1123.89,15.56,3.89,0.78,0.78,596.03,1052.34,10.89,0.78,6.22
26161161061,26,161,161061,561.36,1053.66,8.34,3.05,1.02,4.09,584.95,1011.08,9.23,4.05,6.11
26161161062,26,161,161062,304.92,612.81,11,5,0,0,333.91,578.82,13.99,0,4
26161161063,26,161,161063,335.63,872.44,7.85,1.96,0,0.98,381.76,812.58,4.91,0.98,2.94
26161161064,26,161,161064,290.99,673.47,14.7,2.94,0.17,0.52,342.71,624.1,6.83,0.86,1.98
26161161065,26,161,161065,746.04,1164.91,18.34,2.9,0.97,3.86,817.46,1088.67,10.62,1.93,1.93
26161161066,26,161,161066,764.6,910.84,16.01,1,1,0,805.61,843.8,13.02,4,16.01
26161161067,26,161,161067,478,552,15,1,0,0,489,534,7,3,8
26161161068,26,161,161068,534.74,469.65,18.08,0.01,1,2,545.7,459.62,4.03,1.01,9.03
26161161069,26,161,161069,811.32,1062.55,20.17,6.04,1.24,0.25,871.54,987.94,16,1.21,9.67
26161161070,26,161,161070,571.44,796.44,8.94,4.17,3.01,2.11,586.94,757.85,15.48,1.08,6.18
26161161071,26,161,161071,764.91,849.28,16.18,1.03,0,5.04,811.97,803.06,8.1,1.01,7.18
26161161072,26,161,161072,762,996,25,2,2,0,856,913,6,2,5
26161161073,26,161,161073,300,699,12,1,0,0,319,664,16,1,8
26161161074,26,161,161074,899.29,944.32,22.01,5,0,2,915.3,918.3,16.01,3,4
26161161075,26,161,161075,614.12,716.3,20.83,0,0.99,0.99,611.14,713.33,8.93,3.97,5.95
26161161076,26,161,161076,1053.51,677.34,25.96,4.96,1.99,2.98,1041.59,667.39,13.96,3.01,13.94
26161161077,26,161,161077,1039.36,1319.97,51.9,2.02,2.02,3.98,1083.13,1276.68,21.05,5.1,18.06
26161161078,26,161,161078,1032,1168,31,12,3,5,1064,1115,20,6,21
26161161079,26,161,161079,1040,727,16,7,1,1,1044,704,13,5,9
26161161080,26,161,161080,714,659,19,6,0,2,705,645,20,4,14
26161161081,26,161,161081,365.39,1215.9,20.36,5.26,0,3.95,424.31,1146.58,15.39,3.01,6.25
26161161082,26,161,161082,235,1062,10,8,0,1,258,1027,12,1,7
26161161083,26,161,161083,282.99,1339.08,11,8,3,1,308.99,1294.07,17,2,7.01
26161161084,26,161,161084,228.26,1228.74,9.84,4.92,1.97,1.97,250.89,1180.54,16.72,1.97,12.78
26161161085,26,161,161085,221,931,7,8,0,3,284,866,6,1,3
26161161086,26,161,161086,654,1340,23,7,0,2,709,1265,16,3,13
26161161087,26,161,161087,399.7,1634.1,14.16,3.14,1,1.01,448.91,1557.48,16.58,4.14,12.03
26161161088,26,161,161088,344,622,8,1,1,2,386,582,2,0,2
26161161089,26,161,161089,449.51,1502.9,7.46,2.56,0.05,1.91,513.66,1411.75,14.81,2.02,6.3
26161161090,26,161,161090,357.75,1615.18,17.16,5.08,0.03,1.03,395.12,1550.38,27.27,3.03,10.21
26161161091,26,161,161091,689.08,1444.74,19.81,0.06,0,2.02,808.74,1315.35,15.15,1.04,6.07
26161161092,26,161,161092,666.39,1057.88,20.01,3,1,6,768.39,952.86,14,2,8.01
26161161093,26,161,161093,181,1172,11,3,0,2,199,1132,21,3,4
26161161094,26,161,161094,975.78,591.72,13.13,1.02,0,0.02,999.19,551.2,6.11,0,10.09
26161161095,26,161,161095,1071,700,12,4,0,3,1075,670,12,0,13
26161161096,26,161,161096,663.22,504.28,6.87,0.98,0,0.98,684.81,477.8,5.89,0,4.91
26161161097,26,161,161097,679.73,1270.35,20.99,4,0,2,739.75,1194.35,9,1,11.99
26161161098,26,161,161098,572.01,1058.01,20,4,1,0,616.01,995.01,15,4,12
26161161099,26,161,161099,843.87,1500.77,28,9,3,2,913.86,1418.79,24,6,10
26161161100,26,161,161100,734.55,613.85,13.4,1.91,0,2.87,739.32,597.61,7.65,0.96,13.38
26161161101,26,161,161101,274.41,1281.28,9.11,0.04,2.01,1,320.58,1210.92,10.2,0.01,5.07
26161161103,26,161,161103,435.52,739.69,15.76,4.96,0.82,2.47,492.25,680.25,9.95,4.11,4.97
26161161104,26,161,161104,324.28,1197.23,7.49,6.2,0.03,2,372.88,1139.96,17.28,0.08,4.22
26161161105,26,161,161105,305.47,975.25,8.95,2.99,0,0,364.16,914.56,3.99,0,1.99
26161161106,26,161,161106,262.27,720.95,14.96,4.99,0,1,254.29,688.04,23.93,4.99,15.95
26161161107,26,161,161107,237.73,1069,14.04,3.01,1,1,301.71,1010.91,3.07,1.01,7.04
26161161108,26,161,161108,397.73,1542.7,13.62,3.91,0.97,0.01,462.89,1462.01,18.46,4.86,5.83
26161161109,26,161,161109,417.35,1384.33,27.39,9.22,0.05,1.02,480.07,1336.22,19.22,3.12,1.38
26161161110,26,161,161110,768.37,547.79,17.37,2.06,1.03,1.09,760.79,541.29,7.25,2.05,7.16
26161161111,26,161,161111,467.41,988.19,11.03,3.01,2,0.01,525.52,933.06,10.02,2.01,3.02
26161161112,26,161,161112,450,1566,20,5,1,6,521,1508,15,3,11
26161161113,26,161,161113,116,943,9,4,0,1,119,918,13,3,13
26161161114,26,161,161114,501,1330,22,7,0,1,540,1269,14,8,25
26161161115,26,161,161115,844.01,1315.94,20.72,6.59,0,5.65,912.77,1239.64,13.19,3.77,9.42
26161161116,26,161,161116,1065.02,1177.59,29.37,3.92,1.96,7.83,1115.92,1127.66,19.58,3.92,9.79
26161161117,26,161,161117,662.63,771.77,11.69,6.82,0.97,0,686.99,738.64,10.72,3.9,8.77
26161161118,26,161,161118,716,784,10,7,2,2,767,722,8,0,9
26161161119,26,161,161119,660.3,1181.42,22.81,2.26,1.03,0,742.71,1095.9,11.49,5.1,6.27
26161161120,26,161,161120,955.64,748.03,20.1,1.98,1.98,1.02,964.87,711.32,12.95,7.9,11.94
26161161121,26,161,161121,980,907,26,3,1,3,1049,849,4,3,6
26161161122,26,161,161122,683,758,20,3,0,1,769,686,6,2,6
26161161123,26,161,161123,58.87,906.94,3.1,5.91,1.97,0.99,59.01,884.21,11.93,3.94,12.78
26161161124,26,161,161124,111.55,1057.75,12.95,7.97,0,0,116.53,1027.87,27.89,4.98,9.96
26161161125,26,161,161125,131.91,695.6,8.54,5.69,1.9,0.95,135.7,677.57,16.13,3.8,7.59
26161161126,26,161,161126,133.28,760.42,11.44,3.41,0,0.09,158.13,733.51,8.79,1.16,6.79
26161161127,26,161,161127,136,870,5,7,1,0,154,838,13,1,4
26161161128,26,161,161128,99,725,5,3,1,0,108,708,12,1,5
26161161129,26,161,161129,50.42,492.59,8.02,3.01,1,0.01,51.41,470.55,16.02,3.03,5.11
26161161130,26,161,161130,67,563,7,5,0,0,77,530,18,4,5
26161161131,26,161,161131,166.25,925.33,8.78,12.31,0.14,2.2,169.08,909.31,19.26,2.7,11.91
26161161132,26,161,161132,161.4,992.56,8.7,9.66,0.97,0,147.87,976.13,25.13,2.9,10.63
26161161133,26,161,161133,193.72,1400.58,13.56,12.59,0,2.91,219.87,1341.49,24.21,4.84,24.21
26161161134,26,161,161134,294,1056,7,8,1,1,313,1029,20,1,5
26161161135,26,161,161135,139.32,1025.24,14.01,4.07,1.01,1,155.26,985.1,16.15,2.05,16.09
26161161136,26,161,161136,336.93,1413.52,11.5,6.01,1.89,2.79,334.65,1385.01,19.59,9.37,26.35
26161161137,26,161,161137,328,958,6,6,4,2,306,957,13,3,13
26161161138,26,161,161138,304,600,9,6,1,0,267,600,22,2,16
26161161139,26,161,161139,317,906,13,11,0,1,293,883,20,7,32
26161161140,26,161,161140,427,825,16,3,3,1,406,798,14,7,24
26161161141,26,161,161141,494.95,1309.65,16.31,6.15,1.02,2.06,512.87,1267.16,20.42,2.02,16.41
26161161142,26,161,161142,216,873,11,7,2,2,211,855,18,3,15
26161161143,26,161,161143,276,1245,7,2,2,3,270,1216,13,4,22
26161161144,26,161,161144,283.31,1169.15,13.97,5.99,0,2,291.29,1134.23,21.95,0,20.95
26161161145,26,161,161145,430.23,1470.26,19.15,9.13,1.07,3.98,425.52,1439.79,26.34,1.15,25.03
26161161146,26,161,161146,436,1197,19,6,0,3,458,1166,17,6,13
26161161147,26,161,161147,477.29,979.41,11.07,5.13,2.04,4.02,510.29,931.9,17.27,5.09,8.29
26161161148,26,161,161148,528,1736,19,5,0,2,569,1679,13,2,16
26161161149,26,161,161149,628,1704,32,11,0,4,680,1624,27,1,22
26161161150,26,161,161150,672.46,1753.17,37.17,11.06,0.02,0.02,697.53,1680.87,29.14,5.03,31.17
26161161151,26,161,161151,568.11,1168.83,21.74,7.9,2.96,1.98,577,1130.3,17.78,3.95,21.74
26163005125,26,163,005125,5.28,318.94,0,2,0,0,8.24,300.91,0.13,1,9
26163163001,26,163,163001,442.26,609.69,10.14,1.27,2.97,2.07,430.54,602.4,3.45,2.12,21.44
26163163002,26,163,163002,631.06,644.91,12.86,0,0,1.98,613.26,638.97,5.93,4.95,12.86
26163163003,26,163,163003,577.95,580.09,11.07,0.99,0,2.01,546.97,577.04,5.03,3.03,21
26163163004,26,163,163004,407.35,402.61,8.53,1.89,1.89,0,395.98,395.98,8.53,4.74,11.37
26163163005,26,163,163005,808.51,755.78,13.03,2.02,0,1.01,764.34,758.81,11.04,5.02,16.09
26163163006,26,163,163006,634.65,665.39,20.47,5.11,0.11,1,614.02,678.02,14.47,1.26,7.63
26163163007,26,163,163007,544,560,5,3,1,1,502,568,8,3,8
26163163008,26,163,163008,727,769,19,5,0,2,716,758,12,3,22
26163163009,26,163,163009,396,421,8,0,2,1,380,412,7,2,12
26163163010,26,163,163010,673,629,7,2,0,3,635,631,4,5,15
26163163011,26,163,163011,402.29,463.18,6.99,2,0,1,401.29,443.22,6.99,1,10.98
26163163012,26,163,163012,547.71,449.82,12.01,2,0,2,539.71,436.78,9.01,1,11.02
26163163013,26,163,163013,588.77,579.02,18.52,5.85,1.95,0.97,587.79,570.25,7.8,3.9,8.77
26163163014,26,163,163014,489.32,491.3,14.09,1.06,0,3.97,492.11,484.11,7.01,0.14,7.22
26163163015,26,163,163015,497.91,411.68,9.38,3.09,0.05,0.06,490.09,400.64,3.19,5.97,12.01
26163163016,26,163,163016,493.47,654.78,13.2,2.02,1,1.01,490.19,636.48,7.17,3.03,8.22
26163163017,26,163,163017,386.75,641.79,6.59,5.56,0.01,1.85,376.45,615.04,10.25,4.65,18.55
26163163018,26,163,163018,1034.48,1124.38,23.18,0.07,0,5.02,997.45,1092.91,15.24,6.01,24.19
26163163019,26,163,163019,617.29,852.48,22.97,4,3.99,1.01,600.29,838.44,14.99,8.99,19.02
26163163020,26,163,163020,748.98,1061.54,10.56,4.17,0.01,4.06,733.7,1028.67,10.51,2.08,28.52
26163163021,26,163,163021,721.77,726.37,4.13,2.05,0,0.02,732.67,696.22,5.16,1.99,9.07
26163163022,26,163,163022,580.94,721.79,3.19,1.07,1,3.03,555.24,715.61,11.15,2.09,14.27
26163163023,26,163,163023,897.95,856.03,13.28,1.08,1,1.01,845.35,853.5,13.07,5.03,25.19
26163163024,26,163,163024,802.05,587.97,20.72,5.92,0,0.99,757.65,622.5,4.93,1.97,13.81
26163163025,26,163,163025,874.87,737.21,12.97,1,1,0,848.94,730.23,8.98,1,10.97
26163163026,26,163,163026,790,1022,19,9,3,3,761,1016,16,6,21
26163163027,26,163,163027,946.99,956.89,13.81,4.93,0,2.96,892.74,943.08,12.82,6.9,21.7
26163163028,26,163,163028,679.45,468.04,13.78,2.96,0.02,0.04,649.65,484.85,4.93,5.86,8.97
26163163029,26,163,163029,538.82,519.58,7.7,2.89,0,0.96,536.9,504.18,9.62,0,5.77
26163163030,26,163,163030,585.96,957.75,11.45,1.94,0.96,0.94,606.8,931.61,5.83,1,9.59
26163163031,26,163,163031,589.59,819.97,12.22,2.82,0,2.82,597.11,794.58,6.58,0.94,12.22
26163163032,26,163,163032,594.34,1056.99,20.23,7,0.99,0.05,582.37,1034.69,19.06,4.13,16.24
26163163033,26,163,163033,573,671,17,1,1,1,586,653,7,3,5
26163163034,26,163,163034,607.09,1073.05,11.53,1.18,1,1.04,612.12,1043.96,5.57,5.04,12.48
26163163035,26,163,163035,266,653,7,2,0,1,270,637,6,2,10
26163163036,26,163,163036,749.17,931,18.89,3.02,0,1.98,780.07,877.25,7.99,2.01,9.95
26163163037,26,163,163037,837,1084,23,2,3,0,913,1007,9,0,5
26163163038,26,163,163038,664.7,1050.15,18.68,5.9,0.98,0,688.3,999.02,15.73,3.93,12.78
26163163039,26,163,163039,356,700,9,2,0,1,377,668,4,0,2
26163163040,26,163,163040,678.83,952.34,18.83,6.94,0,0.99,718.47,893.87,11.89,3.96,10.9
26163163042,26,163,163042,443,617,8,1,1,1,456,596,5,0,3
26163163043,26,163,163043,640,945,15,7,1,1,648,907,15,6,12
26163163044,26,163,163044,690,1024,17,3,1,2,712,991,8,1,7
26163163045,26,163,163045,294.17,456.99,8.07,4.02,2,3.01,271.04,449.98,10.08,8.01,21.07
26163163046,26,163,163046,564,906,13,2,0,2,574,862,7,4,14
26163163047,26,163,163047,668.28,860.89,13.35,2.12,0.04,1,654.75,848.35,6.43,1.12,12.43
26163163048,26,163,163048,538,951,14,5,0,0,567,920,1,0,6
26163163049,26,163,163049,612,887,13,5,2,8,653,829,10,0,10
26163163050,26,163,163050,468,844,7,5,0,0,495,803,9,3,11
26163163051,26,163,163051,568,751,17,1,1,1,584,737,5,1,7
26163163052,26,163,163052,645.72,869.88,14.88,2.98,0.99,0.99,666.55,834.17,4.96,1.98,9.92
26163163053,26,163,163053,514,756,10,3,0,0,527,722,5,2,14
26163163054,26,163,163054,661.01,834.66,14.28,1.04,0,1.03,672.46,810.88,6.12,4.03,12.15
26163163055,26,163,163055,624,893,12,3,0,0,643,852,4,3,12
26163163056,26,163,163056,672.05,977.48,9.32,2.97,1.01,0.07,684.9,938.86,10.78,2.89,11.06
26163163057,26,163,163057,415.04,848.44,11.66,3.89,0,0,432.53,826.08,7.77,1.94,1.95
26163163058,26,163,163058,377.96,834.13,7.25,1,0,1.02,383.4,801.28,7.14,1.09,9.18
26163163059,26,163,163059,295.1,946.65,9.6,3.13,0,1.15,313.4,904.53,5.32,3.03,10.6
26163163060,26,163,163060,493.87,969.25,8.37,4.12,0.02,3.01,468.38,971.14,9.3,1.08,13.28
26163163061,26,163,163061,347.75,800.96,11.4,3.8,0,0.95,326.84,799.06,12.35,0.95,10.45
26163163062,26,163,163062,144.66,539.01,10.77,2,0.01,0.95,141.63,526.31,6.94,3.87,9.76
26163163063,26,163,163063,721.17,1070.83,10.81,0.01,0.01,0.99,739.74,1034.57,5.9,3.92,7.84
26163163064,26,163,163064,521.26,1111.97,9.95,0.99,0.99,1.99,520.28,1094.06,5.97,1.99,4.97
26163163065,26,163,163065,605,935,6,1,0,0,625,896,6,0,4
26163163066,26,163,163066,452.56,1006.64,6.32,3.11,1,0,460.05,972.01,7.22,1.05,9.05
26163163067,26,163,163067,566,1036,7,1,1,1,615,975,8,2,4
26163163068,26,163,163068,609,1040,6,4,0,0,666,984,3,0,6
26163163069,26,163,163069,490.47,716.48,6.48,1.04,0.04,0.04,525.97,679.42,1.18,1.07,6.26
26163163070,26,163,163070,384,708,4,2,0,2,391,675,11,3,10
26163163071,26,163,163071,134.97,706.39,0,3.94,0.99,0,105.42,686.68,10.84,5.91,3.94
26163163072,26,163,163072,131,678,6,4,0,0,105,660,9,4,4
26163163073,26,163,163073,187,960,7,9,3,1,163,940,19,5,13
26163163074,26,163,163074,104,493,2,2,0,0,91,481,2,1,2
26163163075,26,163,163075,125,532,1,4,1,0,101,521,8,3,3
26163163076,26,163,163076,148,753,2,3,1,1,120,736,6,5,7
26163163077,26,163,163077,181,943,4,6,0,0,140,922,14,0,10
26163163078,26,163,163078,129.59,619.41,0.01,5.01,0,0,91.48,606.36,8.02,2.02,8.02
26163163079,26,163,163079,117.6,592.5,2.71,3.62,0,0.9,89.55,585.27,11.76,0,4.52
26163163080,26,163,163080,141.41,580.59,2.99,2.99,0,0,116.52,568.64,5.98,3.98,4.98
26163163081,26,163,163081,125,559,2,7,0,2,96,565,5,2,6
26163163082,26,163,163082,149,649,4,9,0,0,120,635,13,2,7
26163163083,26,163,163083,115.49,254.61,0.68,0.68,0,0,122.92,240.43,2.03,0,2.03
26163163084,26,163,163084,173,733,5,3,1,0,128,744,12,5,7
26163163085,26,163,163085,230.51,804.39,6.32,4.32,1,1,194.08,804.57,12.97,7,3.97
26163163086,26,163,163086,259.82,849.4,4,7.99,1,5,239.83,834.41,11.99,3,7.99
26163163087,26,163,163087,210.71,1034.84,0.98,6.89,0,0.98,164.43,1024.01,13.78,6.89,17.72
26163163088,26,163,163088,128,657,3,7,0,0,107,646,8,2,3
26163163089,26,163,163089,61,496,2,2,0,0,48,481,2,3,3
26163163090,26,163,163090,87.93,702.78,2.09,6.12,0,0.02,73.11,689.17,7.37,3.11,6.44
26163163091,26,163,163091,165.32,491.44,3.87,2.22,0.09,0.15,156.08,474.56,7.72,1.3,8.09
26163163092,26,163,163092,162.51,506.53,1.9,5.7,0,0.95,171.06,487.52,8.55,0.95,1.9
26163163093,26,163,163093,265.83,543.82,3.03,4.1,1,1.02,256.98,527.49,4.15,2.02,5.03
26163163094,26,163,163094,480.04,775.39,8.9,3.95,0,2.96,459.31,772.42,6.91,1.98,15.8
26163163095,26,163,163095,465,706,20,5,2,1,454,694,18,2,13
26163163096,26,163,163096,436.96,719.61,15.1,6.05,0,0.04,426.69,716.58,5.09,2.02,11.2
26163163097,26,163,163097,298,363,5,2,0,0,274,366,6,4,6
26163163098,26,163,163098,254,447,8,1,1,1,240,444,5,2,8
26163163099,26,163,163099,275,366,8,1,0,1,266,364,4,1,7
26163163100,26,163,163100,371.98,726.48,10.37,9.39,0,1.89,352.36,724.41,13.22,2.84,4.79
26163163101,26,163,163101,375.99,645.37,10.35,1.26,0,0.02,388.02,633.8,6.49,2.02,5.28
26163163102,26,163,163102,394.24,737.36,5.41,3.36,2.1,0.1,384.6,721.77,11.72,3.15,4.36
26163163103,26,163,163103,387.39,736.45,6.71,5.21,1,0,363.48,735.1,11.13,5.42,5.92
26163163104,26,163,163104,280,536,8,3,1,1,282,511,10,3,6
26163163105,26,163,163105,306,506,11,3,1,0,292,500,7,3,4
26163163106,26,163,163106,454.48,712.68,13.21,8.06,0,0,444.91,706.57,8.34,1.13,10.28
26163163107,26,163,163107,489,714,16,5,0,2,485,710,8,2,7
26163163108,26,163,163108,292.52,578.67,6.06,4.01,1.01,1.01,284.6,565.54,12.03,3.01,4.01
26163163109,26,163,163109,482.48,639.33,7.94,1.99,0.99,0.99,493.4,621.46,3.97,0.99,0.99
26163163110,26,163,163110,313.33,585.74,5.99,1,0,0,316.32,565.78,4.99,2.99,2.99
26163163111,26,163,163111,338.07,621.24,7.71,3.85,0,0,347.7,604.87,9.63,0,6.74
26163163112,26,163,163112,436,772,6,4,1,1,452,742,10,0,6
26163163113,26,163,163113,474,742,19,6,0,3,478,727,14,2,6
26163163114,26,163,163114,441,701,19,5,1,3,431,694,10,3,15
26163163115,26,163,163115,367,506,9,4,0,3,351,509,11,2,8
26163163116,26,163,163116,383,433,12,3,0,0,366,433,4,2,12
26163163117,26,163,163117,546,678,16,6,2,1,502,681,14,7,23
26163163118,26,163,163118,401.67,642.26,13.01,2,1,1,386.68,628.22,14.01,2.01,9.01
26163163119,26,163,163119,202,841,4,3,0,3,190,819,11,2,17
26163163120,26,163,163120,300.55,737.8,8.01,7.2,2.04,2.18,267.95,743.57,14.12,3.69,7.48
26163163121,26,163,163121,105.8,473.74,2.37,3.16,0.79,1.58,93.17,463.47,4.74,4.74,4.74
26163163122,26,163,163122,185,733,7,4,0,2,155,729,9,0,11
26163163123,26,163,163123,284.23,584.51,4.05,2.02,0.02,0.06,251.52,573.72,12.86,4.02,13.98
26163163124,26,163,163124,422.36,622.61,7.87,3.94,0.98,3.9,400.33,622.42,7.05,5.92,15.85
26163163125,26,163,163125,349.52,493.88,3.19,2.14,0.01,3.05,324.09,486.38,12.2,0.13,12.72
26163163126,26,163,163126,395.9,671,4.89,3.9,0,1.99,377.06,653.47,9.89,1.93,22.46
26163163127,26,163,163127,222,458,3,3,0,0,201,460,6,0,3
26163163128,26,163,163128,285,423,5,1,0,0,245,426,9,4,11
26163163129,26,163,163129,283.02,872.35,2.81,4.67,2.74,1.81,252.13,851.14,7.48,3.72,15.74
26163163130,26,163,163130,378.98,1047.65,4.19,6.33,1.26,0.19,334.87,1030.86,10.52,4.28,15.26
26163163131,26,163,163131,364.13,672.87,9.08,2.72,0,0,339.61,668.33,14.53,5.45,11.8
26163163132,26,163,163132,302,437,3,2,1,0,269,438,5,0,10
26163163133,26,163,163133,270,414,2,8,0,3,243,420,13,2,10
26163163134,26,163,163134,404,613,5,5,1,3,367,616,7,6,12
26163163135,26,163,163135,326,535,2,1,0,1,301,519,12,3,9
26163163136,26,163,163136,285,654,3,7,1,0,269,644,8,3,3
26163163137,26,163,163137,246,491,6,2,0,0,223,483,13,2,13
26163163138,26,163,163138,245,393,7,2,0,1,239,372,9,1,19
26163163139,26,163,163139,464.21,628.48,6.81,6.82,0.97,0.97,424.33,624.55,16.53,3.9,17.52
26163163140,26,163,163140,462.79,598.52,6.19,7.18,0.03,1.03,425.67,589.45,14.47,5.1,17.48
26163163141,26,163,163141,592,605,16,4,3,2,539,606,19,5,25
26163163142,26,163,163142,568,592,10,1,1,1,534,594,10,1,19
26163163143,26,163,163143,679,726,21,5,0,2,611,735,26,12,25
26163163144,26,163,163144,575,583,17,5,0,1,541,584,22,5,19
26163163145,26,163,163145,479.24,563.35,8.8,5.87,0,2.93,423.49,574.11,11.74,5.87,29.34
26163163146,26,163,163146,12,416,3,0,0,1,15,404,2,0,8
26163163147,26,163,163147,14,501,0,1,0,1,10,486,3,3,13
26163163148,26,163,163148,11,510,0,1,0,0,18,491,1,0,10
26163163149,26,163,163149,22,675,1,2,1,0,20,656,2,7,16
26163163150,26,163,163150,61.62,535.43,5.24,3.1,0,0.19,64.14,506.29,14.43,3,19.76
26163163151,26,163,163151,38,504,3,2,0,0,32,503,0,3,11
26163163152,26,163,163152,27,871,0,2,0,1,35,835,0,0,5
26163163153,26,163,163153,59,618,3,4,0,2,50,607,14,3,24
26163163154,26,163,163154,52.38,968.57,4.76,1.9,0,3.81,42.86,965.71,8.57,0,15.24
26163163155,26,163,163155,19,222,0,2,0,0,20,218,3,1,1
26163163156,26,163,163156,8,385,0,0,1,0,11,363,0,2,10
26163163157,26,163,163157,18,407,4,0,0,0,18,396,5,2,7
26163163158,26,163,163158,16,275,3,0,0,1,16,272,0,0,8
26163163159,26,163,163159,5,211,0,0,1,0,5,209,0,2,0
26163163160,26,163,163160,19,748,2,5,0,0,25,725,7,4,7
26163163161,26,163,163161,8,291,2,1,0,0,8,285,2,1,6
26163163162,26,163,163162,15,316,0,0,1,0,14,312,0,2,6
26163163163,26,163,163163,24,442,0,8,0,0,19,434,9,2,10
26163163164,26,163,163164,11,498,0,3,0,0,19,484,3,0,7
26163163165,26,163,163165,34,979,2,0,0,5,42,965,2,5,14
26163163166,26,163,163166,11,367,2,3,0,0,13,341,2,0,11
26163163167,26,163,163167,17,514,0,2,0,1,19,499,3,0,10
26163163168,26,163,163168,24,563,2,0,3,2,25,572,5,0,2
26163163169,26,163,163169,18,678,3,1,0,0,14,656,8,2,11
26163163170,26,163,163170,29,714,3,4,1,1,30,692,8,2,9
26163163171,26,163,163171,16,701,3,2,1,1,20,680,6,2,11
26163163172,26,163,163172,11,367,0,7,0,0,16,363,5,0,0
26163163173,26,163,163173,14,573,0,1,0,0,21,532,11,0,11
26163163174,26,163,163174,50,789,2,0,0,2,47,766,7,4,13
26163163175,26,163,163175,41,672,2,1,0,1,35,673,4,7,14
26163163176,26,163,163176,28,856,0,4,0,1,35,832,6,0,8
26163163177,26,163,163177,29,783,3,0,1,0,29,768,6,0,10
26163163178,26,163,163178,99,887,2,0,0,1,91,855,6,7,26
26163163179,26,163,163179,23,481,10,5,0,0,30,452,10,1,14
26163163180,26,163,163180,75,507,0,4,2,0,80,495,0,2,6
26163163181,26,163,163181,39,340,2,4,0,0,37,339,3,2,16
26163163182,26,163,163182,23,397,5,0,0,0,29,376,13,0,3
26163163183,26,163,163183,42,385,3,0,0,2,41,379,3,0,4
26163163184,26,163,163184,18,311,0,0,0,3,18,305,0,0,8
26163163185,26,163,163185,19,574,0,0,0,1,24,558,2,2,7
26163163186,26,163,163186,74,809,4,1,0,0,64,790,6,2,17
26163163187,26,163,163187,23,634,1,0,0,1,41,603,0,0,8
26163163188,26,163,163188,39,644,5,2,0,0,36,648,5,0,4
26163163189,26,163,163189,28,533,3,1,0,0,31,504,3,7,13
26163163190,26,163,163190,35,522,2,3,0,0,31,536,6,0,8
26163163191,26,163,163191,30,950,3,0,0,3,36,931,3,0,14
26163163192,26,163,163192,36,910,4,5,0,4,40,858,16,8,22
26163163193,26,163,163193,25,869,0,4,1,4,20,853,8,4,17
26163163194,26,163,163194,35,651,0,2,0,0,27,643,8,1,4
26163163195,26,163,163195,11,521,3,0,0,0,10,517,3,0,6
26163163196,26,163,163196,14,350,0,2,0,0,8,337,6,0,13
26163163197,26,163,163197,12,513,1,1,0,0,21,483,2,3,8
26163163198,26,163,163198,19,436,1,1,0,0,14,427,2,2,10
26163163199,26,163,163199,12,607,0,6,0,3,20,586,5,4,13
26163163200,26,163,163200,9,196,0,0,0,0,12,180,0,0,3
26163163201,26,163,163201,30,1015,0,3,1,0,34,1004,3,1,6
26163163202,26,163,163202,49,822,0,2,1,2,40,825,6,1,12
26163163203,26,163,163203,33,523,4,2,0,0,42,506,4,0,10
26163163204,26,163,163204,14,400,0,0,0,0,15,390,0,3,0
26163163205,26,163,163205,17,591,0,0,0,0,11,567,5,6,9
26163163206,26,163,163206,27,613,0,0,1,0,31,591,3,1,9
26163163207,26,163,163207,23,633,3,0,0,0,23,614,0,5,8
