GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37119000052,37,119,000052,33,39,1112,55,1124,35,37,1107,45,1111,23
37119000053,37,119,000053,65.66,60.69,1242.56,116.4,1239.57,77.6,52.73,1225.64,107.44,1204.75,50.74
37119000054,37,119,000054,75,46,1372,102,1368,57,80,1341,80,1314,80
37119000055,37,119,000055,11,14,752,24,731,16,22,730,16,714,25
37119000056,37,119,000056,23.91,15.63,619.71,27.58,616.96,19.31,11.03,620.63,22.99,605,28.5
37119000057,37,119,000057,455,245,792,663,805,416,294,747,651,746,74
37119000058,37,119,000058,335.1,167.05,773.62,476.3,790.52,312.23,203.85,740.8,429.57,718.93,117.34
37119000059,37,119,000059,184,110,489,267,515,190,119,467,256,451,77
37119000060,37,119,000060,30,33,973,53,979,29,34,963,36,963,29
37119000061,37,119,000061,195,157,897,324,902,206,144,880,313,844,74
37119000062,37,119,000062,113,72,742,180,740,111,84,727,158,716,50
37119000063,37,119,000063,118,94,875,213,865,129,91,851,183,815,82
37119000064,37,119,000064,110,74,503,173,511,106,90,486,165,460,55
37119000065,37,119,000065,299,131,558,397,585,265,165,546,369,519,95
37119000066,37,119,000066,277,131,624,369,657,245,177,601,384,566,75
37119000067,37,119,000067,331,173,545,491,553,323,193,521,462,500,73
37119000068,37,119,000068,224,98,699,310,711,200,123,688,301,634,81
37119000069,37,119,000069,1040.51,474.11,1304.51,1448.41,1355.3,943.03,574.33,1271.35,1402.2,1223.52,166.44
37119000070,37,119,000070,558,268,769,789,789,504,323,732,769,725,76
37119000071,37,119,000071,545,197,469,693,496,483,248,450,719,419,41
37119000072,37,119,000072,333,164,532,478,544,304,202,503,463,486,66
37119000073,37,119,000073,348,187,615,503,640,346,194,602,488,583,69
37119000074,37,119,000074,694,320,1015,952,1072,608,387,1006,952,963,104
37119000075,37,119,000075,799,381,1039,1115,1090,727,451,995,1112,961,126
37119000076,37,119,000076,616,320,1021,900,1033,568,387,975,872,939,126
37119000077,37,119,000077,81.72,57.93,1205.76,118.14,1220.52,73.86,68.99,1188.76,107.92,1193.47,44.58
37119000079,37,119,000079,158.34,121.31,709.44,275.6,698.43,180.4,109.27,690.36,259.56,665.25,52.26
37119000080,37,119,000080,187.63,174.8,1292.7,350.58,1292.7,220.22,154.06,1264.06,334.78,1205.8,94.8
37119000081,37,119,000081,201,144,1718,325,1722,188,165,1697,305,1648,95
37119000082,37,119,000082,50,37,1310,77,1302,63,34,1292,57,1270,58
37119000083,37,119,000083,258,202,1194,429,1215,303,170,1166,411,1129,103
37119000084,37,119,000084,106,78,829,165,839,109,85,811,155,794,57
37119000085,37,119,000085,333,223,939,537,949,330,238,916,502,861,126
37119000086,37,119,000086,613.49,233.89,590.49,819.59,608.7,509.97,331.67,563.65,814.8,544.48,56.56
37119000087,37,119,000087,361.52,239.02,936.15,573.64,956.07,368.49,242.01,911.26,535.8,843.54,142.42
37119000088,37,119,000088,356.58,223.09,800.93,563.21,818.31,365.72,233.15,777.16,503.78,742.42,137.15
37119000089,37,119,000089,501,395,2242,880,2240,581,354,2193,817,2128,188
37119000090,37,119,000090,321,168,574,475,585,308,186,556,454,539,70
37119000091,37,119,000091,1144.23,419.22,1441.45,1511.02,1479.75,1008.69,585.84,1379.04,1474.75,1338.17,169.78
37119000092,37,119,000092,649,343,928,949,962,604,396,898,927,862,113
37119000093,37,119,000093,482,231,526,691,542,461,260,492,676,473,80
37119000094,37,119,000094,155,128,729,279,719,165,123,716,249,693,69
37119000095,37,119,000095,125,71,704,188,711,120,84,697,161,657,83
37119000096,37,119,000096,391,183,760,540,778,365,216,734,533,714,74
37119000097,37,119,000097,54.66,32.56,351.21,81.99,355.29,50.59,42.45,345.4,73.27,335.51,29.07
37119000098,37,119,000098,86,63,878,147,880,88,68,863,127,828,65
37119000099,37,119,000099,58,42,769,94,772,65,45,752,74,727,61
37119000100,37,119,000100,600,301,970,837,1001,554,343,939,816,913,110
37119000101,37,119,000101,546,260,706,762,741,480,311,700,735,668,100
37119000102,37,119,000102,333,260,1637,583,1640,356,274,1595,514,1538,163
37119000103,37,119,000103,791,389,1098,1135,1110,777,426,1043,1101,1003,144
37119000104,37,119,000104,74,61,1426,127,1424,72,63,1413,110,1396,48
37119000105,37,119,000105,168,106,1617,252,1637,176,124,1586,216,1509,157
37119000106,37,119,000106,363,201,673,539,689,333,247,640,512,616,96
37119000108,37,119,000108,67,44,869,103,869,68,54,849,104,812,58
37119000109,37,119,000109,270,137,1341,340,1382,227,181,1311,316,1231,177
37119000110,37,119,000110,340,167,468,468,488,296,201,456,471,438,50
37119000111,37,119,000111,625,309,952,872,1009,571,367,928,861,898,116
37119000112,37,119,000112,562,266,651,806,671,540,320,608,788,599,88
37119000113,37,119,000113,885,359,1065,1182,1119,812,447,1026,1142,1027,125
37119000114,37,119,000114,684.19,336.1,931.13,969.18,970.16,566.98,469.57,883.66,930.57,879.12,119.63
37119000115,37,119,000115,120.84,77.07,633.68,192.2,638.44,130.35,77.07,613.7,167.46,603.23,58.04
37119000116,37,119,000116,81.57,75.6,641.61,142.25,650.56,98.48,68.64,627.69,126.33,630.67,38.8
37119000117,37,119,000117,131,107,800,228,801,135,114,773,207,753,70
37119000118,37,119,000118,557,247,960,752,992,536,292,905,733,913,97
37119000119,37,119,000119,365,150,557,489,580,324,201,531,474,528,69
37119000120,37,119,000120,99.9,70.95,834.38,163.7,838.48,109.77,67.15,820.2,131.43,798.07,73.66
37119000121,37,119,000121,1134.82,425.25,1195.98,1490.77,1259.14,1003.73,554.56,1163.58,1439.42,1152.66,151.91
37119000122,37,119,000122,590,401,1994,957,2017,596,415,1958,860,1884,231
37119000123,37,119,000123,135,130,1120,256,1119,170,104,1098,232,1065,78
37119000124,37,119,000124,94,71,1101,156,1106,78,81,1091,128,1051,78
37119000125,37,119,000125,96,65,537,165,531,100,68,536,145,503,53
37119000126,37,119,000126,161,98,1500,250,1499,134,129,1480,200,1426,115
37119000127,37,119,000127,1116.45,530.79,1498.57,1584.38,1545.46,1053.59,609.61,1438.71,1451.68,1396.8,274.37
37119000128,37,119,000128,350.34,215.52,1232.1,547.16,1233.09,341.49,246.03,1193.72,495.99,1163.21,128.92
37119000129,37,119,000129,113.29,56.88,433.72,167.17,434.76,107.54,69.43,421.09,150.63,406.35,43.96
37119000130,37,119,000130,142,104,584,226,596,147,97,570,211,550,57
37119000131,37,119,000131,441,223,587,644,597,413,278,538,626,548,68
37119000132,37,119,000132,152,96,738,236,747,151,105,728,227,696,58
37119000133,37,119,000133,1003.6,566.59,1261.32,1486.45,1328.09,1013.58,558.64,1230.35,1371.7,1180.51,260.35
37119000134,37,119,000134,1019,651,2033,1602,2075,1082,609,1983,1434,1898,342
37119000135,37,119,000135,200,178,3061,349,3062,215,193,3005,324,2913,184
37119000136,37,119,000136,602.23,251.72,670.19,823.91,678.22,560.06,314.94,626.08,806.72,619.11,87.28
37119000137,37,119,000137,1284,578,1605,1823,1631,1199,700,1532,1752,1527,176
37119000138,37,119,000138,157.77,109.81,1306.39,266.35,1301.58,170.88,118.82,1274.22,230.04,1250.75,88.17
37119000140,37,119,000140,1022.42,583.91,1696.07,1528.79,1755.69,1016.28,614.85,1646.84,1444.22,1584.58,258.85
37119000141,37,119,000141,131,85,1172,186,1198,126,91,1157,159,1079,144
37119000142,37,119,000142,1275,702,1676,1911,1710,1270,732,1604,1740,1575,309
37119000143,37,119,000143,1092,645,1584,1667,1645,1077,682,1521,1539,1460,300
37119000144,37,119,000144,726,379,1138,1063,1157,665,448,1092,1005,1088,131
37119000145,37,119,000145,1157,739,3720,1823,3761,1159,786,3639,1672,3496,419
37119000146,37,119,000146,156,103,1843,240,1848,151,120,1817,218,1750,122
37119000147,37,119,000147,160,107,1422,250,1433,157,111,1412,215,1394,80
37119000148,37,119,000148,1580,868,3491,2348,3576,1491,989,3406,2160,3300,472
37119000149,37,119,000149,230,175,2589,390,2585,250,174,2554,347,2484,145
37119000150,37,119,000150,349,224,1321,555,1323,353,246,1274,505,1220,153
37119000151,37,119,000151,309,227,2131,520,2135,331,217,2106,446,2013,194
37119000200,37,119,000200,349.72,285.34,620.26,603.99,643.95,378.54,261.57,599.87,573.8,585.81,86.5
37119000201,37,119,000201,589,400.62,2597,940.49,2621.57,591.05,414.32,2555.73,849.18,2458.63,253.29
37119000202,37,119,000202,1622.4,857.1,2447.92,2402.81,2476.24,1649.44,880.3,2349.45,2202.32,2301.61,388.71
37119000203,37,119,000203,346,240,2509,573,2507,373,246,2464,505,2398,187
37119000205,37,119,000205,447.35,297.87,1562.66,713.79,1576.77,451.55,299.49,1541.63,667.84,1500.18,135.6
37119000206,37,119,000206,873.99,383.91,2379.58,1151.45,2461.43,845.86,398.75,2339.01,1128.57,2230.84,242.87
37119000207,37,119,000207,1108,587,1309,1648,1344,1090,615,1271,1501,1211,282
37119000208,37,119,000208,1193.26,605.29,1038.97,1729.48,1085.67,1175.74,641.23,986.49,1604.22,955.28,249.81
37119000209,37,119,000209,828.85,547.63,1321.67,1316.27,1354.82,877.84,496.86,1290.46,1194.78,1226.69,243.65
37119000210,37,119,000210,171.98,132.67,2868.63,279.1,2859.78,176.89,131.69,2839.14,231.93,2790.01,129.72
37119000211,37,119,000211,522.63,409.36,3888.94,882.31,3921.73,534.56,429.23,3847.21,772.03,3709.1,324.91
37119000212,37,119,000212,472,325,4293,732,4342,471,343,4252,646,4097,318
37119000213,37,119,000213,135,118,2006,238,2007,141,111,1991,196,1946,99
37119000214,37,119,000214,332.66,199.48,1596.9,528.84,1589.91,331.51,224.97,1564.28,468.01,1500.79,157.08
37119000215,37,119,000215,683,387,1061,994,1109,666,404,1032,937,1020,150
37119000216,37,119,000216,860,493,1531,1317,1533,906,492,1452,1238,1466,163
37119000217,37,119,000217,468,242,846,693,863,497,231,822,664,810,81
37119000218,37,119,000218,651,379,637,1001,646,679,345,611,923,585,136
37119000219,37,119,000219,565,343,621,877,632,601,305,588,832,594,75
37119000220,37,119,000220,816.94,435.77,849.7,1239.81,847.72,838.78,433.78,810.99,1198.12,810.99,84.37
37119000221,37,119,000221,1178,627,988,1778,982,1205,625,911,1697,903,165
37119000222,37,119,000222,378.02,336.33,2862.37,665.9,2894.22,435.11,297.31,2828.86,609.07,2759.99,201.28
37119000224,37,119,000224,298.37,251.2,915.3,522.42,930.3,376.78,181.94,889.94,520.22,851.2,82.2
37119000225,37,119,000225,362.21,246.55,681.42,592.56,692.55,395.01,226.68,655.33,546.68,615.66,120.88
37119000226,37,119,000226,694,316,1174,978,1191,621,418,1127,917,1117,142
37119000227,37,119,000227,1321.11,557.41,2082.84,1824.96,2103.67,1153.5,759.74,2008.45,1725.78,1991.59,218.2
37119000228,37,119,000228,316.23,207.19,1530.61,497.65,1552.42,329.12,208.18,1510.78,461.96,1457.25,133.83
37119000229,37,119,000229,1220,831,3088,1985,3136,1244,849,3014,1840,2929,351
37119000230,37,119,000230,700,500,3540,1151,3572,730,539,3449,1054,3355,325
37119000231,37,119,000231,604.41,365.96,1525.61,920.31,1565.65,582.54,396.88,1494.51,831.13,1454.35,202.47
37119000232,37,119,000232,993.18,553.75,1531.02,1495.23,1558.86,977.27,607.44,1462.42,1436.58,1477.34,155.09
37119000233,37,119,000233,1199.77,469.78,1231.55,1605.98,1274.25,1120.31,559.16,1171.96,1566.25,1189.83,114.22
37119000234,37,119,000234,446,347,976,779,977,481,329,941,725,886,143
37119000235,37,119,000235,506.22,288.16,1045.62,782.99,1041.85,525.87,278.15,1016.31,744.42,982.78,103.59
37119000236,37,119,000236,1180.65,673.6,1088.6,1810.24,1112.12,1240.72,644.86,1031.73,1721.39,1046.86,158.08
37119000237,37,119,000237,193.92,140.94,1597.34,324.87,1594.34,203.92,138.94,1579.35,279.88,1514.38,127.95
37119000239,37,119,000239,300,191,1449,464,1467,304,200,1416,421,1382,129
37119000240,37,119,000240,1230,693,1497,1848,1543,1259,699,1434,1722,1378,291
37119000241,37,119,000241,1206.48,697.22,2229.67,1853.88,2271.76,1239.99,691.6,2169.67,1691.04,2095.53,327.7
37119000242,37,119,000242,1031.9,421.47,639.13,1393.02,670.79,993.32,462.03,605.49,1332.67,606.48,116.74
37119000243,37,119,000243,986,672,3509,1564,3582,979,717,3438,1369,3352,422
371190078.1,37,119,0078.1,132,98,806,215,815,160,83,795,181,767,81
371190107.1,37,119,0107.1,190,105,1774,278,1765,177,140,1728,249,1676,118
371190139.1,37,119,0139.1,660,334,1075,967,1090,609,394,1038,897,1034,115
371190204.1,37,119,0204.1,221.54,149.69,2515.75,358.25,2514.75,210.56,185.61,2475.83,305.36,2415.96,153.68
371190223.1,37,119,0223.1,758.75,522.14,2572.76,1211.01,2626.67,758.75,551.09,2529.83,1113.17,2444.97,280.54
371190238.1,37,119,0238.1,319,210,1268,499,1284,340,201,1247,454,1209,122
37121000001,37,121,000001,297,235,187,535,201,385,150,182,525,184,23
37121000002,37,121,000002,74.72,82.12,14.01,156.68,16.2,123.02,27.66,15,153.51,15.01,3.27
37121000003,37,121,000003,153,105,58,268,58,191,71,52,257,50,16
37121000004,37,121,000004,1265.77,1017.41,730.11,2262.38,825.72,1589.22,650.52,731.03,2187.48,750.79,130.1
37121000005,37,121,000005,180,147,62,330,69,243,70,64,328,62,4
37121000006,37,121,000006,134,124,61,255,68,194,59,59,252,57,14
37121000007,37,121,000007,42.56,38.23,13.09,82.73,14.19,63.07,18.6,12.09,82.55,12.01,3.27
37121000008,37,121,000008,95.21,47.65,33.85,145.81,35.85,114.07,30.75,30.89,140.84,28.9,11.91
37121000009,37,121,000009,253.8,259.58,227.43,513.25,241.89,361.24,126.94,230.43,498.89,232.51,14.65
371230000T1,37,123,0000T1,359,271,490,617,507,462,174,466,592,492,33
371230000T2,37,123,0000T2,323,181,302,492,306,383,119,281,478,293,29
37123000BIS,37,123,000BIS,208,148,430,346,435,242,103,421,341,416,25
37123000CAN,37,123,000CAN,251,150,347,378,364,292,108,337,371,343,27
37123000CHE,37,123,000CHE,163.38,122.26,95.67,276.66,103.64,218.51,63.15,95.61,274.61,96.65,12.05
37123000ELD,37,123,000ELD,421.79,243.3,170.51,651.14,182.48,446.72,209.4,152.56,628.2,178.49,24.93
37123000LIT,37,123,000LIT,138,92,63,227,66,173,56,60,218,55,14
37123000MTG,37,123,000MTG,174.17,149.07,704.45,305.02,710.62,224.97,101.36,686.11,301.71,699.37,22.56
37123000OPH,37,123,000OPH,83,75,23,149,30,125,28,26,152,21,4
37123000PEE,37,123,000PEE,281.67,169.49,168.28,446.12,176.31,329.75,125.34,158.27,438.05,159.31,24.06
37123000ROC,37,123,000ROC,87,48,227,126,234,92,40,228,117,232,14
37123000STA,37,123,000STA,368.89,231.3,176.47,578.26,194.42,442.67,147.56,169.49,567.29,169.49,34.9
37123000UWH,37,123,000UWH,339.7,229.47,170.1,558.46,181.63,390.92,164.02,162.01,533.4,172.63,29.39
37123000WAD,37,123,000WAD,66.78,42.86,169.45,112.64,164.47,87.72,24.92,159.49,101.67,169.45,9.97
37125000BEN,37,125,000BEN,531,191,315,717,342,575,145,324,694,332,32
37125000CAM,37,125,000CAM,677,248,352,933,369,729,211,346,895,360,50
37125000CAR,37,125,000CAR,1281.34,520.14,840.31,1773.48,892.32,1407.4,397.1,825.3,1695.46,844.31,117.04
37125000DHR,37,125,000DHR,569.31,204.14,162.05,782.46,173.06,653.36,134.09,161.06,760.44,161.05,29.02
37125000EAB,37,125,000EAB,491.41,226.14,616.33,721.43,643.01,552.36,188.85,607.45,651.31,627.09,78.17
37125000EWD,37,125,000EWD,423.87,191.65,310.48,604.6,325.8,458.56,152.98,307.03,577.17,305.04,45.15
37125000LTR,37,125,000LTR,723.51,295.87,529.28,1021.15,546.36,809.93,221.73,524.34,935.03,534.37,91.13
37125000NSP,37,125,000NSP,489.89,180.12,702.68,674.97,732.37,493.85,191.01,694.76,595.79,680.9,131.63
37125000PBF,37,125,000PBF,450,220,490,668,507,495,193,478,641,483,49
37125000PDN,37,125,000PDN,834.69,286.57,823.82,1102.4,864.09,818.77,321.8,814.71,1011.61,802.08,154.66
37125000PHC,37,125,000PHC,1216.77,398.97,996.37,1607.5,1048.93,1199.51,454.31,968.36,1503.48,1017.41,127.58
37125000RBN,37,125,000RBN,320,124,181,447,183,364,82,174,433,170,25
37125000SLS,37,125,000SLS,1319,492,818,1812,849,1310,551,761,1719,805,133
37125000SSP,37,125,000SSP,654.61,237.96,1123.66,876.84,1175.69,649.81,260.42,1119.73,816.83,1141.27,95.42
37125000TLT,37,125,000TLT,59.48,21.11,231.63,80.6,240.14,58.6,22.04,241.96,68.3,242,9.5
37125000VSS,37,125,000VSS,477,207,337,692,343,555,140,331,635,331,61
37125000WAB,37,125,000WAB,704.93,302.57,786.67,991.29,828.68,751.55,265.54,782.82,913.03,791.48,117.36
37125000WEM,37,125,000WEM,721.11,256.7,179.53,983.74,182.58,816.33,166.44,170.51,966.71,177.51,24.1
37125000WND,37,125,000WND,606.78,216.44,500.65,829.68,522.97,641.24,213.23,484.56,793.2,507.79,48.73
3712500EKWD,37,125,00EKWD,353.19,149.21,298.39,500.38,322.62,360.12,151.44,290.16,459.38,306.85,47.88
3712500PHA1,37,125,00PHA1,869.66,311.23,664.59,1182.89,682.69,861.65,334.24,639.71,1100.75,635.71,122.11
3712500PHA2,37,125,00PHA2,848,230,418,1080,423,862,253,382,1038,418,54
3712500PHB1,37,125,00PHB1,939.02,341.97,747.14,1262.8,774.75,930.02,368.17,711.09,1197.09,738.33,94.14
3712500PHB2,37,125,00PHB2,801.69,250.61,401.9,1039.26,428.03,815.67,246.67,397.89,992.1,414.95,65.25
3712500WKWD,37,125,00WKWD,767.55,232.23,514.99,994.77,542.25,740.89,279.38,499.61,960.05,495.88,78.53
37125EUR-WP,37,125,EUR-WP,1169.53,450.25,595.8,1607.68,635.07,1171.46,467.92,562.27,1505.99,577.32,151.91
3712700P01A,37,127,00P01A,728.18,264.34,510.72,990.52,517.7,787.03,213.47,491.77,961.59,505.73,34.91
3712700P02A,37,127,00P02A,515.16,216.31,461.18,730.41,466.25,563.43,189.09,443.03,718.08,454.99,26.62
3712700P03A,37,127,00P03A,419,215,302,632,309,515,137,289,615,300,25
3712700P04A,37,127,00P04A,447,162,332,592,350,489,113,328,587,336,21
3712700P05A,37,127,00P05A,904.92,351.71,296.76,1242.89,298.59,1044.14,224.4,283.93,1224.58,291.26,38.47
3712700P06A,37,127,00P06A,553.98,225.99,993.96,768.97,1000.96,631.97,163.99,968.96,741.97,982.96,41
3712700P07A,37,127,00P07A,288.24,96.11,144.99,375.29,151.02,292.66,82.77,145.91,365.2,149.94,11.18
3712700P08A,37,127,00P08A,1597.76,549.89,1970.01,2118.71,1982.98,1809.34,379.23,1930.09,2072.8,1947.06,89.82
3712700P09A,37,127,00P09A,261,126,339,388,341,306,97,323,378,331,19
3712700P10A,37,127,00P10A,203.79,73.68,649.86,275.05,650.87,227.15,58.29,638.73,273.14,647.45,9.6
3712700P11A,37,127,00P11A,1094.42,347.25,429.83,1433.8,432.84,1211.68,268.97,395.54,1425.28,418.47,41
3712700P12A,37,127,00P12A,187.73,69.78,335.15,250.63,338.1,202.47,58.97,331.22,246.7,334.17,9.83
3712700P13A,37,127,00P13A,76.95,42.43,391.13,116.38,394.41,94.35,26.36,392.82,113.92,392.5,5.27
3712700P14A,37,127,00P14A,505.19,157,471.95,638.72,485.14,547.89,120.93,460.4,639.64,473.22,17.99
3712700P15A,37,127,00P15A,1098.63,380.31,904.38,1452.61,912.39,1193.12,294.19,875.12,1430.1,900.21,37.16
3712700P16A,37,127,00P16A,324.04,116.66,719.88,432.72,724.86,362.93,92.73,704.92,431.73,713.89,15.95
3712700P17A,37,127,00P17A,527.34,202.1,1514.34,708.76,1517.16,540.5,213.38,1486.14,699.36,1497.42,46.06
3712700P18A,37,127,00P18A,341,152,1097,468,1110,361,141,1086,465,1095,36
3712700P19A,37,127,00P19A,1425,468,1715,1836,1761,1485,448,1647,1810,1720,66
3712700P20A,37,127,00P20A,543.87,226.71,878.6,747.4,888.66,583.53,197.11,858.39,740.24,870.57,35.26
3712700P21A,37,127,00P21A,328,105,1075,414,1078,331,130,1046,403,1069,42
3712700P22A,37,127,00P22A,72,39,889,91,906,80,28,889,88,900,11
3712700P23A,37,127,00P23A,166.76,86.28,1262.48,253.04,1249.47,201.86,67.21,1241.45,254.02,1248.46,15.03
3712700P24A,37,127,00P24A,912.82,338.99,559.78,1253.05,551.89,1033.35,250.09,528.11,1231.07,542.5,41.07
371290000WB,37,129,0000WB,578,223,528,774,554,392,416,490,721,542,59
37129000H01,37,129,000H01,310.49,165.98,495.37,464.56,502.98,282.16,207.76,464.04,421.19,476.04,77.33
37129000H02,37,129,000H02,1249.73,461.2,911.65,1673.8,953.66,892.11,846.18,849.11,1595.63,918.49,101.62
37129000H03,37,129,000H03,1276.44,489.8,1280.02,1693.14,1346.1,896.65,906.49,1198.69,1592.61,1285.74,140.85
37129000H04,37,129,000H04,863.3,420.39,1127.58,1254.55,1149.72,648.16,637.66,1056.25,1147.66,1111.23,133.45
37129000H05,37,129,000H05,1008.76,420.08,955.51,1370.28,1017.19,697.41,738,898.71,1270.4,975.74,123
37129000H06,37,129,000H06,522.24,292.92,700.49,773.72,744.81,433.59,370,679.29,697.6,680.26,132
37129000H08,37,129,000H08,1490.27,714.8,1542.35,2129.2,1609.34,1114.89,1051.82,1481.89,1973.37,1523.51,218.38
37129000H10,37,129,000H10,516.53,265.54,1104.91,766.61,1113.09,419.23,385.58,1060.35,676.58,1074.9,130.95
37129000H11,37,129,000H11,1153.71,601.34,1537.38,1699.72,1585.53,917.14,834.31,1473.95,1545.71,1508.22,223.47
37129000H12,37,129,000H12,1262.47,533.61,1100.09,1733.54,1151.62,970.14,847.37,1018.32,1634.96,1090.99,154.24
37129000H13,37,129,000H13,924.67,386.39,820.54,1245.4,888.81,695.38,593.32,782.69,1168.77,846.84,94.47
37129000M02,37,129,000M02,1349.37,658.27,1670.06,1900.74,1765.71,1014.6,983.66,1593.17,1755.39,1683.19,196.92
37129000M03,37,129,000M03,927.42,465.24,1036.4,1350.36,1073.77,732.29,642.18,993.02,1255.67,1020.12,132.36
37129000M04,37,129,000M04,1354,630,1824,1908,1871,992,959,1737,1772,1787,205
37129000M06,37,129,000M06,723,345,771,1016,814,561,469,747,938,789,100
37129000M07,37,129,000M07,592.63,337.73,653.94,899.26,675.29,495.4,429.34,611.83,839.61,666.81,66.08
37129000W03,37,129,000W03,132.18,61.9,983.08,176.04,994.04,106.45,94,947.53,146.56,944.45,66.97
37129000W08,37,129,000W08,195,91,487,263,506,143,131,477,251,487,27
37129000W12,37,129,000W12,282.42,112.57,678.4,378.2,698.15,171.82,243.91,649.76,345.62,676.42,50.36
37129000W13,37,129,000W13,100.7,60.61,615.42,159.45,617.28,98.84,64.34,610.75,133.34,596.77,47.55
37129000W15,37,129,000W15,215.51,101.02,1583.63,293.44,1599.02,181.84,146.24,1549.96,258.81,1549.96,84.67
37129000W16,37,129,000W16,743.66,294.27,968.96,983.75,1013.12,527.92,514.87,921.82,925.5,964.84,108.49
37129000W17,37,129,000W17,497,232,694,701,726,383,337,670,648,692,75
37129000W18,37,129,000W18,255.56,130.2,426.98,377.86,433.9,195.35,184.51,403.31,340.39,408.26,59.15
37129000W21,37,129,000W21,744,303,1263,1013,1291,555,510,1183,926,1264,116
37129000W24,37,129,000W24,298,153,890,437,901,249,195,858,375,841,117
37129000W25,37,129,000W25,185,111,1713,271,1731,154,157,1680,232,1663,108
